"","human_gene","nematode_gene"
"3231","EXOSC4","exos-4.1"
"3232","EXOSC6","exos-4.2"
"3233","EXOSC7","exos-7"
"3234","EXOSC8","exos-8"
"3235","EXOSC9","exos-9"
"3236","EYA1","eya-1"
"3237","FAAH","faah-1"
"3238","FAAH","faah-2"
"3239","FAAH","faah-4"
"3240","FAAH","faah-5"
"3241","FAAH","faah-6"
"3242","FAH","fah-1"
"3243","FAHD1","fahd-1"
"3244","TSGA10IP","famh-161"
"3245","FAM20C","famk-1"
"3246","FAN1","fan-1"
"3247","FAR1","fard-1"
"3248","STRIP2","farl-11"
"3249","FARSA","fars-1"
"3250","FARS2","fars-2"
"3251","FARSB","fars-3"
"3252","TBRG4","fask-1"
"3253","FASN","fasn-1"
"3254","FADS3","fat-3"
"3255","FADS3","fat-4"
"3256","SCD5","fat-5"
"3257","SCD","fat-6"
"3258","SCD","fat-7"
"3259","FA2H","fath-1"
"3260","NR2E3","fax-1"
"3261","PUM2","fbf-1"
"3262","PUM2","fbf-2"
"3263","FBLN1","fbl-1"
"3264","NOTCH4","fbn-1"
"3265","FBP1","fbp-1"
"3266","FBXL2","fbxl-1"
"3267","FANCD2","fcd-2"
"3268","ZMPSTE24","fce-1"
"3269","RCE1","fce-2"
"3270","FCHO1","fcho-1"
"3271","CTDP1","fcp-1"
"3272","FDPS","fdps-1"
"3273","APBB3","feh-1"
"3274","FEM1B","fem-1"
"3275","PPM1K","fem-2"
"3276","FER1L5","fer-1"
"3277","SLC2A14","fgt-1"
"3278","FHOD1","fhod-1"
"3279","FBL","fib-1"
"3280","FICD","fic-1"
"3281","FIGNL1","figl-1"
"3282","FIG4","figo-1"
"3283","FIS1","fis-1"
"3284","FITM2","fitm-2"
"3285","FKBP2","fkb-1"
"3286","FKBPL","fkb-2"
"3287","FKBP1A","fkb-4"
"3288","FKBP1A","fkb-5"
"3289","FKBPL","fkb-8"
"3290","FOXP2","fkh-7"
"3291","FLAD1","flad-1"
"3292","LRRFIP1","flap-1"
"3293","FLCN","flcn-1"
"3294","FLII","fli-1"
"3295","GPHA2","flr-2"
"3296","CACFD1","flwr-1"
"3297","CELSR2","fmi-1"
"3298","FMO5","fmo-1"
"3299","FMO5","fmo-3"
"3300","FMO5","fmo-5"
"3301","FANCI","fnci-1"
"3302","FUNDC1","fndc-1"
"3303","FNIP1","fnip-2"
"3304","FNTA","fnta-1"
"3305","FNTB","fntb-1"
"3306","TOB1","fog-3"
"3307","SLC19A2","folt-1"
"3308","SLC19A2","folt-2"
"3309","SLC19A2","folt-3"
"3310","RBFOX1","fox-1"
"3311","SLC40A1","fpn-1.2"
"3312","NDOR1","fre-1"
"3313","FRG1","frg-1"
"3314","FXN","frh-1"
"3315","FMNL3","frl-1"
"3316","EPB41L1","frm-1"
"3317","KRIT1","frm-10"
"3318","EPB41L5","frm-2"
"3319","FRMD7","frm-3"
"3320","FRMD5","frm-4"
"3321","FRMPD2","frm-5.1"
"3322","FRMPD2","frm-5.2"
"3323","FRMD1","frm-7"
"3324","FRMPD1","frm-8"
"3325","GPR139","frpr-1"
"3326","GPR139","frpr-11"
"3327","GPR139","frpr-12"
"3328","GPR139","frpr-13"
"3329","GPR139","frpr-4"
"3330","GPR139","frpr-6"
"3331","FSHR","fshr-1"
"3332","FBXO45","fsn-1"
"3333","FTH1","ftn-1"
"3334","FTH1","ftn-2"
"3335","YWHAZ","ftt-2"
"3336","PCBP1","fubl-1"
"3337","FUBP3","fubl-3"
"3338","FUBP3","fubl-4"
"3339","FH","fum-1"
"3340","FUS","fust-1"
"3341","FUT9","fut-1"
"3342","FUT7","fut-3"
"3343","FUT7","fut-4"
"3344","FUT9","fut-5"
"3345","FUT8","fut-8"
"3346","MFN2","fzo-1"
"3347","FZR1","fzr-1"
"3348","CDC20","fzy-1"
"3349","WDR70","gad-1"
"3350","FBXL22","gadr-2"
"3351","FBXL2","gadr-3"
"3352","FBXL20","gadr-4"
"3353","FBXL22","gadr-5"
"3354","FBXL2","gadr-6"
"3355","GALE","gale-1"
"3356","NAGA","gana-1"
"3357","RASA3","gap-1"
"3358","DAB2IP","gap-2"
"3359","GARS1","gars-1"
"3360","NDUFS2","gas-1"
"3361","GBA1","gba-1"
"3362","GBA1","gba-2"
"3363","GBA1","gba-3"
"3364","GBA1","gba-4"
"3365","GABBR1","gbb-1"
"3366","GABBR2","gbb-2"
"3367","GBF1","gbf-1"
"3368","BBOX1","gbh-1"
"3369","TMLHE","gbh-2"
"3370","GOLGA1","gcc-2"
"3371","MAP4K3","gck-2"
"3372","STK39","gck-3"
"3373","GMCL1","gcl-1"
"3374","GCN1","gcn-1"
"3375","GCNA","gcna-1"
"3376","NAALAD2","gcp-2.1"
"3377","NAALAD2","gcp-2.2"
"3378","GCLC","gcs-1"
"3379","GCSH","gcsh-1"
"3380","GCSH","gcsh-2"
"3381","AMT","gcst-1"
"3382","NPR1","gcy-28"
"3383","GLUD1","gdh-1"
"3384","GDI2","gdi-1"
"3385","STARD13","gei-1"
"3386","PIAS4","gei-17"
"3387","ARHGEF38","gei-18"
"3388","CIC","gei-3"
"3389","NCOR1","gei-8"
"3390","CPNE8","gem-4"
"3391","GFUS","ger-1"
"3392","CES1","ges-1"
"3393","CYFIP1","gex-2"
"3394","NCKAP1","gex-3"
"3395","PPP1R16A","gfi-2"
"3396","ANAPC5","gfi-3"
"3397","GFM1","gfm-1"
"3398","GCHFR","gfrp-1"
"3399","GTF2H4","gft-2H4"
"3400","RABGGTB","ggtb-1"
"3401","SPRYD3","gid-1"
"3402","RMND5A","gid-2"
"3403","WDR13","gid-7"
"3404","GID8","gid-8"
"3405","GIPC1","gipc-1"
"3406","GIPC1","gipc-2"
"3407","GPKOW","gkow-1"
"3408","ZFP36L1","gla-3"
"3409","HBM","glb-14"
"3410","HBA2","glb-34"
"3411","B3GAT1","glct-1"
"3412","B3GAT1","glct-2"
"3413","B3GAT1","glct-3"
"3414","B3GAT1","glct-4"
"3415","B3GAT1","glct-5"
"3416","B3GAT1","glct-6"
"3417","MTPAP","gld-2"
"3418","TENT4B","gld-4"
"3419","GLDC","gldc-1"
"3420","TENT2","gldr-2"
"3421","DDX4","glh-1"
"3422","DDX4","glh-2"
"3423","DDX4","glh-3"
"3424","GLUL","gln-1"
"3425","GLUL","gln-3"
"3426","GLUL","gln-5"
"3427","GLUL","gln-6"
"3428","GLS2","glna-1"
"3429","GLS2","glna-2"
"3430","GLS2","glna-3"
"3431","GLOD4","glod-4"
"3432","VARS1","glp-4"
"3433","GRIA4","glr-1"
"3434","GRIK2","glr-3"
"3435","GRIK3","glr-7"
"3436","GLRX","glrx-10"
"3437","GLRX3","glrx-3"
"3438","GLRX5","glrx-5"
"3439","ZCCHC2","gls-1"
"3440","GALNTL6","gly-10"
"3441","GALNTL5","gly-11"
"3442","POMGNT1","gly-12"
"3443","POMGNT1","gly-13"
"3444","POMGNT1","gly-14"
"3445","GCNT1","gly-15"
"3446","GCNT1","gly-16"
"3447","GCNT1","gly-17"
"3448","GCNT2","gly-18"
"3449","GCNT2","gly-19"
"3450","MGAT5","gly-2"
"3451","MGAT2","gly-20"
"3452","GALNT13","gly-3"
"3453","GALNT2","gly-4"
"3454","GALNT13","gly-5"
"3455","GALNT13","gly-7"
"3456","GMDS","gmd-2"
"3457","GMEB1","gmeb-1"
"3458","GMEB2","gmeb-2"
"3459","GMEB1","gmeb-3"
"3460","GMPR","gmpr-1"
"3461","GMPS","gmps-1"
"3462","GNPNAT1","gna-1"
"3463","GNPNAT1","gna-2"
"3464","GNRHR","gnrr-1"
"3465","GPR17","gnrr-4"
"3466","GHSR","gnrr-5"
"3467","GNAO1","goa-1"
"3468","GOLGA6C","golg-2"
"3469","TRPM3","gon-2"
"3470","CLEC16A","gop-1"
"3471","GPN1","gop-2"
"3472","SAMM50","gop-3"
"3473","GOPC","gopc-1"
"3474","GOSR1","gos-28"
"3475","GOT1","got-1.2"
"3476","GOT2","got-2.1"
"3477","GOT2","got-2.2"
"3478","GNAI1","gpa-11"
"3479","GNA12","gpa-12"
"3480","GNAT3","gpa-13"
"3481","GNAT2","gpa-14"
"3482","GNAT2","gpa-16"
"3483","GNAI2","gpa-2"
"3484","GNAI2","gpa-3"
"3485","GNAT3","gpa-4"
"3486","GNAZ","gpa-5"
"3487","GNAT1","gpa-6"
"3488","GNAT2","gpa-8"
"3489","GNAI2","gpa-9"
"3490","GPAA1","gpaa-1"
"3491","GNB1","gpb-1"
"3492","GNB5","gpb-2"
"3493","GNG13","gpc-2"
"3494","GPATCH1","gpch-1"
"3495","GPCPD1","gpcp-2"
"3496","GAPDH","gpd-1"
"3497","GAPDH","gpd-2"
"3498","GAPDH","gpd-3"
"3499","GAPDH","gpd-4"
"3500","GPD1","gpdh-1"
"3501","GPD1","gpdh-2"
"3502","GPD2","gpdh-3"
"3503","GPI","gpi-1"
"3504","GPC5","gpn-1"
"3505","GPX7","gpx-2"
"3506","GPX5","gpx-3"
"3507","GPX5","gpx-4"
"3508","GPX3","gpx-5"
"3509","GPX4","gpx-6"
"3510","GPX4","gpx-7"
"3511","GPX2","gpx-8"
"3512","CYTIP","gras-1"
"3513","DHH","grd-1"
"3514","SHH","grd-10"
"3515","IHH","grd-11"
"3516","DHH","grd-13"
"3517","DHH","grd-14"
"3518","DHH","grd-2"
"3519","DHH","grd-3"
"3520","DHH","grd-4"
"3521","SHH","grd-5"
"3522","IHH","grd-6"
"3523","IHH","grd-7"
"3524","IHH","grd-8"
"3525","IHH","grd-9"
"3526","CCDC88A","grdn-1"
"3527","GRHL2","grh-1"
"3528","GRK6","grk-1"
"3529","GRK2","grk-2"
"3530","TRIT1","gro-1"
"3531","CYTH4","grp-1"
"3532","GNAS","gsa-1"
"3533","GSK3B","gsk-3"
"3534","MAPK14","gska-3"
"3535","CAPG","gsnl-1"
"3536","PPP1CB","gsp-1"
"3537","PPP3CA","gsp-2"
"3538","G6PD","gspd-1"
"3539","GSR","gsr-1"
"3540","GSS","gss-1"
"3541","GSTA3","gst-1"
"3542","GSTP1","gst-10"
"3543","GSTP1","gst-11"
"3544","GSTP1","gst-12"
"3545","GSTP1","gst-13"
"3546","GSTP1","gst-14"
"3547","GSTP1","gst-16"
"3548","GSTA5","gst-17"
"3549","GSTP1","gst-18"
"3550","GSTP1","gst-19"
"3551","GSTP1","gst-2"
"3552","HPGDS","gst-20"
"3553","GSTA3","gst-21"
"3554","GSTA1","gst-22"
"3555","GSTA3","gst-23"
"3556","GSTA3","gst-24"
"3557","GSTA3","gst-25"
"3558","GSTA1","gst-26"
"3559","GSTA3","gst-27"
"3560","GSTA1","gst-28"
"3561","GSTA3","gst-29"
"3562","GSTA1","gst-3"
"3563","GSTA3","gst-31"
"3564","GSTA3","gst-32"
"3565","GSTA3","gst-33"
"3566","GSTA3","gst-34"
"3567","GSTM1","gst-35"
"3568","GSTA3","gst-37"
"3569","GSTP1","gst-38"
"3570","GSTA3","gst-39"
"3571","GSTP1","gst-4"
"3572","GSTP1","gst-41"
"3573","GSTZ1","gst-42"
"3574","GSTT2B","gst-43"
"3575","GSTO2","gst-44"
"3576","GSTP1","gst-5"
"3577","GSTP1","gst-6"
"3578","GSTP1","gst-7"
"3579","GSTP1","gst-8"
"3580","GSTA4","gst-9"
"3581","GSTK1","gstk-1"
"3582","GSTK1","gstk-2"
"3583","GSTO2","gsto-2"
"3584","GYS2","gsy-1"
"3585","ABAT","gta-1"
"3586","G3BP1","gtbp-1"
"3587","GTF2A2","gtf-2A2"
"3588","GTF2E1","gtf-2E1"
"3589","GTF2E2","gtf-2E2"
"3590","GTF2F1","gtf-2F1"
"3591","GTF2F2","gtf-2F2"
"3592","GTF2H1","gtf-2H1"
"3593","GTF2H2C","gtf-2H2C"
"3594","GTF2H3","gtf-2H3"
"3595","GTF2H5","gtf-2H5"
"3596","GUK1","guk-1"
"3597","LSM2","gut-2"
"3598","GIGYF2","gyf-1"
"3599","HAAO","haao-1"
"3600","HIBCH","hach-1"
"3601","HACL1","hacl-1"
"3602","TAP2","haf-7"
"3603","TAP2","haf-8"
"3604","ABCB9","haf-9"
"3605","HAL","haly-1"
"3606","STOX2","ham-1"
"3607","SMARCD3","ham-3"
"3608","ITPA","hap-1"
"3609","CHCHD10","har-1"
"3610","HARS1","hars-1"
"3611","HASPIN","hasp-1"
"3612","HASPIN","hasp-2"
"3613","HAT1","hat-1"
"3614","ZNF576","hbl-1"
"3615","HBS1L","hbs-1"
"3616","HCFC2","hcf-1"
"3617","CENPA","hcp-3"
"3618","NCAPD3","hcp-6"
"3619","HDAC10","hda-10"
"3620","HDAC11","hda-11"
"3621","HDAC3","hda-2"
"3622","HDAC9","hda-4"
"3623","HDAC4","hda-5"
"3624","HDAC6","hda-6"
"3625","HDC","hdl-2"
"3626","HECTD1","hecd-1"
"3627","DDX39A","hel-1"
"3628","HELQ","helq-1"
"3629","HENMT1","henn-1"
"3630","HEXB","hex-1"
"3631","HEXD","hex-2"
"3632","HEXD","hex-3"
"3633","HEXD","hex-4"
"3634","HEXD","hex-5"
"3635","RALGAPA1","hgap-1"
"3636","RALGAPB","hgap-2"
"3637","HGD","hgo-1"
"3638","HGS","hgrs-1"
"3639","HHAT","hhat-1"
"3640","HHAT","hhat-2"
"3641","HID1","hid-1"
"3642","HIF3A","hif-1"
"3643","H1-0","hil-2"
"3644","H1-4","hil-3"
"3645","H1-1","hil-4"
"3646","H1-2","hil-5"
"3647","H1-0","hil-6"
"3648","MSH4","him-14"
"3649","SLX4","him-18"
"3650","HORMAD2","him-3"
"3651","BLM","him-6"
"3652","HINFP","hinf-1"
"3653","HINT1","hint-1"
"3654","HINT3","hint-3"
"3655","HIP1","hipr-1"
"3656","HIRA","hira-1"
"3657","H2BC1","his-11"
"3658","H2AX","his-12"
"3659","H3C1","his-13"
"3660","H2BC1","his-15"
"3661","H2AX","his-16"
"3662","H3C1","his-17"
"3663","H2AX","his-19"
"3664","H3C1","his-2"
"3665","H2BC1","his-20"
"3666","H2AX","his-21"
"3667","H2BC1","his-22"
"3668","H3C1","his-25"
"3669","H3C1","his-27"
"3670","H2BC1","his-29"
"3671","H2AX","his-3"
"3672","H2AX","his-30"
"3673","H3C1","his-32"
"3674","H2AX","his-33"
"3675","H2BC1","his-34"
"3676","H2AX","his-35"
"3677","H2BC1","his-39"
"3678","H2BC1","his-4"
"3679","H3C1","his-40"
"3680","H2BC1","his-41"
"3681","H3C1","his-42"
"3682","H2AX","his-43"
"3683","H2BC1","his-44"
"3684","H3C1","his-45"
"3685","H2AX","his-47"
"3686","H2BC1","his-48"
"3687","H3C1","his-49"
"3688","H2AX","his-51"
"3689","H2BC1","his-52"
"3690","H2AX","his-53"
"3691","H2BC1","his-54"
"3692","H3C1","his-55"
"3693","H2AX","his-57"
"3694","H2BC1","his-58"
"3695","H3C1","his-59"
"3696","H3C1","his-6"
"3697","H2AX","his-61"
"3698","H2BC1","his-62"
"3699","H3C1","his-63"
"3700","H2AX","his-65"
"3701","H2BC1","his-66"
"3702","H2AX","his-68"
"3703","H2AX","his-7"
"3704","H3Y1","his-70"
"3705","H2BC1","his-8"
"3706","H3C1","his-9"
"3707","PPFIBP2","hlb-1"
"3708","MYF6","hlh-1"
"3709","TFAP4","hlh-11"
"3710","TWIST2","hlh-12"
"3711","ASCL2","hlh-14"
"3712","NEUROG1","hlh-17"
"3713","TCF4","hlh-2"
"3714","TFEC","hlh-30"
"3715","NEUROG1","hlh-31"
"3716","NEUROG1","hlh-32"
"3717","TWIST2","hlh-8"
"3718","HMBOX1","hmbx-1"
"3719","HMGB3","hmg-1.2"
"3720","UBTF","hmg-3"
"3721","UBTFL1","hmg-4"
"3722","HMGCR","hmgr-1"
"3723","HMGCS2","hmgs-1"
"3724","SLC2A13","hmit-1.2"
"3725","SLC2A13","hmit-1.3"
"3726","CTNNA1","hmp-1"
"3727","JUP","hmp-2"
"3728","FAT1","hmr-1"
"3729","ABCB6","hmt-1"
"3730","NTMT1","homt-1"
"3731","LIPE","hosl-1"
"3732","HPD","hpd-1"
"3733","ADHFE1","hphd-1"
"3734","CLK3","hpk-1"
"3735","CBX1","hpl-1"
"3736","LENG8","hpo-10"
"3737","NRBP1","hpo-11"
"3738","SLC25A19","hpo-12"
"3739","GBA2","hpo-13"
"3740","CYB5R2","hpo-19"
"3741","MOSPD2","hpo-28"
"3742","NAA15","hpo-29"
"3743","TRNT1","hpo-31"
"3744","HACD2","hpo-8"
"3745","BTBD9","hpo-9"
"3746","RAD17","hpr-17"
"3747","RAD9A","hpr-9"
"3748","AGO3","hrde-1"
"3749","AMFR","hrdl-1"
"3750","SLC48A1","hrg-1"
"3751","TANGO2","hrg-10"
"3752","FAXC","hrg-2"
"3753","SLC48A1","hrg-4"
"3754","SLC48A1","hrg-5"
"3755","SLC48A1","hrg-6"
"3756","TANGO2","hrg-9"
"3757","DAZAP1","hrpa-1"
"3758","HNRNPH3","hrpf-2"
"3759","HNRNPK","hrpk-1"
"3760","HNRNPL","hrpl-1"
"3761","HSBP1","hsb-1"
"3762","SDR42E2","hsd-2"
"3763","SDR42E1","hsd-3"
"3764","GLCE","hse-5"
"3765","HSF1","hsf-1"
"3766","HSPA2","hsp-1"
"3767","HSPA4L","hsp-110"
"3768","HSPB6","hsp-12.1"
"3769","HSPB6","hsp-12.2"
"3770","CRYAA","hsp-16.1"
"3771","CRYAA","hsp-16.11"
"3772","CRYAA","hsp-16.2"
"3773","HSPB1","hsp-16.41"
"3774","HSPB1","hsp-16.48"
"3775","HSPB1","hsp-16.49"
"3776","HSPB1","hsp-25"
"3777","HSPA5","hsp-3"
"3778","HSPA5","hsp-4"
"3779","HSPA9","hsp-6"
"3780","HSPD1","hsp-60"
"3781","HSPA8","hsp-70"
"3782","TRAP1","hsp-75"
"3783","HSP90AB1","hsp-90"
"3784","TP53BP1","hsr-9"
"3785","NDST3","hst-1"
"3786","HS2ST1","hst-2"
"3787","HS3ST5","hst-3.1"
"3788","HS6ST1","hst-6"
"3789","H2AC20","htas-1"
"3790","HORMAD1","htp-1"
"3791","HORMAD2","htp-2"
"3792","H2AC1","htz-1"
"3793","MYO1E","hum-1"
"3794","MYO1G","hum-5"
"3795","MYO7B","hum-6"
"3796","HUS1","hus-1"
"3797","SLC35B1","hut-1"
"3798","GCK","hxk-1"
"3799","GCK","hxk-2"
"3800","IARS1","iars-1"
"3801","IARS2","iars-2"
"3802","BTF3","icd-1"
"3803","NACA","icd-2"
"3804","CLNS1A","icln-1"
"3805","ICMT","icmt-1"
"3806","IDH1","idh-1"
"3807","IDH2","idh-2"
"3808","IDH3B","idhb-1"
"3809","IDI2","idi-1"
"3810","IRF2BP2","ifbp-1"
"3811","EIF4E","ife-1"
"3812","EIF4E2","ife-4"
"3813","EIF4E","ife-5"
"3814","EIF5A","iff-1"
"3815","EIF5A2","iff-2"
"3816","LMNTD1","ifp-1"
"3817","TTC21B","ift-139"
"3818","IFT20","ift-20"
"3819","IFT74","ift-74"
"3820","IFT81","ift-81"
"3821","WDR35","ifta-1"
"3822","KIRREL1","igcm-1"
"3823","FGFRL1","igcm-4"
"3824","VCAM1","igdb-1"
"3825","VCAM1","igdb-2"
"3826","MRPS18A","iglr-2"
"3827","TPBG","iglr-3"
"3828","SBK1","ikke-1"
"3829","IL17RB","ilcr-1"
"3830","LMAN1L","ile-1"
"3831","LMAN2L","ile-2"
"3832","ILKAP","ilkp-1"
"3833","KPNA2","ima-1"
"3834","KPNA3","ima-3"
"3835","KPNB1","imb-1"
"3836","TNPO1","imb-2"
"3837","IPO5","imb-3"
"3838","IMMP1L","immp-1"
"3839","IMMP2L","immp-2"
"3840","IMMT","immt-1"
"3841","IMMT","immt-2"
"3842","HM13","imp-2"
"3843","IGF2BP2","imph-1"
"3844","IMPACT","impt-1"
"3845","ITGA3","ina-1"
"3846","EIF4A1","inf-1"
"3847","ISYNA1","inos-1"
"3848","INPP5E","inpp-1"
"3849","INSC","insc-1"
"3850","KCTD5","inso-1"
"3851","INTS1","ints-1"
"3852","INTS11","ints-11"
"3853","INTS13","ints-13"
"3854","INTS2","ints-2"
"3855","INTS3","ints-3"
"3856","INTS4","ints-4"
"3857","INTS5","ints-5"
"3858","INTS6L","ints-6"
"3859","INTS7","ints-7"
"3860","INTS8","ints-8"
"3861","INTS9","ints-9"
"3862","DDHD1","ipla-1"
"3863","ESPNL","ipla-3"
"3864","PNPLA8","ipla-6"
"3865","NFKBIA","ipla-7"
"3866","IPMK","ipmk-1"
"3867","INPP5A","ipp-5"
"3868","IPPK","ippk-1"
"3869","ERN2","ire-1"
"3870","ADAT2","irg-1"
"3871","EPHX1","irg-6"
"3872","NAGPA","irg-7"
"3873","KCNJ2","irk-1"
"3874","KCNJ12","irk-2"
"3875","KCNJ2","irk-3"
"3876","ISCU","iscu-1"
"3877","UQCRFS1","isp-1"
"3878","IST1","istr-1"
"3879","SMARCA1","isw-1"
"3880","ISY1","isy-1"
"3881","ITSN1","itsn-1"
"3882","IVD","ivd-1"
"3883","KLHL18","ivns-1"
"3884","CTNND1","jac-1"
"3885","JKAMP","jamp-1"
"3886","PHF2","jhdm-1"
"3887","MAPK8IP1","jip-1"
"3888","RIOX1","jmjc-1"
"3889","KDM7A","jmjd-1.1"
"3890","KDM7A","jmjd-1.2"
"3891","KDM4C","jmjd-2"
"3892","UTY","jmjd-3.1"
"3893","KDM6A","jmjd-3.2"
"3894","UTY","jmjd-3.3"
"3895","JMJD4","jmjd-4"
"3896","KDM8","jmjd-5"
"3897","JOSD2","josd-1"
"3898","JPH1","jph-1"
"3899","JTB","jtr-1"
"3900","ANOS1","kal-1"
"3901","KIFAP3","kap-1"
"3902","KARS1","kars-1"
"3903","ACAT1","kat-1"
"3904","SLC12A4","kcc-2"
"3905","KCMF1","kcmf-1"
"3906","KCNN1","kcnl-1"
"3907","KCNN1","kcnl-2"
"3908","KCNN1","kcnl-3"
"3909","KCNN1","kcnl-4"
"3910","KLHL12","kel-1"
"3911","KLHL10","kel-10"
"3912","KLHL20","kel-20"
"3913","KLHL18","kel-3"
"3914","KLHL8","kel-8"
"3915","MAPK9","kgb-1"
"3916","MAPK9","kgb-2"
"3917","CSNK2B","kin-10"
"3918","CSNK1A1","kin-19"
"3919","PRKAR1B","kin-2"
"3920","CSNK1D","kin-20"
"3921","SIK2","kin-29"
"3922","CSNK2A2","kin-3"
"3923","CSNK1A1L","kin-35"
"3924","MAST3","kin-4"
"3925","KLC1","klc-1"
"3926","KLC1","klc-2"
"3927","NCAPH2","kle-2"
"3928","KLF14","klf-1"
"3929","GBA3","klo-1"
"3930","GBA3","klo-2"
"3931","KIF3B","klp-11"
"3932","KIF15","klp-18"
"3933","KIF3A","klp-20"
"3934","KIFC2","klp-3"
"3935","KIF2C","klp-7"
"3936","ZNF740","klu-2"
"3937","KMO","kmo-1"
"3938","KMO","kmo-2"
"3939","MIS18BP1","knl-2"
"3940","PCSK4","kpc-1"
"3941","KRIT1","kri-1"
"3942","KRR1","krr-1"
"3943","KXD1","kxd-1"
"3944","KYNU","kynu-1"
"3945","SLC66A1","laat-1"
"3946","LACTB","lact-9"
"3947","RBPJ","lag-1"
"3948","CERS1","lagr-1"
"3949","NPEPL1","lap-1"
"3950","LARP1B","larp-1"
"3951","LARP4B","larp-5"
"3952","LARS1","lars-1"
"3953","LARS2","lars-2"
"3954","FABP3","lbp-7"
"3955","FABP3","lbp-8"
"3956","FABP4","lbp-9"
"3957","LCMT1","lcmt-1"
"3958","LDB1","ldb-1"
"3959","SCCPDH","ldp-1"
"3960","TMEM205","lea-1"
"3961","LGALS7B","lec-1"
"3962","LGALS7B","lec-12"
"3963","LGALS7B","lec-3"
"3964","LGALS1","lec-6"
"3965","LGALS1","lec-7"
"3966","LGALS1","lec-8"
"3967","LECT2","lect-2"
"3968","LEMD2","lem-2"
"3969","ANKRD30BL","lem-3"
"3970","ANKLE2","lem-4"
"3971","LEO1","leo-1"
"3972","MED13L","let-19"
"3973","PLOD3","let-268"
"3974","DHX33","let-355"
"3975","LRRC69","let-413"
"3976","ROCK2","let-502"
"3977","NKAPL","let-504"
"3978","ARID1A","let-526"
"3979","HRAS","let-60"
"3980","POLR3C","let-611"
"3981","PTCD3","let-630"
"3982","UBE2D1","let-70"
"3983","CNOT1","let-711"
"3984","PDCD11","let-716"
"3985","ETFDH","let-721"
"3986","AK2","let-754"
"3987","SBNO2","let-765"
"3988","FN1","let-805"
"3989","CWC22","let-858"
"3990","PPP2CB","let-92"
"3991","DEPDC1B","let-99"
"3992","LETM1","letm-1"
"3993","TPM3","lev-11"
"3994","ATAD2","lex-1"
"3995","ITPKA","lfe-2"
"3996","CROCC2","lfi-1"
"3997","LARGE2","lge-1"
"3998","GABARAP","lgg-1"
"3999","MAP1LC3A","lgg-2"
"4000","ATG12","lgg-3"
"4001","LLGL2","lgl-1"
"4002","LGMN","lgmn-1"
"4003","LHFPL6","lhfp-4"
"4004","LIAS","lias-1"
"4005","LIG1","lig-1"
"4006","LIG4","lig-4"
"4007","ISL1","lim-7"
"4008","LMO7","lim-8"
"4009","FHL2","lim-9"
"4010","APBA3","lin-10"
"4011","NOTCH2NLA","lin-12"
"4012","FZD4","lin-17"
"4013","RYK","lin-18"
"4014","MPP1","lin-2"
"4015","FBXW11","lin-23"
"4016","FOXB2","lin-31"
"4017","ATOH7","lin-32"
"4018","RBL2","lin-35"
"4019","MTA3","lin-40"
"4020","PER1","lin-42"
"4021","WNT7B","lin-44"
"4022","OVOL3","lin-48"
"4023","BRD1","lin-49"
"4024","LIN52","lin-52"
"4025","RBBP7","lin-53"
"4026","TESMIN","lin-54"
"4027","SAMD13","lin-61"
"4028","LIN7C","lin-7"
"4029","LIN9","lin-9"
"4030","LIPF","lipl-1"
"4031","LIPF","lipl-2"
"4032","LIPA","lipl-3"
"4033","LIPA","lipl-5"
"4034","LIPA","lipl-6"
"4035","LIPT1","lipt-1"
"4036","PAFAH1B1","lis-1"
"4037","NLK","lit-1"
"4038","LYSMD3","lmd-1"
"4039","TLDC2","lmd-3"
"4040","CHIA","lmd-4"
"4041","CHIT1","lmd-5"
"4042","LAMP2","lmp-2"
"4043","LAMTOR2","lmtr-2"
"4044","LAMTOR3","lmtr-3"
"4045","ITFG1","lnkn-1"
"4046","LNPK","lnp-1"
"4047","LONP1","lonp-1"
"4048","LONP2","lonp-2"
"4049","NGDN","lpd-2"
"4050","BLTP1","lpd-3"
"4051","NDUFS4","lpd-5"
"4052","PPAN","lpd-6"
"4053","PES1","lpd-7"
"4054","LPIN2","lpin-1"
"4055","LIPT2","lpl-1"
"4056","LRRC53","lron-15"
"4057","LRG1","lron-2"
"4058","OPTC","lron-7"
"4059","LRRC52","lron-9"
"4060","SMOX","lsd-1"
"4061","LSM1","lsm-1"
"4062","LSM3","lsm-3"
"4063","LSM4","lsm-4"
"4064","LSM5","lsm-5"
"4065","LSM6","lsm-6"
"4066","LSM7","lsm-7"
"4067","LSM8","lsm-8"
"4068","ZFYVE28","lst-2"
"4069","SNX32","lst-4"
"4070","KAT7","lsy-12"
"4071","ING4","lsy-13"
"4072","LTA4H","ltah-1.1"
"4073","KY","ltd-1"
"4074","LUC7L2","luc-7L"
"4075","LUC7L3","luc-7L3"
"4076","NAB1","mab-10"
"4077","MAB21L1","mab-21"
"4078","TBX20","mab-9"
"4079","NVL","mac-1"
"4080","MACO1","maco-1"
"4081","CLK2","madd-3"
"4082","MAEA","maea-1"
"4083","MAFK","maf-1"
"4084","MAF1","mafr-1"
"4085","MAGOH","mag-1"
"4086","MAGIX","magi-1"
"4087","MPP7","magu-1"
"4088","PALS1","magu-2"
"4089","MPP2","magu-3"
"4090","DLG5","magu-4"
"4091","ATP5IF1","mai-2"
"4092","MKNK1","mak-2"
