"","human_gene","chicken_gene"
"860","ARHGDIG","ARHGDIG"
"861","ARHGEF1","ARHGEF1"
"862","ARHGEF10","ARHGEF10"
"863","ARHGEF10L","ARHGEF10L"
"864","ARHGEF11","ARHGEF11"
"865","ARHGEF12","ARHGEF12"
"866","ARHGEF15","ARHGEF15"
"867","ARHGEF16","ARHGEF16"
"868","ARHGEF17","ARHGEF17"
"869","ARHGEF18","ARHGEF18"
"870","ARHGEF19","ARHGEF19"
"871","ARHGEF2","ARHGEF2"
"872","ARHGEF25","ARHGEF25"
"873","ARHGEF28","ARHGEF28"
"874","ARHGEF3","ARHGEF3"
"875","ARHGEF33","ARHGEF33"
"876","ARHGEF37","ARHGEF37"
"877","ARHGEF38","ARHGEF38"
"878","ARHGEF39","ARHGEF39"
"879","ARHGEF4","ARHGEF4"
"880","ARHGEF40","ARHGEF40"
"881","ARHGEF5","ARHGEF5"
"882","ARHGEF6","ARHGEF6"
"883","ARHGEF7","ARHGEF7"
"884","ARHGEF9","ARHGEF9"
"885","ARID1A","ARID1A"
"886","ARID1B","ARID1B"
"887","ARID2","ARID2"
"888","ARID3A","ARID3A"
"889","ARID3B","ARID3B"
"890","ARID3C","ARID3C"
"891","ARID4A","ARID4A"
"892","ARID4B","ARID4B"
"893","ARID5A","ARID5A"
"894","ARID5B","ARID5B"
"895","ARIH1","ARIH1"
"896","ARIH2","ARIH2"
"897","ARK2C","ARK2C"
"898","ARK2N","ARK2N"
"899","ARL1","ARL1"
"900","ARL10","ARL10"
"901","ARL11","ARL11"
"902","ARL13A","ARL13A"
"903","ARL13B","ARL13B"
"904","ARL14","ARL14"
"905","ARL14EP","ARL14EP"
"906","ARL14EPL","ARL14EPL"
"907","ARL15","ARL15"
"908","ARL16","ARL16"
"909","ARL2","ARL2"
"910","ARL2BP","ARL2BP"
"911","ARL3","ARL3"
"912","ARL4A","ARL4A"
"913","ARL4C","ARL4C"
"914","ARL4D","ARL4D"
"915","ARL5A","ARL5A"
"916","ARL5B","ARL5B"
"917","ARL6","ARL6"
"918","ARL6IP1","ARL6IP1"
"919","ARL6IP4","ARL6IP4"
"920","ARL6IP5","ARL6IP5"
"921","ARL6IP6","ARL6IP6"
"922","ARL8A","ARL8A"
"923","ARL8B","ARL8B"
"924","ARL9","ARL9"
"925","ARMC1","ARMC1"
"926","ARMC10","ARMC10"
"927","ARMC12","ARMC12"
"928","ARMC2","ARMC2"
"929","ARMC3","ARMC3"
"930","ARMC5","ARMC5"
"931","ARMC6","ARMC6"
"932","ARMC7","ARMC7"
"933","ARMC8","ARMC8"
"934","ARMC9","ARMC9"
"935","ARMCX1","ARMCX1"
"936","ARMCX2","ARMCX2"
"937","ARMCX3","ARMCX3"
"938","ARMCX4","ARMCX4"
"939","ARMCX6","ARMCX6"
"940","ARMH1","ARMH1"
"941","ARMH2","ARMH2"
"942","ARMH3","ARMH3"
"943","ARMH4","ARMH4"
"944","ARMT1","ARMT1"
"945","ARNT","ARNT"
"946","ARNT2","ARNT2"
"947","BMAL1","ARNTL"
"948","BMAL2","ARNTL2"
"949","ARPC1A","ARPC1A"
"950","ARPC1B","ARPC1B"
"951","ARPC3","ARPC3"
"952","ARPC4","ARPC4"
"953","ARPC5","ARPC5"
"954","ARPC5L","ARPC5L"
"955","ARPIN","ARPIN"
"956","ARPP21","ARPP21"
"957","ARR3","ARR3"
"958","ARRB1","ARRB1"
"959","ARRB2","ARRB2"
"960","ARRDC1","ARRDC1"
"961","ARRDC2","ARRDC2"
"962","ARRDC3","ARRDC3"
"963","ARRDC4","ARRDC4"
"964","ARRDC5","ARRDC5"
"965","ARSA","ARSA"
"966","ARSB","ARSB"
"967","ARSD","ARSD"
"968","ARSG","ARSG"
"969","ARSH","ARSH"
"970","ARSI","ARSI"
"971","ARSK","ARSK"
"972","ARSL","ARSL"
"973","ART1","ART1"
"974","ART3","ART3"
"975","ART4","ART4"
"976","ARTN","ARTN"
"977","ARV1","ARV1"
"978","ARVCF","ARVCF"
"979","ARX","ARX"
"980","AS3MT","AS3MT"
"981","ASAH1","ASAH1"
"982","ASAP1","ASAP1"
"983","ASAP2","ASAP2"
"984","ASAP3","ASAP3"
"985","ASB1","ASB1"
"986","ASB10","ASB10"
"987","ASB11","ASB11"
"988","ASB12","ASB12"
"989","ASB13","ASB13"
"990","ASB14","ASB14"
"991","ASB15","ASB15"
"992","ASB16","ASB16"
"993","ASB17","ASB17"
"994","ASB18","ASB18"
"995","ASB2","ASB2"
"996","ASB3","ASB3"
"997","ASB4","ASB4"
"998","ASB5","ASB5"
"999","ASB6","ASB6"
"1000","ASB7","ASB7"
"1001","ASB8","ASB8"
"1002","ASB9","ASB9"
"1003","ASCC1","ASCC1"
"1004","ASCC2","ASCC2"
"1005","ASCC3","ASCC3"
"1006","ASCL1","ASCL1"
"1007","ASCL2","ASCL2"
"1008","ASCL3","ASCL3"
"1009","ASCL4","ASCL4"
"1010","ASCL5","ASCL5"
"1011","ASF1A","ASF1A"
"1012","ASF1B","ASF1B"
"1013","ASGR1","ASGR1"
"1014","ASGR2","ASGR2"
"1015","ASH1L","ASH1L"
"1016","ASH2L","ASH2L"
"1017","ASIC1","ASIC1"
"1018","ASIC2","ASIC2"
"1019","ASIC3","ASIC3"
"1020","ASIC4","ASIC4"
"1021","ASIC5","ASIC5"
"1022","ASIP","ASIP"
"1023","ASL","ASL"
"1024","ASMT","ASMT"
"1025","ASMTL","ASMTL"
"1026","ASNS","ASNS"
"1027","ASNSD1","ASNSD1"
"1028","ASPA","ASPA"
"1029","ASPG","ASPG"
"1030","ASPH","ASPH"
"1031","ASPHD1","ASPHD1"
"1032","ASPHD2","ASPHD2"
"1033","ASPM","ASPM"
"1034","ASPN","ASPN"
"1035","ASPRV1","ASPRV1"
"1036","ASPSCR1","ASPSCR1"
"1037","ASRGL1","ASRGL1"
"1038","ASS1","ASS1"
"1039","ASTE1","ASTE1"
"1040","ASTL","ASTL"
"1041","ASTN1","ASTN1"
"1042","ASTN2","ASTN2"
"1043","ASXL1","ASXL1"
"1044","ASXL2","ASXL2"
"1045","ASXL3","ASXL3"
"1046","ASZ1","ASZ1"
"1047","ATAD1","ATAD1"
"1048","ATAD2","ATAD2"
"1049","ATAD2B","ATAD2B"
"1050","ATAD3A","ATAD3A"
"1051","ATAD5","ATAD5"
"1052","ATAT1","ATAT1"
"1053","ATCAY","ATCAY"
"1054","ATE1","ATE1"
"1055","ATF1","ATF1"
"1056","ATF2","ATF2"
"1057","ATF3","ATF3"
"1058","ATF4","ATF4"
"1059","ATF5","ATF5"
"1060","ATF6","ATF6"
"1061","ATF6B","ATF6B"
"1062","ATF7","ATF7"
"1063","ATF7IP","ATF7IP"
"1064","ATF7IP2","ATF7IP2"
"1065","ATG10","ATG10"
"1066","ATG101","ATG101"
"1067","ATG12","ATG12"
"1068","ATG13","ATG13"
"1069","ATG14","ATG14"
"1070","ATG16L1","ATG16L1"
"1071","ATG16L2","ATG16L2"
"1072","ATG2A","ATG2A"
"1073","ATG2B","ATG2B"
"1074","ATG3","ATG3"
"1075","ATG4A","ATG4A"
"1076","ATG4B","ATG4B"
"1077","ATG4C","ATG4C"
"1078","ATG4D","ATG4D"
"1079","ATG5","ATG5"
"1080","ATG7","ATG7"
"1081","ATG9A","ATG9A"
"1082","ATG9B","ATG9B"
"1083","ATIC","ATIC"
"1084","ATL1","ATL1"
"1085","ATL2","ATL2"
"1086","ATL3","ATL3"
"1087","ATM","ATM"
"1088","ATMIN","ATMIN"
"1089","ATN1","ATN1"
"1090","ATOH1","ATOH1"
"1091","ATOH7","ATOH7"
"1092","ATOH8","ATOH8"
"1093","ATOSA","ATOSA"
"1094","ATOSB","ATOSB"
"1095","ATP10A","ATP10A"
"1096","ATP10B","ATP10B"
"1097","ATP10D","ATP10D"
"1098","ATP11A","ATP11A"
"1099","ATP11B","ATP11B"
"1100","ATP11C","ATP11C"
"1101","ATP12A","ATP12A"
"1102","ATP13A1","ATP13A1"
"1103","ATP13A2","ATP13A2"
"1104","ATP13A3","ATP13A3"
"1105","ATP13A4","ATP13A4"
"1106","ATP13A5","ATP13A5"
"1107","ATP1A1","ATP1A1"
"1108","ATP1A2","ATP1A2"
"1109","ATP1A3","ATP1A3"
"1110","ATP1A4","ATP1A4"
"1111","ATP1B1","ATP1B1"
"1112","ATP1B2","ATP1B2"
"1113","ATP1B3","ATP1B3"
"1114","ATP1B4","ATP1B4"
"1115","ATP23","ATP23"
"1116","ATP2A1","ATP2A1"
"1117","ATP2A2","ATP2A2"
"1118","ATP2A3","ATP2A3"
"1119","ATP2B1","ATP2B1"
"1120","ATP2B2","ATP2B2"
"1121","ATP2B3","ATP2B3"
"1122","ATP2B4","ATP2B4"
"1123","ATP2C1","ATP2C1"
"1124","ATP2C2","ATP2C2"
"1125","ATP4A","ATP4A"
"1126","ATP4B","ATP4B"
"1127","ATP5F1A","ATP5F1A"
"1128","ATP5F1B","ATP5F1B"
"1129","ATP5F1C","ATP5F1C"
"1130","ATP5F1D","ATP5F1D"
"1131","ATP5F1E","ATP5F1E"
"1132","ATP5IF1","ATP5IF1"
"1133","ATP5MC3","ATP5MC3"
"1134","ATP5ME","ATP5ME"
"1135","ATP5MF","ATP5MF"
"1136","ATP5MJ","ATP5MJ"
"1137","ATP5MK","ATP5MK"
"1138","ATP5PB","ATP5PB"
"1139","ATP5PD","ATP5PD"
"1140","ATP5PF","ATP5PF"
"1141","ATP5PO","ATP5PO"
"1142","MT-ATP6","ATP6"
"1143","ATP6AP1","ATP6AP1"
"1144","ATP6AP2","ATP6AP2"
"1145","ATP6V0A1","ATP6V0A1"
"1146","ATP6V0A4","ATP6V0A4"
"1147","ATP6V0B","ATP6V0B"
"1148","ATP6V0C","ATP6V0C"
"1149","ATP6V0D1","ATP6V0D1"
"1150","ATP6V0D2","ATP6V0D2"
"1151","ATP6V0E1","ATP6V0E1"
"1152","ATP6V0E2","ATP6V0E2"
"1153","ATP6V1A","ATP6V1A"
"1154","ATP6V1B1","ATP6V1B1"
"1155","ATP6V1B2","ATP6V1B2"
"1156","ATP6V1C1","ATP6V1C1"
"1157","ATP6V1E1","ATP6V1E1"
"1158","ATP6V1E2","ATP6V1E2"
"1159","ATP6V1F","ATP6V1F"
"1160","ATP6V1G1","ATP6V1G1"
"1161","ATP6V1G2","ATP6V1G2"
"1162","ATP6V1G3","ATP6V1G3"
"1163","ATP6V1H","ATP6V1H"
"1164","ATP7A","ATP7A"
"1165","ATP7B","ATP7B"
"1166","MT-ATP8","ATP8"
"1167","ATP8A1","ATP8A1"
"1168","ATP8A2","ATP8A2"
"1169","ATP8B1","ATP8B1"
"1170","ATP8B2","ATP8B2"
"1171","ATP8B3","ATP8B3"
"1172","ATP8B4","ATP8B4"
"1173","ATP9A","ATP9A"
"1174","ATP9B","ATP9B"
"1175","ATPAF1","ATPAF1"
"1176","ATPAF2","ATPAF2"
"1177","ATPSCKMT","ATPSCKMT"
"1178","ATR","ATR"
"1179","ATRAID","ATRAID"
"1180","ATRIP","ATRIP"
"1181","ATRN","ATRN"
"1182","ATRNL1","ATRNL1"
"1183","ATRX","ATRX"
"1184","ATXN1","ATXN1"
"1185","ATXN10","ATXN10"
"1186","ATXN1L","ATXN1L"
"1187","ATXN2","ATXN2"
"1188","ATXN2L","ATXN2L"
"1189","ATXN3","ATXN3"
"1190","ATXN7","ATXN7"
"1191","ATXN7L1","ATXN7L1"
"1192","ATXN7L2","ATXN7L2"
"1193","ATXN7L3","ATXN7L3"
"1194","ATXN7L3B","ATXN7L3B"
"1195","AUH","AUH"
"1196","AUP1","AUP1"
"1197","AURKA","AURKA"
"1198","AURKAIP1","AURKAIP1"
"1199","AURKB","AURKB"
"1200","AUTS2","AUTS2"
"1201","AVEN","AVEN"
"1202","AVIL","AVIL"
"1203","AVL9","AVL9"
"1204","AVP","AVP"
"1205","AVPI1","AVPI1"
"1206","AVPR1A","AVPR1A"
"1207","AVPR1B","AVPR1B"
"1208","AVPR2","AVPR2"
"1209","AWAT1","AWAT1"
"1210","AWAT2","AWAT2"
"1211","AXDND1","AXDND1"
"1212","AXIN1","AXIN1"
"1213","AXIN2","AXIN2"
"1214","AXL","AXL"
"1215","AZGP1","AZGP1"
"1216","AZI2","AZI2"
"1217","AZIN1","AZIN1"
"1218","AZIN2","AZIN2"
"1219","AZU1","AZU1"
"1220","B2M","B2M"
"1221","B3GALNT2","B3GALNT2"
"1222","B3GALT1","B3GALT1"
"1223","B3GALT2","B3GALT2"
"1224","B3GALT4","B3GALT4"
"1225","B3GALT5","B3GALT5"
"1226","B3GALT6","B3GALT6"
"1227","B3GALT9","B3GALT9"
"1228","B3GAT1","B3GAT1"
"1229","B3GAT2","B3GAT2"
"1230","B3GAT3","B3GAT3"
"1231","B3GLCT","B3GLCT"
"1232","B3GNT2","B3GNT2"
"1233","B3GNT3","B3GNT3"
"1234","B3GNT4","B3GNT4"
"1235","B3GNT5","B3GNT5"
"1236","B3GNT6","B3GNT6"
"1237","B3GNT7","B3GNT7"
"1238","B3GNT8","B3GNT8"
"1239","B3GNT9","B3GNT9"
"1240","B3GNTL1","B3GNTL1"
"1241","B4GALNT1","B4GALNT1"
"1242","B4GALNT2","B4GALNT2"
"1243","B4GALNT3","B4GALNT3"
"1244","B4GALNT4","B4GALNT4"
"1245","B4GALT1","B4GALT1"
"1246","B4GALT2","B4GALT2"
"1247","B4GALT3","B4GALT3"
"1248","B4GALT4","B4GALT4"
"1249","B4GALT5","B4GALT5"
"1250","B4GALT6","B4GALT6"
"1251","B4GALT7","B4GALT7"
"1252","B4GAT1","B4GAT1"
"1253","B9D1","B9D1"
"1254","B9D2","B9D2"
"1255","BAALC","BAALC"
"1256","BABAM1","BABAM1"
"1257","BABAM2","BABAM2"
"1258","BACE1","BACE1"
"1259","BACE2","BACE2"
"1260","BACH1","BACH1"
"1261","BACH2","BACH2"
"1262","BAD","BAD"
"1263","BAG1","BAG1"
"1264","BAG3","BAG3"
"1265","BAG4","BAG4"
"1266","BAG5","BAG5"
"1267","BAG6","BAG6"
"1268","BAHCC1","BAHCC1"
"1269","BAHD1","BAHD1"
"1270","BAIAP2","BAIAP2"
"1271","BAIAP2L1","BAIAP2L1"
"1272","BAIAP2L2","BAIAP2L2"
"1273","BAIAP3","BAIAP3"
"1274","BAK1","BAK1"
"1275","BAMBI","BAMBI"
"1276","BANF1","BANF1"
"1277","BANF2","BANF2"
"1278","BANK1","BANK1"
"1279","BANP","BANP"
"1280","BAP1","BAP1"
"1281","BARD1","BARD1"
"1282","BARHL1","BARHL1"
"1283","BARHL2","BARHL2"
"1284","BARX1","BARX1"
"1285","BARX2","BARX2"
"1286","BASP1","BASP1"
"1287","BATF","BATF"
"1288","BATF2","BATF2"
"1289","BATF3","BATF3"
"1290","BAX","BAX"
"1291","BAZ1A","BAZ1A"
"1292","BAZ1B","BAZ1B"
"1293","BAZ2A","BAZ2A"
"1294","BAZ2B","BAZ2B"
"1295","BBC3","BBC3"
"1296","BBIP1","BBIP1"
"1297","BBOF1","BBOF1"
"1298","BBOX1","BBOX1"
"1299","BBS1","BBS1"
"1300","BBS12","BBS12"
"1301","BBS2","BBS2"
"1302","BBS4","BBS4"
"1303","KLHL41","BBS5"
"1304","BBS7","BBS7"
"1305","BBS9","BBS9"
"1306","BBX","BBX"
"1307","BCAM","BCAM"
"1308","BCAN","BCAN"
"1309","BCAP31","BCAP31"
"1310","BCAR1","BCAR1"
"1311","BCAR3","BCAR3"
"1312","BCAS1","BCAS1"
"1313","BCAS2","BCAS2"
"1314","BCAS3","BCAS3"
"1315","BCAS4","BCAS4"
"1316","BCAT1","BCAT1"
"1317","BCAT2","BCAT2"
"1318","BCCIP","BCCIP"
"1319","BCDIN3D","BCDIN3D"
"1320","BCHE","BCHE"
"1321","BCKDHA","BCKDHA"
"1322","BCKDHB","BCKDHB"
"1323","BCKDK","BCKDK"
"1324","BCL10","BCL10"
"1325","BCL11A","BCL11A"
"1326","BCL11B","BCL11B"
"1327","BCL2","BCL2"
"1328","BCL2A1","BCL2A1"
"1329","BCL2L1","BCL2L1"
"1330","BCL2L12","BCL2L12"
"1331","BCL2L13","BCL2L13"
"1332","BCL2L14","BCL2L14"
"1333","BCL2L15","BCL2L15"
"1334","BCL2L2","BCL2L2"
"1335","BCL3","BCL3"
"1336","BCL6","BCL6"
"1337","BCL6B","BCL6B"
"1338","BCL7A","BCL7A"
"1339","BCL7B","BCL7B"
"1340","BCL7C","BCL7C"
"1341","BCL9","BCL9"
"1342","BCL9L","BCL9L"
"1343","BCLAF1","BCLAF1"
"1344","BCLAF3","BCLAF3"
"1345","CFDP1","BCNT2"
"1346","BCO1","BCO1"
"1347","BCO2","BCO2"
"1348","BCOR","BCOR"
"1349","BCORL1","BCORL1"
"1350","BCR","BCR"
"1351","BCS1L","BCS1L"
"1352","BDH1","BDH1"
"1353","BDH2","BDH2"
"1354","BDKRB1","BDKRB2"
"1355","BDNF","BDNF"
"1356","BDP1","BDP1"
"1357","BEAN1","BEAN1"
"1358","BECN1","BECN1"
"1359","BECN2","BECN2"
"1360","BEGAIN","BEGAIN"
"1361","BEND3","BEND3"
"1362","BEND4","BEND4"
"1363","BEND5","BEND5"
"1364","BEND6","BEND6"
"1365","BEND7","BEND7"
"1366","BEST1","BEST1"
"1367","BEST2","BEST2"
"1368","BEST3","BEST3"
"1369","BEST4","BEST4"
"1370","BET1","BET1"
"1371","BET1L","BET1L"
"1372","BEX1","BEX2"
"1373","BEX3","BEX3"
"1374","BEX4","BEX4"
"1375","BEX5","BEX5"
"1376","BFAR","BFAR"
"1377","BFSP1","BFSP1"
"1378","BFSP2","BFSP2"
"1379","BGLAP","BGLAP"
"1380","BGN","BGN"
"1381","BHLHA15","BHLHA15"
"1382","BHLHA9","BHLHA9"
"1383","BHLHE22","BHLHE22"
"1384","BHLHE23","BHLHE23"
"1385","BHLHE40","BHLHE40"
"1386","BHLHE41","BHLHE41"
"1387","BHMT","BHMT"
"1388","BHMT2","BHMT2"
"1389","BICC1","BICC1"
"1390","BICD1","BICD1"
"1391","BICD2","BICD2"
"1392","BICDL1","BICDL1"
"1393","BICDL2","BICDL2"
"1394","BICRA","BICRA"
"1395","BICRAL","BICRAL"
"1396","BID","BID"
"1397","BIN1","BIN1"
"1398","BIN2","BIN2"
"1399","BIN3","BIN3"
"1400","BIRC2","BIRC2"
"1401","BIRC3","BIRC3"
"1402","BIRC5","BIRC5"
"1403","BIRC6","BIRC6"
"1404","BIRC7","BIRC7"
"1405","BIVM","BIVM"
"1406","HLA-DQB1","BLA-DQB"
"1407","BLACAT1","BLACAT1"
"1408","BLCAP","BLCAP"
"1409","BLK","BLK"
"1410","BLM","BLM"
"1411","BLMH","BLMH"
"1412","BLNK","BLNK"
"1413","BLOC1S1","BLOC1S1"
"1414","BLOC1S2","BLOC1S2"
"1415","BLOC1S3","BLOC1S3"
"1416","BLOC1S4","BLOC1S4"
"1417","BLOC1S5","BLOC1S5"
"1418","BLOC1S6","BLOC1S6"
"1419","BLTP1","BLTP1"
"1420","BLTP3A","BLTP3A"
"1421","BLTP3B","BLTP3B"
"1422","BLVRA","BLVRA"
"1423","BLVRB","BLVRB"
"1424","BLZF1","BLZF1"
"1425","BMERB1","BMERB1"
"1426","BMF","BMF"
"1427","BMI1","BMI1"
"1428","BMP1","BMP1"
"1429","BMP10","BMP10"
"1430","BMP15","BMP15"
"1431","BMP2","BMP2"
"1432","BMP2K","BMP2K"
"1433","BMP3","BMP3"
"1434","BMP4","BMP4"
"1435","BMP5","BMP5"
"1436","BMP6","BMP6"
"1437","BMP7","BMP7"
"1438","BMP8A","BMP8A"
"1439","BMPER","BMPER"
"1440","BMPR1A","BMPR1A"
"1441","BMPR1B","BMPR1B"
"1442","BMPR2","BMPR2"
"1443","BMS1","BMS1"
"1444","BMT2","BMT2"
"1445","BMX","BMX"
"1446","BNC1","BNC1"
"1447","BNC2","BNC2"
"1448","BNIP1","BNIP1"
"1449","BNIP2","BNIP2"
"1450","BNIP3L","BNIP3L"
"1451","BNIP5","BNIP5"
"1452","BNIPL","BNIPL"
"1453","BOC","BOC"
"1454","BOD1","BOD1"
"1455","BOD1L1","BOD1L1"
"1456","BOK","BOK"
"1457","HLA-DMA","BOLA-DMA"
"1458","HLA-DMB","BOLA-DMB"
"1459","HLA-DOA","BOLA-DOA"
"1460","HLA-DOB","BOLA-DOB"
"1461","HLA-DQB1","BOLA-DQB"
"1462","HLA-DRA","BOLA-DRA"
"1463","BOLA1","BOLA1"
"1464","BOLA3","BOLA3"
"1465","BOLL","BOLL"
"1466","BOP1","BOP1"
"1467","BORA","BORA"
"1468","BORCS5","BORCS5"
"1469","BORCS7","BORCS7"
"1470","BORCS8","BORCS8"
"1471","TAS2R10","BOTA-T2R10B"
"1472","BPGM","BPGM"
"1473","BPHL","BPHL"
"1474","BPI","BPI"
"1475","BPIFA1","BPIFA1"
"1476","BPIFA2","BPIFA2A"
"1477","BPIFA2","BPIFA2B"
"1478","BPIFA2","BPIFA2C"
"1479","BPIFA3","BPIFA3"
"1480","BPIFB1","BPIFB1"
"1481","BPIFB2","BPIFB2"
"1482","BPIFB3","BPIFB3"
"1483","BPIFB4","BPIFB4"
"1484","BPIFB6","BPIFB6"
"1485","BPIFC","BPIFC"
"1486","BPNT1","BPNT1"
"1487","BPNT2","BPNT2"
"1488","BPTF","BPTF"
"1489","BRAF","BRAF"
"1490","BRAP","BRAP"
"1491","BRAT1","BRAT1"
"1492","RNASE1","BRB"
"1493","BRCA1","BRCA1"
"1494","BRCA2","BRCA2"
"1495","BRCC3","BRCC3"
"1496","BRD1","BRD1"
"1497","BRD2","BRD2"
"1498","BRD3","BRD3"
"1499","BRD7","BRD7"
"1500","BRD8","BRD8"
"1501","BRD9","BRD9"
"1502","BRDT","BRDT"
"1503","CES1","BREH1"
"1504","BRF1","BRF1"
"1505","BRF2","BRF2"
"1506","BRI3","BRI3"
"1507","BRI3BP","BRI3BP"
"1508","BRICD5","BRICD5"
"1509","BRINP1","BRINP1"
"1510","BRINP2","BRINP2"
"1511","BRINP3","BRINP3"
"1512","BRIP1","BRIP1"
"1513","BRIX1","BRIX1"
"1514","BRME1","BRME1"
"1515","RIN1","BRMS1"
"1516","BRMS1L","BRMS1L"
"1517","BROX","BROX"
"1518","BRPF1","BRPF1"
"1519","BRPF3","BRPF3"
"1520","BRS3","BRS3"
"1521","BRSK1","BRSK1"
"1522","BRSK2","BRSK2"
"1523","BRWD1","BRWD1"
"1524","BRWD3","BRWD3"
"1525","BSCL2","BSCL2"
"1526","BSDC1","BSDC1"
"1527","BSG","BSG"
"1528","BSN","BSN"
"1529","BSPRY","BSPRY"
"1530","BST1","BST1"
"1531","BSX","BSX"
"1532","BTAF1","BTAF1"
"1533","BTBD1","BTBD1"
"1534","BTBD10","BTBD10"
"1535","ABTB3","BTBD11"
"1536","BTBD16","BTBD16"
"1537","BTBD17","BTBD17"
"1538","BTBD18","BTBD18"
"1539","BTBD19","BTBD19"
"1540","BTBD2","BTBD2"
"1541","BTBD3","BTBD3"
"1542","BTBD6","BTBD6"
"1543","BTBD7","BTBD7"
"1544","BTBD8","BTBD8"
"1545","BTBD9","BTBD9"
"1546","BTC","BTC"
"1547","BTD","BTD"
"1548","BTF3","BTF3"
"1549","BTF3L4","BTF3L4"
"1550","BTG1","BTG1"
"1551","BTG2","BTG2"
"1552","BTG3","BTG3"
"1553","BTG4","BTG4"
"1554","BTK","BTK"
"1555","BTLA","BTLA"
"1556","BTN1A1","BTN1A1"
"1557","BTN2A2","BTN2A2"
"1558","BTNL2","BTNL2"
"1559","BTNL9","BTNL9"
"1560","BTRC","BTRC"
"1561","BUB1","BUB1"
"1562","BUB1B","BUB1B"
"1563","BUB3","BUB3"
"1564","BUD13","BUD13"
"1565","BUD23","BUD23"
"1566","BUD31","BUD31"
"1567","BVES","BVES"
"1568","BYSL","BYSL"
"1569","BZW1","BZW1"
"1570","BZW2","BZW2"
"1571","C14orf93","C10H14orf93"
"1572","C15orf48","C10H15orf48"
"1573","C15orf61","C10H15orf61"
"1574","C15orf62","C10H15orf62"
"1575","C2orf15","C11H2orf15"
"1576","C2orf42","C11H2orf42"
"1577","C2orf49","C11H2orf49"
"1578","C2orf50","C11H2orf50"
"1579","C2orf68","C11H2orf68"
"1580","C2orf73","C11H2orf73"
"1581","C2orf74","C11H2orf74"
"1582","C2orf78","C11H2orf78"
"1583","C2orf81","C11H2orf81"
"1584","C9orf50","C11H9orf50"
"1585","C9orf78","C11H9orf78"
"1586","C13orf46","C12H13orf46"
"1587","C12orf40","C12orf40"
"1588","C12orf76","C12orf76"
"1589","C20orf141","C13H20orf141"
"1590","C20orf144","C13H20orf144"
"1591","C20orf173","C13H20orf173"
"1592","C20orf202","C13H20orf202"
"1593","C20orf96","C13H20orf96"
"1594","C13orf42","C13orf42"
"1595","C8orf33","C14H8orf33"
"1596","C8orf34","C14H8orf34"
"1597","C8orf76","C14H8orf76"
"1598","C8orf82","C14H8orf82"
"1599","C8orf88","C14H8orf88"
"1600","C8orf89","C14H8orf89"
"1601","C14orf39","C14orf39"
"1602","C11orf16","C15H11orf16"
"1603","PLET1","C15H11orf34"
"1604","C11orf42","C15H11orf42"
"1605","C11orf52","C15H11orf52"
"1606","C11orf58","C15H11orf58"
"1607","C11orf65","C15H11orf65"
"1608","C11orf71","C15H11orf71"
"1609","C11orf87","C15H11orf87"
"1610","C11orf91","C15H11orf91"
"1611","C11orf97","C15H11orf97"
"1612","C1orf105","C16H1orf105"
"1613","C1orf116","C16H1orf116"
"1614","C1orf159","C16H1orf159"
"1615","C1orf174","C16H1orf174"
"1616","C1orf53","C16H1orf53"
"1617","C1orf74","C16H1orf74"
"1618","C16orf92","C16orf92"
"1619","C16orf96","C16orf96"
"1620","C12orf43","C17H12orf43"
"1621","C22orf15","C17H22orf15"
"1622","C22orf31","C17H22orf31"
"1623","C22orf39","C17H22orf39"
"1624","C4orf33","C17H4orf33"
"1625","C4orf46","C17H4orf46"
"1626","C5orf52","C17H5orf52"
"1627","C17orf114","C17orf114"
"1628","C16orf46","C18H16orf46"
"1629","C16orf78","C18H16orf78"
"1630","C16orf86","C18H16orf86"
"1631","C16orf87","C18H16orf87"
"1632","C19orf12","C18H19orf12"
"1633","C19orf47","C18H19orf47"
"1634","C17orf100","C19H17orf100"
"1635","C17orf107","C19H17orf107"
"1636","C17orf49","C19H17orf49"
"1637","C17orf50","C19H17orf50"
"1638","C17orf58","C19H17orf58"
"1639","C17orf67","C19H17orf67"
"1640","C17orf75","C19H17orf75"
"1641","C17orf78","C19H17orf78"
"1642","C17orf80","C19H17orf80"
"1643","C19orf67","C19orf67"
"1644","C19orf84","C19orf84"
"1645","C19orf85","C19orf85"
"1646","C1D","C1D"
"1647","C1GALT1","C1GALT1"
"1648","C1GALT1C1","C1GALT1C1"
"1649","C21orf62","C1H21orf62"
"1650","C21orf91","C1H21orf91"
"1651","C3orf33","C1H3orf33"
"1652","C3orf38","C1H3orf38"
"1653","C3orf52","C1H3orf52"
"1654","C3orf70","C1H3orf70"
"1655","C3orf80","C1H3orf80"
"1656","C1QA","C1QA"
"1657","C1QB","C1QB"
"1658","C1QBP","C1QBP"
"1659","C1QL1","C1QL1"
"1660","C1QL2","C1QL2"
"1661","C1QL3","C1QL3"
"1662","C1QL4","C1QL4"
"1663","C1QTNF1","C1QTNF1"
"1664","C1QTNF12","C1QTNF12"
"1665","C1QTNF2","C1QTNF2"
"1666","C1QTNF3","C1QTNF3"
"1667","C1QTNF4","C1QTNF4"
"1668","C1QTNF5","C1QTNF5"
"1669","C1QTNF6","C1QTNF6"
"1670","C1QTNF7","C1QTNF7"
"1671","C1QTNF8","C1QTNF8"
