"","human_gene","Sheep_gene"
"851","ARID5B","ARID5B"
"852","ARIH1","ARIH1"
"853","ARIH2","ARIH2"
"854","ARK2C","ARK2C"
"855","ARL1","ARL1"
"856","ARL10","ARL10"
"857","ARL11","ARL11"
"858","ARL13B","ARL13B"
"859","ARL14EP","ARL14EP"
"860","ARL14EPL","ARL14EPL"
"861","ARL15","ARL15"
"862","ARL16","ARL16"
"863","ARL2BP","ARL2BP"
"864","ARL3","ARL3"
"865","ARL4A","ARL4A"
"866","ARL4C","ARL4C"
"867","ARL4D","ARL4D"
"868","ARL5A","ARL5A"
"869","ARL5B","ARL5B"
"870","ARL5C","ARL5C"
"871","ARL6","ARL6"
"872","ARL6IP1","ARL6IP1"
"873","ARL6IP4","ARL6IP4"
"874","ARL6IP5","ARL6IP5"
"875","ARL6IP6","ARL6IP6"
"876","ARL8A","ARL8A"
"877","ARL8B","ARL8B"
"878","ARL9","ARL9"
"879","ARMC1","ARMC1"
"880","ARMC10","ARMC10"
"881","ARMC12","ARMC12"
"882","ARMC2","ARMC2"
"883","ARMC3","ARMC3"
"884","ODAD2","ARMC4"
"885","ARMC5","ARMC5"
"886","ARMC6","ARMC6"
"887","ARMC7","ARMC7"
"888","ARMC8","ARMC8"
"889","ARMC9","ARMC9"
"890","ARMCX1","ARMCX1"
"891","ARMCX2","ARMCX2"
"892","ARMCX3","ARMCX3"
"893","ARMCX4","ARMCX4"
"894","ARMCX5","ARMCX5"
"895","ARMH1","ARMH1"
"896","ARMH2","ARMH2"
"897","ARMH3","ARMH3"
"898","ARMH4","ARMH4"
"899","ARMT1","ARMT1"
"900","ARNT","ARNT"
"901","ARNT2","ARNT2"
"902","ARPC1B","ARPC1B"
"903","ARPC2","ARPC2"
"904","ARPC3","ARPC3"
"905","ARPC4","ARPC4"
"906","ARPC5","ARPC5"
"907","ARPC5L","ARPC5L"
"908","ARPIN","ARPIN"
"909","ARPP21","ARPP21"
"910","ARR3","ARR3"
"911","ARRB1","ARRB1"
"912","ARRB2","ARRB2"
"913","ARRDC1","ARRDC1"
"914","ARRDC2","ARRDC2"
"915","ARRDC3","ARRDC3"
"916","ARRDC4","ARRDC4"
"917","ARRDC5","ARRDC5"
"918","ARSA","ARSA"
"919","ARSB","ARSB"
"920","ARSD","ARSD"
"921","ARSG","ARSG"
"922","ARSH","ARSH"
"923","ARSI","ARSI"
"924","ARSK","ARSK"
"925","ARSL","ARSL"
"926","ART3","ART3"
"927","ART4","ART4"
"928","ARTN","ARTN"
"929","ARV1","ARV1"
"930","ARVCF","ARVCF"
"931","ARX","ARX"
"932","AS3MT","AS3MT"
"933","ASAH1","ASAH1"
"934","ASAH2B","ASAH2"
"935","ASAP1","ASAP1"
"936","ASAP2","ASAP2"
"937","ASAP3","ASAP3"
"938","ASB1","ASB1"
"939","ASB10","ASB10"
"940","ASB11","ASB11"
"941","ASB13","ASB13"
"942","ASB14","ASB14"
"943","ASB15","ASB15"
"944","ASB16","ASB16"
"945","ASB17","ASB17"
"946","ASB18","ASB18"
"947","ASB2","ASB2"
"948","GPR75","ASB3"
"949","ASB4","ASB4"
"950","ASB5","ASB5"
"951","ASB6","ASB6"
"952","ASB7","ASB7"
"953","ASB8","ASB8"
"954","ASB9","ASB9"
"955","ASCC1","ASCC1"
"956","ASCC2","ASCC2"
"957","ASCC3","ASCC3"
"958","ASCL1","ASCL1"
"959","ASCL2","ASCL2"
"960","ASCL3","ASCL3"
"961","ASCL4","ASCL4"
"962","ASCL5","ASCL5"
"963","ASF1A","ASF1A"
"964","ASF1B","ASF1B"
"965","ASGR1","ASGR1"
"966","ASH1L","ASH1L"
"967","ASH2L","ASH2L"
"968","ASIC1","ASIC1"
"969","ASIC2","ASIC2"
"970","ASIC3","ASIC3"
"971","ASIC4","ASIC4"
"972","ASIC5","ASIC5"
"973","ASL","ASL"
"974","ASMT","ASMT"
"975","ASMTL","ASMTL"
"976","GET3","ASNA1"
"977","ASNS","ASNS"
"978","ASNSD1","ASNSD1"
"979","ASPA","ASPA"
"980","ASPDH","ASPDH"
"981","ASPG","ASPG"
"982","ASPH","ASPH"
"983","ASPHD1","ASPHD1"
"984","ASPHD2","ASPHD2"
"985","ASPM","ASPM"
"986","ASPN","ASPN"
"987","ASPRV1","ASPRV1"
"988","ASPSCR1","ASPSCR1"
"989","ASRGL1","ASRGL1"
"990","ASS1","ASS1"
"991","ASTE1","ASTE1"
"992","ASTL","ASTL"
"993","ASTN1","ASTN1"
"994","ASTN2","ASTN2"
"995","ASXL1","ASXL1"
"996","ASXL2","ASXL2"
"997","ASXL3","ASXL3"
"998","ASZ1","ASZ1"
"999","ATAD1","ATAD1"
"1000","ATAD2","ATAD2"
"1001","ATAD2B","ATAD2B"
"1002","ATAD3A","ATAD3A"
"1003","ATAD5","ATAD5"
"1004","ATCAY","ATCAY"
"1005","ATE1","ATE1"
"1006","ATF2","ATF2"
"1007","ATF3","ATF3"
"1008","ATF4","ATF4"
"1009","ATF5","ATF5"
"1010","ATF6","ATF6"
"1011","ATF6B","ATF6B"
"1012","ATF7","ATF7"
"1013","ATF7IP","ATF7IP"
"1014","ATF7IP2","ATF7IP2"
"1015","ATG10","ATG10"
"1016","ATG101","ATG101"
"1017","ATG12","ATG12"
"1018","ATG13","ATG13"
"1019","ATG14","ATG14"
"1020","ATG16L1","ATG16L1"
"1021","ATG16L2","ATG16L2"
"1022","ATG2A","ATG2A"
"1023","ATG2B","ATG2B"
"1024","ATG3","ATG3"
"1025","ATG4A","ATG4A"
"1026","ATG4B","ATG4B"
"1027","ATG4C","ATG4C"
"1028","ATG4D","ATG4D"
"1029","ATG5","ATG5"
"1030","ATG7","ATG7"
"1031","ATG9A","ATG9A"
"1032","ATG9B","ATG9B"
"1033","ATIC","ATIC"
"1034","ATL1","ATL1"
"1035","ATL2","ATL2"
"1036","ATL3","ATL3"
"1037","ATN1","ATN1"
"1038","ATOH1","ATOH1"
"1039","ATOH7","ATOH7"
"1040","ATOH8","ATOH8"
"1041","ATOSA","ATOSA"
"1042","ATOSB","ATOSB"
"1043","ATP10A","ATP10A"
"1044","ATP10B","ATP10B"
"1045","ATP10D","ATP10D"
"1046","ATP11A","ATP11A"
"1047","ATP11B","ATP11B"
"1048","ATP11C","ATP11C"
"1049","ATP12A","ATP12A"
"1050","ATP13A1","ATP13A1"
"1051","ATP13A2","ATP13A2"
"1052","ATP13A3","ATP13A3"
"1053","ATP13A4","ATP13A4"
"1054","ATP13A5","ATP13A5"
"1055","ATP1A1","ATP1A1"
"1056","ATP1A2","ATP1A2"
"1057","ATP1A3","ATP1A3"
"1058","ATP1A4","ATP1A4"
"1059","ATP1B1","ATP1B1"
"1060","ATP1B2","ATP1B2"
"1061","ATP1B3","ATP1B3"
"1062","ATP1B4","ATP1B4"
"1063","ATP23","ATP23"
"1064","ATP2A1","ATP2A1"
"1065","ATP2A2","ATP2A2"
"1066","ATP2A3","ATP2A3"
"1067","ATP2B1","ATP2B1"
"1068","ATP2B2","ATP2B2"
"1069","ATP2B3","ATP2B3"
"1070","ATP2C1","ATP2C1"
"1071","ATP2C2","ATP2C2"
"1072","ATP4A","ATP4A"
"1073","ATP4B","ATP4B"
"1074","ATP5F1A","ATP5F1A"
"1075","ATP5F1B","ATP5F1B"
"1076","ATP5F1C","ATP5F1C"
"1077","ATP5F1D","ATP5F1D"
"1078","ATP5IF1","ATP5IF1"
"1079","ATP5PD","ATP5PD"
"1080","ATP5PF","ATP5PF"
"1081","ATP5PO","ATP5PO"
"1082","MT-ATP6","ATP6"
"1083","ATP6AP1","ATP6AP1"
"1084","ATP6AP2","ATP6AP2"
"1085","ATP6V0A1","ATP6V0A1"
"1086","ATP6V0A2","ATP6V0A2"
"1087","ATP6V0A4","ATP6V0A4"
"1088","ATP6V0B","ATP6V0B"
"1089","ATP6V0D1","ATP6V0D1"
"1090","ATP6V0D2","ATP6V0D2"
"1091","ATP6V0E1","ATP6V0E1"
"1092","ATP6V1A","ATP6V1A"
"1093","ATP6V1B1","ATP6V1B1"
"1094","ATP6V1B2","ATP6V1B2"
"1095","ATP6V1C1","ATP6V1C1"
"1096","ATP6V1C2","ATP6V1C2"
"1097","ATP6V1D","ATP6V1D"
"1098","ATP6V1E1","ATP6V1E1"
"1099","ATP6V1E2","ATP6V1E2"
"1100","ATP6V1F","ATP6V1F"
"1101","SPMIP1","ATP6V1FNB"
"1102","ATP6V1G1","ATP6V1G1"
"1103","ATP6V1G2","ATP6V1G2"
"1104","ATP6V1G3","ATP6V1G3"
"1105","ATP6V1H","ATP6V1H"
"1106","ATP7A","ATP7A"
"1107","ATP7B","ATP7B"
"1108","MT-ATP8","ATP8"
"1109","ATP8A1","ATP8A1"
"1110","ATP8A2","ATP8A2"
"1111","ATP8B1","ATP8B1"
"1112","ATP8B2","ATP8B2"
"1113","ATP8B3","ATP8B3"
"1114","ATP8B4","ATP8B4"
"1115","ATP9A","ATP9A"
"1116","ATP9B","ATP9B"
"1117","ATPAF1","ATPAF1"
"1118","ATPAF2","ATPAF2"
"1119","ATPSCKMT","ATPSCKMT"
"1120","ATR","ATR"
"1121","ATRAID","ATRAID"
"1122","ATRIP","ATRIP"
"1123","ATRN","ATRN"
"1124","ATRNL1","ATRNL1"
"1125","ATRX","ATRX"
"1126","ATXN1","ATXN1"
"1127","ATXN10","ATXN10"
"1128","ATXN1L","ATXN1L"
"1129","ATXN2","ATXN2"
"1130","ATXN2L","ATXN2L"
"1131","ATXN3","ATXN3"
"1132","ATXN7","ATXN7"
"1133","ATXN7L1","ATXN7L1"
"1134","ATXN7L2","ATXN7L2"
"1135","ATXN7L3","ATXN7L3"
"1136","ATXN7L3B","ATXN7L3B"
"1137","AUH","AUH"
"1138","AUNIP","AUNIP"
"1139","AUP1","AUP1"
"1140","AURKA","AURKA"
"1141","AURKAIP1","AURKAIP1"
"1142","AURKB","AURKB"
"1143","AURKC","AURKC"
"1144","AUTS2","AUTS2"
"1145","AVEN","AVEN"
"1146","AVIL","AVIL"
"1147","AVL9","AVL9"
"1148","AVP","AVP"
"1149","AVPI1","AVPI1"
"1150","AVPR1A","AVPR1A"
"1151","AVPR1B","AVPR1B"
"1152","AVPR2","AVPR2"
"1153","AWAT1","AWAT1"
"1154","AWAT2","AWAT2"
"1155","AXDND1","AXDND1"
"1156","AXIN1","AXIN1"
"1157","AXIN2","AXIN2"
"1158","AXL","AXL"
"1159","AZGP1","AZGP1"
"1160","AZI2","AZI2"
"1161","AZIN1","AZIN1"
"1162","AZIN2","AZIN2"
"1163","AZU1","AZU1"
"1164","ADIPOR2","AdpR2"
"1165","B2M","B2M"
"1166","B3GALNT1","B3GALNT1"
"1167","B3GALNT2","B3GALNT2"
"1168","B3GALT1","B3GALT1"
"1169","B3GALT2","B3GALT2"
"1170","B3GALT4","B3GALT4"
"1171","B3GALT5","B3GALT5"
"1172","B3GALT6","B3GALT6"
"1173","B3GALT9","B3GALT9"
"1174","B3GAT1","B3GAT1"
"1175","B3GAT2","B3GAT2"
"1176","B3GAT3","B3GAT3"
"1177","B3GLCT","B3GLCT"
"1178","B3GNT2","B3GNT2"
"1179","B3GNT3","B3GNT3"
"1180","B3GNT4","B3GNT4"
"1181","B3GNT5","B3GNT5"
"1182","B3GNT6","B3GNT6"
"1183","B3GNT7","B3GNT7"
"1184","B3GNT8","B3GNT8"
"1185","B3GNT9","B3GNT9"
"1186","B3GNTL1","B3GNTL1"
"1187","B4GALNT1","B4GALNT1"
"1188","B4GALNT2","B4GALNT2"
"1189","B4GALNT3","B4GALNT3"
"1190","B4GALNT4","B4GALNT4"
"1191","B4GALT1","B4GALT1"
"1192","B4GALT2","B4GALT2"
"1193","B4GALT3","B4GALT3"
"1194","B4GALT4","B4GALT4"
"1195","B4GALT5","B4GALT5"
"1196","B4GALT6","B4GALT6"
"1197","B4GALT7","B4GALT7"
"1198","B4GAT1","B4GAT1"
"1199","B9D1","B9D1"
"1200","B9D2","B9D2"
"1201","BAALC","BAALC"
"1202","BABAM1","BABAM1"
"1203","BABAM2","BABAM2"
"1204","BACE1","BACE1"
"1205","BACE2","BACE2"
"1206","BACH1","BACH1"
"1207","BACH2","BACH2"
"1208","BAD","BAD"
"1209","BAG1","BAG1"
"1210","BAG2","BAG2"
"1211","BAG3","BAG3"
"1212","BAG4","BAG4"
"1213","BAG5","BAG5"
"1214","BAG6","BAG6"
"1215","BAHCC1","BAHCC1"
"1216","BAHD1","BAHD1"
"1217","BAIAP2","BAIAP2"
"1218","BAIAP2L1","BAIAP2L1"
"1219","BAIAP2L2","BAIAP2L2"
"1220","BAIAP3","BAIAP3"
"1221","BAK1","BAK1"
"1222","BAMBI","BAMBI"
"1223","BANF1","BANF1"
"1224","BANF2","BANF2"
"1225","BANK1","BANK1"
"1226","BANP","BANP"
"1227","BARD1","BARD1"
"1228","BARHL1","BARHL1"
"1229","BARHL2","BARHL2"
"1230","BARX1","BARX1"
"1231","BARX2","BARX2"
"1232","BASP1","BASP1"
"1233","BATF","BATF"
"1234","BATF2","BATF2"
"1235","BAX","BAX"
"1236","BAZ1A","BAZ1A"
"1237","BAZ1B","BAZ1B"
"1238","BAZ2A","BAZ2A"
"1239","BAZ2B","BAZ2B"
"1240","BBC3","BBC3"
"1241","BBOF1","BBOF1"
"1242","BBOX1","BBOX1"
"1243","BBS1","BBS1"
"1244","BBS10","BBS10"
"1245","BBS12","BBS12"
"1246","BBS2","BBS2"
"1247","BBS4","BBS4"
"1248","BBS5","BBS5"
"1249","BBS7","BBS7"
"1250","BBS9","BBS9"
"1251","BBX","BBX"
"1252","BCAM","BCAM"
"1253","BCAN","BCAN"
"1254","BCAP29","BCAP29"
"1255","BCAP31","BCAP31"
"1256","BCAR1","BCAR1"
"1257","BCAR3","BCAR3"
"1258","BCAS1","BCAS1"
"1259","BCAS2","BCAS2"
"1260","BCAS3","BCAS3"
"1261","BCAS4","BCAS4"
"1262","BCAT1","BCAT1"
"1263","BCAT2","BCAT2"
"1264","BCHE","BCHE"
"1265","BCKDHA","BCKDHA"
"1266","BCKDHB","BCKDHB"
"1267","BCKDK","BCKDK"
"1268","BCL10","BCL10"
"1269","BCL11A","BCL11A"
"1270","BCL11B","BCL11B"
"1271","BCL2","BCL2"
"1272","BCL2A1","BCL2A1"
"1273","BCL2L11","BCL2L11"
"1274","BCL2L12","BCL2L12"
"1275","BCL2L14","BCL2L14"
"1276","BCL2L15","BCL2L15"
"1277","BCL2L2","BCL2L2"
"1278","BCL3","BCL3"
"1279","BCL6","BCL6"
"1280","BCL6B","BCL6B"
"1281","BCL7B","BCL7B"
"1282","BCL7C","BCL7C"
"1283","BCL9","BCL9"
"1284","BCL9L","BCL9L"
"1285","BCLAF1","BCLAF1"
"1286","BCLAF3","BCLAF3"
"1287","BCO1","BCO1"
"1288","BCO2","BCO2"
"1289","BCOR","BCOR"
"1290","BCORL1","BCORL1"
"1291","BCR","BCR"
"1292","BCS1L","BCS1L"
"1293","BDH1","BDH1"
"1294","BDH2","BDH2"
"1295","BDKRB1","BDKRB1"
"1296","BDKRB2","BDKRB2"
"1297","BDNF","BDNF"
"1298","BDP1","BDP1"
"1299","BEAN1","BEAN1"
"1300","BECN1","BECN1"
"1301","BECN2","BECN2"
"1302","BEGAIN","BEGAIN"
"1303","BEND3","BEND3"
"1304","BEND4","BEND4"
"1305","BEND6","BEND6"
"1306","BEST1","BEST1"
"1307","BEST2","BEST2"
"1308","BEST3","BEST3"
"1309","BEST4","BEST4"
"1310","BET1","BET1"
"1311","BEX3","BEX3"
"1312","BEX4","BEX4"
"1313","BEX5","BEX5"
"1314","BFAR","BFAR"
"1315","BFSP1","BFSP1"
"1316","BFSP2","BFSP2"
"1317","BGLAP","BGLAP"
"1318","BGN","BGN"
"1319","BHLHA15","BHLHA15"
"1320","BHLHA9","BHLHA9"
"1321","BHLHE22","BHLHE22"
"1322","BHLHE23","BHLHE23"
"1323","BHLHE40","BHLHE40"
"1324","BHLHE41","BHLHE41"
"1325","BHMT","BHMT"
"1326","BICC1","BICC1"
"1327","BICD1","BICD1"
"1328","BICD2","BICD2"
"1329","BICDL1","BICDL1"
"1330","BICDL2","BICDL2"
"1331","BICRA","BICRA"
"1332","BICRAL","BICRAL"
"1333","KRTAP3-3","BIIIB4"
"1334","BIN1","BIN1"
"1335","BIN2","BIN2"
"1336","BIN3","BIN3"
"1337","BIRC2","BIRC2"
"1338","BIRC3","BIRC3"
"1339","BIRC5","BIRC5"
"1340","BIRC6","BIRC6"
"1341","BIRC7","BIRC7"
"1342","BIVM","BIVM"
"1343","BLACAT1","BLACAT1"
"1344","BLCAP","BLCAP"
"1345","BLK","BLK"
"1346","BLM","BLM"
"1347","BLMH","BLMH"
"1348","BLNK","BLNK"
"1349","BLOC1S2","BLOC1S2"
"1350","BLOC1S3","BLOC1S3"
"1351","BLOC1S4","BLOC1S4"
"1352","BLOC1S5","BLOC1S5"
"1353","BLOC1S6","BLOC1S6"
"1354","BLTP1","BLTP1"
"1355","BLTP2","BLTP2"
"1356","BLTP3A","BLTP3A"
"1357","BLTP3B","BLTP3B"
"1358","BLVRA","BLVRA"
"1359","BLVRB","BLVRB"
"1360","BLZF1","BLZF1"
"1361","BMAL1","BMAL1"
"1362","BMAL2","BMAL2"
"1363","BMERB1","BMERB1"
"1364","BMF","BMF"
"1365","BMI1","BMI1"
"1366","BMP1","BMP1"
"1367","BMP10","BMP10"
"1368","BMP15","BMP15"
"1369","BMP2","BMP2"
"1370","BMP2K","BMP2K"
"1371","BMP3","BMP3"
"1372","BMP4","BMP4"
"1373","BMP5","BMP5"
"1374","BMP6","BMP6"
"1375","BMP7","BMP7"
"1376","BMPER","BMPER"
"1377","BMPR1A","BMPR1A"
"1378","BMPR1B","BMPR1B"
"1379","BMPR2","BMPR2"
"1380","BMS1","BMS1"
"1381","BMT2","BMT2"
"1382","BMX","BMX"
"1383","BNC1","BNC1"
"1384","BNC2","BNC2"
"1385","BNIP1","BNIP1"
"1386","BNIP2","BNIP2"
"1387","BNIP3","BNIP3"
"1388","BNIP5","BNIP5"
"1389","BNIPL","BNIPL"
"1390","BOC","BOC"
"1391","BOD1L1","BOD1L1"
"1392","BOK","BOK"
"1393","BOLA1","BOLA1"
"1394","BOLL","BOLL"
"1395","BOP1","BOP1"
"1396","BORA","BORA"
"1397","BORCS5","BORCS5"
"1398","BORCS7","BORCS7"
"1399","BORCS8","BORCS8"
"1400","BPGM","BPGM"
"1401","BPHL","BPHL"
"1402","BPI","BPI"
"1403","BPIFA1","BPIFA1"
"1404","BPIFA3","BPIFA3"
"1405","BPIFB1","BPIFB1"
"1406","BPIFB2","BPIFB2"
"1407","BPIFB3","BPIFB3"
"1408","BPIFB4","BPIFB4"
"1409","BPIFB6","BPIFB6"
"1410","BPIFC","BPIFC"
"1411","BPNT1","BPNT1"
"1412","BPNT2","BPNT2"
"1413","BPTF","BPTF"
"1414","BRAF","BRAF"
"1415","BRAP","BRAP"
"1416","BRAT1","BRAT1"
"1417","BRCA1","BRCA1"
"1418","BRCC3","BRCC3"
"1419","BRD1","BRD1"
"1420","BRD2","BRD2"
"1421","BRD3","BRD3"
"1422","BRD7","BRD7"
"1423","BRD8","BRD8"
"1424","BRD9","BRD9"
"1425","BRDT","BRDT"
"1426","BRF1","BRF1"
"1427","BRF2","BRF2"
"1428","BRI3","BRI3"
"1429","BRI3BP","BRI3BP"
"1430","BRICD5","BRICD5"
"1431","BRINP1","BRINP1"
"1432","BRINP2","BRINP2"
"1433","BRIP1","BRIP1"
"1434","BRIX1","BRIX1"
"1435","BRMS1","BRMS1"
"1436","BRMS1L","BRMS1L"
"1437","BROX","BROX"
"1438","BRPF1","BRPF1"
"1439","BRPF3","BRPF3"
"1440","BRS3","BRS3"
"1441","BRSK1","BRSK1"
"1442","BRSK2","BRSK2"
"1443","BSCL2","BSCL2"
"1444","BSDC1","BSDC1"
"1445","BSN","BSN"
"1446","BSND","BSND"
"1447","BSPRY","BSPRY"
"1448","BST2","BST-2B"
"1449","BST1","BST1"
"1450","BSX","BSX"
"1451","BTAF1","BTAF1"
"1452","BTBD1","BTBD1"
"1453","BTBD10","BTBD10"
"1454","BTBD16","BTBD16"
"1455","BTBD18","BTBD18"
"1456","BTBD19","BTBD19"
"1457","BTBD2","BTBD2"
"1458","BTBD3","BTBD3"
"1459","BTBD6","BTBD6"
"1460","BTBD7","BTBD7"
"1461","BTBD8","BTBD8"
"1462","BTBD9","BTBD9"
"1463","BTC","BTC"
"1464","BTD","BTD"
"1465","BTF3L4","BTF3L4"
"1466","BTG2","BTG2"
"1467","BTG3","BTG3"
"1468","BTG4","BTG4"
"1469","BTK","BTK"
"1470","BTLA","BTLA"
"1471","BTN1A1","BTN1A1"
"1472","BTN2A2","BTN2A2"
"1473","BTNL2","BTNL2"
"1474","BTNL9","BTNL9"
"1475","BTRC","BTRC"
"1476","BUB1","BUB1"
"1477","BUB1B","BUB1B"
"1478","BUD13","BUD13"
"1479","BUD23","BUD23"
"1480","BVES","BVES"
"1481","BYSL","BYSL"
"1482","BZW1","BZW1"
"1483","BZW2","BZW2"
"1484","C10orf105","C10orf105"
"1485","C10orf67","C10orf67"
"1486","C10orf71","C10orf71"
"1487","C10orf90","C10orf90"
"1488","C17orf50","C11H17orf50"
"1489","C11orf16","C11orf16"
"1490","C11orf42","C11orf42"
"1491","C11orf58","C11orf58"
"1492","C11orf65","C11orf65"
"1493","C11orf68","C11orf68"
"1494","C11orf80","C11orf80"
"1495","C11orf86","C11orf86"
"1496","C11orf97","C11orf97"
"1497","C1orf115","C12H1orf115"
"1498","C12orf4","C12orf4"
"1499","C12orf40","C12orf40"
"1500","C12orf43","C12orf43"
"1501","C12orf50","C12orf50"
"1502","C12orf54","C12orf54"
"1503","C12orf56","C12orf56"
"1504","C12orf57","C12orf57"
"1505","C12orf75","C12orf75"
"1506","C12orf76","C12orf76"
"1507","C20orf202","C13H20orf202"
"1508","C20orf96","C13H20orf96"
"1509","C13orf42","C13orf42"
"1510","C13orf46","C13orf46"
"1511","C16orf46","C14H16orf46"
"1512","C16orf78","C14H16orf78"
"1513","C16orf87","C14H16orf87"
"1514","C19orf33","C14H19orf33"
"1515","C14orf132","C14orf132"
"1516","C14orf28","C14orf28"
"1517","C14orf39","C14orf39"
"1518","C14orf93","C14orf93"
"1519","CFAP68","C15H11orf1"
"1520","C11orf52","C15H11orf52"
"1521","C11orf71","C15H11orf71"
"1522","C11orf91","C15H11orf91"
"1523","C15orf39","C15orf39"
"1524","C15orf40","C15orf40"
"1525","C15orf61","C15orf61"
"1526","C15orf62","C15orf62"
"1527","C5orf22","C16H5orf22"
"1528","RIMOC1","C16H5orf51"
"1529","C16orf54","C16orf54"
"1530","C16orf74","C16orf74"
"1531","C16orf86","C16orf86"
"1532","C16orf89","C16orf89"
"1533","C16orf90","C16orf90"
"1534","C16orf92","C16orf92"
"1535","C16orf96","C16orf96"
"1536","SPRING1","C17H12orf49"
"1537","SPMIP2","C17H4orf45"
"1538","C17orf107","C17orf107"
"1539","C17orf114","C17orf114"
"1540","C17orf49","C17orf49"
"1541","C17orf58","C17orf58"
"1542","C17orf67","C17orf67"
"1543","C17orf75","C17orf75"
"1544","C17orf80","C17orf80"
"1545","C18orf21","C18orf21"
"1546","C18orf63","C18orf63"
"1547","C3orf18","C19H3orf18"
"1548","C19orf12","C19orf12"
"1549","C19orf38","C19orf38"
"1550","C19orf44","C19orf44"
"1551","C19orf47","C19orf47"
"1552","C19orf67","C19orf67"
"1553","C19orf84","C19orf84"
"1554","C19orf85","C19orf85"
"1555","C1D","C1D"
"1556","C1GALT1","C1GALT1"
"1557","C1GALT1C1","C1GALT1C1"
"1558","C1orf141","C1H1orf141"
"1559","CFAP141","C1H1orf189"
"1560","C1orf210","C1H1orf210"
"1561","C1orf216","C1H1orf216"
"1562","C1orf94","C1H1orf94"
"1563","C1QA","C1QA"
"1564","C1QB","C1QB"
"1565","C1QBP","C1QBP"
"1566","C1QL1","C1QL1"
"1567","C1QL2","C1QL2"
"1568","C1QL3","C1QL3"
"1569","C1QL4","C1QL4"
"1570","C1QTNF1","C1QTNF1"
"1571","C1QTNF12","C1QTNF12"
"1572","C1QTNF2","C1QTNF2"
"1573","C1QTNF3","C1QTNF3"
"1574","C1QTNF4","C1QTNF4"
"1575","C1QTNF5","C1QTNF5"
"1576","C1QTNF6","C1QTNF6"
"1577","C1QTNF7","C1QTNF7"
"1578","C1QTNF8","C1QTNF8"
"1579","C1R","C1R"
"1580","C1RL","C1RL"
"1581","C1S","C1S"
"1582","C1orf105","C1orf105"
"1583","C1orf116","C1orf116"
"1584","C1orf122","C1orf122"
"1585","C1orf131","C1orf131"
"1586","C1orf146","C1orf146"
"1587","C1orf159","C1orf159"
"1588","C1orf162","C1orf162"
"1589","C1orf185","C1orf185"
"1590","C1orf198","C1orf198"
"1591","C1orf232","C1orf232"
"1592","C1orf35","C1orf35"
"1593","C1orf43","C1orf43"
"1594","C1orf50","C1orf50"
"1595","C1orf52","C1orf52"
"1596","C1orf53","C1orf53"
"1597","C1orf56","C1orf56"
"1598","C1orf74","C1orf74"
"1599","C1orf87","C1orf87"
"1600","C2","C2"
"1601","C6orf47","C20H6orf47"
"1602","C20orf204","C20orf204"
"1603","C11orf54","C21H11orf54"
"1604","C21orf140","C21orf140"
"1605","C21orf62","C21orf62"
"1606","C21orf91","C21orf91"
"1607","C10orf120","C22H10orf120"
"1608","C22orf23","C22orf23"
"1609","C22orf31","C22orf31"
"1610","C22orf39","C22orf39"
"1611","ARK2N","C23H18orf25"
"1612","C18orf54","C23H18orf54"
"1613","SPACDR","C24H7orf61"
"1614","C10orf53","C25H10orf53"
"1615","CFAP96","C26H4orf47"
"1616","C2CD2","C2CD2"
"1617","C2CD2L","C2CD2L"
"1618","C2CD3","C2CD3"
"1619","C2CD4C","C2CD4C"
"1620","C2CD5","C2CD5"
"1621","C2CD6","C2CD6"
"1622","C2orf88","C2H2orf88"
"1623","QNG1","C2H9orf64"
"1624","C2orf15","C2orf15"
"1625","C2orf49","C2orf49"
"1626","C2orf50","C2orf50"
"1627","C2orf66","C2orf66"
"1628","C2orf68","C2orf68"
"1629","C2orf69","C2orf69"
"1630","C2orf72","C2orf72"
"1631","C2orf73","C2orf73"
"1632","C2orf74","C2orf74"
"1633","C2orf78","C2orf78"
"1634","C2orf80","C2orf80"
"1635","C3AR1","C3AR1"
"1636","C12orf60","C3H12orf60"
"1637","KICS2","C3H12orf66"
"1638","C2orf42","C3H2orf42"
"1639","C2orf81","C3H2orf81"
"1640","C3orf20","C3orf20"
"1641","C3orf33","C3orf33"
"1642","C3orf38","C3orf38"
"1643","C3orf49","C3orf49"
"1644","C3orf62","C3orf62"
"1645","C3orf70","C3orf70"
"1646","C3orf85","C3orf85"
"1647","C4BPA","C4BPA"
"1648","C4BPB","C4BPB"
"1649","C4orf17","C4orf17"
"1650","C4orf33","C4orf33"
"1651","C4orf36","C4orf36"
"1652","C4orf46","C4orf46"
"1653","C4orf51","C4orf51"
"1654","C5","C5"
"1655","C5AR1","C5AR1"
"1656","C5AR2","C5AR2"
"1657","C19orf53","C5H19orf53"
"1658","C5orf24","C5H5orf24"
"1659","C5orf15","C5orf15"
"1660","C5orf34","C5orf34"
"1661","C5orf47","C5orf47"
"1662","C5orf58","C5orf58"
"1663","C5orf63","C5orf63"
"1664","C6","C6"
"1665","C4orf19","C6H4orf19"
"1666","C4orf3","C6H4orf3"
"1667","C4orf54","C6H4orf54"
"1668","C6orf132","C6orf132"
"1669","C6orf136","C6orf136"
"1670","C6orf15","C6orf15"
"1671","C6orf163","C6orf163"
"1672","C6orf52","C6orf52"
"1673","C6orf58","C6orf58"
"1674","C6orf62","C6orf62"
"1675","C6orf89","C6orf89"
