"","human_gene","pig_gene"
"852","ARHGEF39","ARHGEF39"
"853","ARHGEF40","ARHGEF40"
"854","ARHGEF5","ARHGEF5"
"855","ARHGEF6","ARHGEF6"
"856","ARHGEF7","ARHGEF7"
"857","ARID1A","ARID1A"
"858","ARID1B","ARID1B"
"859","ARID2","ARID2"
"860","ARID3A","ARID3A"
"861","ARID3B","ARID3B"
"862","ARID3C","ARID3C"
"863","ARID4A","ARID4A"
"864","ARID4B","ARID4B"
"865","ARID5A","ARID5A"
"866","ARID5B","ARID5B"
"867","ARIH1","ARIH1"
"868","ARIH2","ARIH2"
"869","ARK2C","ARK2C"
"870","ARK2N","ARK2N"
"871","ARL1","ARL1"
"872","ARL10","ARL10"
"873","ARL11","ARL11"
"874","ARL13A","ARL13A"
"875","ARL13B","ARL13B"
"876","ARL14","ARL14"
"877","ARL14EP","ARL14EP"
"878","ARL14EPL","ARL14EPL"
"879","ARL15","ARL15"
"880","ARL16","ARL16"
"881","ARL2","ARL2"
"882","ARL2BP","ARL2BP"
"883","ARL3","ARL3"
"884","ARL4A","ARL4A"
"885","ARL4C","ARL4C"
"886","ARL4D","ARL4D"
"887","ARL5A","ARL5A"
"888","ARL5B","ARL5B"
"889","ARL6","ARL6"
"890","ARL6IP4","ARL6IP4"
"891","ARL6IP5","ARL6IP5"
"892","ARL6IP6","ARL6IP6"
"893","ARL8A","ARL8A"
"894","ARL8B","ARL8B"
"895","ARMC1","ARMC1"
"896","ARMC10","ARMC10"
"897","ARMC12","ARMC12"
"898","ARMC2","ARMC2"
"899","ARMC3","ARMC3"
"900","ARMC5","ARMC5"
"901","ARMC6","ARMC6"
"902","ARMC8","ARMC8"
"903","ARMC9","ARMC9"
"904","ARMCX1","ARMCX1"
"905","ARMCX2","ARMCX2"
"906","ARMCX3","ARMCX3"
"907","ARMCX4","ARMCX4"
"908","ARMCX5","ARMCX5"
"909","ARMCX6","ARMCX6"
"910","ARMH1","ARMH1"
"911","ARMH2","ARMH2"
"912","ARMH3","ARMH3"
"913","ARMH4","ARMH4"
"914","ARMT1","ARMT1"
"915","ARNT","ARNT"
"916","ARNT2","ARNT2"
"917","ARPC1A","ARPC1A"
"918","ARPC1B","ARPC1B"
"919","ARPC2","ARPC2"
"920","ARPC3","ARPC3"
"921","ARPC5","ARPC5"
"922","ARPC5L","ARPC5L"
"923","ARPIN","ARPIN"
"924","ARPP19","ARPP19"
"925","ARPP21","ARPP21"
"926","ARR3","ARR3"
"927","ARRB1","ARRB1"
"928","ARRB2","ARRB2"
"929","ARRDC1","ARRDC1"
"930","ARRDC2","ARRDC2"
"931","ARRDC3","ARRDC3"
"932","ARRDC4","ARRDC4"
"933","ARRDC5","ARRDC5"
"934","ARSA","ARSA"
"935","ARSB","ARSB"
"936","ARSD","ARSD"
"937","ARSG","ARSG"
"938","ARSI","ARSI"
"939","ARSJ","ARSJ"
"940","ARSK","ARSK"
"941","ARSL","ARSL"
"942","ART1","ART1"
"943","ART3","ART3"
"944","ART4","ART4"
"945","ART5","ART5"
"946","ARTN","ARTN"
"947","ARV1","ARV1"
"948","ARVCF","ARVCF"
"949","ARX","ARX"
"950","AS3MT","AS3MT"
"951","ASAH1","ASAH1"
"952","ASAP1","ASAP1"
"953","ASAP2","ASAP2"
"954","ASAP3","ASAP3"
"955","ASB1","ASB1"
"956","ASB10","ASB10"
"957","ASB11","ASB11"
"958","ASB12","ASB12"
"959","ASB13","ASB13"
"960","ASB14","ASB14"
"961","ASB15","ASB15"
"962","ASB16","ASB16"
"963","ASB17","ASB17"
"964","ASB18","ASB18"
"965","ASB2","ASB2"
"966","ASB3","ASB3"
"967","ASB4","ASB4"
"968","ASB5","ASB5"
"969","ASB6","ASB6"
"970","ASB7","ASB7"
"971","ASB9","ASB9"
"972","ASCC1","ASCC1"
"973","ASCC2","ASCC2"
"974","ASCC3","ASCC3"
"975","ASCL1","ASCL1"
"976","ASCL2","ASCL2"
"977","ASCL4","ASCL4"
"978","ASCL5","ASCL5"
"979","ASF1A","ASF1A"
"980","ASF1B","ASF1B"
"981","ASGR1","ASGR1"
"982","ASGR2","ASGR2"
"983","ASH1L","ASH1L"
"984","ASH2L","ASH2L"
"985","ASIC1","ASIC1"
"986","ASIC2","ASIC2"
"987","ASIC3","ASIC3"
"988","ASIC4","ASIC4"
"989","ASIC5","ASIC5"
"990","ASIP","ASIP"
"991","ASL","ASL"
"992","ASMT","ASMT"
"993","ASMTL","ASMTL"
"994","ASNS","ASNS"
"995","ASNSD1","ASNSD1"
"996","ASPA","ASPA"
"997","ASPDH","ASPDH"
"998","ASPG","ASPG"
"999","ASPH","ASPH"
"1000","ASPHD2","ASPHD2"
"1001","ASPM","ASPM"
"1002","ASPN","ASPN"
"1003","ASPRV1","ASPRV1"
"1004","ASPSCR1","ASPSCR1"
"1005","ASRGL1","ASRGL1"
"1006","ASS1","ASS1"
"1007","ASTE1","ASTE1"
"1008","ASTL","ASTL"
"1009","ASTN1","ASTN1"
"1010","ASTN2","ASTN2"
"1011","ASXL1","ASXL1"
"1012","ASXL2","ASXL2"
"1013","ASXL3","ASXL3"
"1014","ASZ1","ASZ1"
"1015","ATAD1","ATAD1"
"1016","ATAD2","ATAD2"
"1017","ATAD2B","ATAD2B"
"1018","ATAD3A","ATAD3A"
"1019","ATAD5","ATAD5"
"1020","ATAT1","ATAT1"
"1021","ATCAY","ATCAY"
"1022","ATE1","ATE1"
"1023","ATF1","ATF1"
"1024","ATF2","ATF2"
"1025","ATF3","ATF3"
"1026","ATF4","ATF4"
"1027","ATF5","ATF5"
"1028","ATF6","ATF6"
"1029","ATF6B","ATF6B"
"1030","ATF7","ATF7"
"1031","ATF7IP","ATF7IP"
"1032","ATF7IP2","ATF7IP2"
"1033","ATG10","ATG10"
"1034","ATG101","ATG101"
"1035","ATG12","ATG12"
"1036","ATG13","ATG13"
"1037","ATG14","ATG14"
"1038","ATG16L1","ATG16L1"
"1039","ATG16L2","ATG16L2"
"1040","ATG2A","ATG2A"
"1041","ATG2B","ATG2B"
"1042","ATG3","ATG3"
"1043","ATG4A","ATG4A"
"1044","ATG4B","ATG4B"
"1045","ATG4C","ATG4C"
"1046","ATG4D","ATG4D"
"1047","ATG5","ATG5"
"1048","ATG7","ATG7"
"1049","ATG9A","ATG9A"
"1050","ATG9B","ATG9B"
"1051","ATIC","ATIC"
"1052","ATL1","ATL1"
"1053","ATL2","ATL2"
"1054","ATL3","ATL3"
"1055","ATM","ATM"
"1056","ATN1","ATN1"
"1057","ATOH1","ATOH1"
"1058","ATOH7","ATOH7"
"1059","ATOH8","ATOH8"
"1060","ATOSA","ATOSA"
"1061","ATOSB","ATOSB"
"1062","ATP10A","ATP10A"
"1063","ATP10B","ATP10B"
"1064","ATP10D","ATP10D"
"1065","ATP11A","ATP11A"
"1066","ATP11B","ATP11B"
"1067","ATP11C","ATP11C"
"1068","ATP12A","ATP12A"
"1069","ATP13A1","ATP13A1"
"1070","ATP13A2","ATP13A2"
"1071","ATP13A3","ATP13A3"
"1072","ATP13A4","ATP13A4"
"1073","ATP13A5","ATP13A5"
"1074","ATP1A1","ATP1A1"
"1075","ATP1A2","ATP1A2"
"1076","ATP1A3","ATP1A3"
"1077","ATP1A4","ATP1A4"
"1078","ATP1B1","ATP1B1"
"1079","ATP1B2","ATP1B2"
"1080","ATP1B4","ATP1B4"
"1081","ATP23","ATP23"
"1082","ATP2A1","ATP2A1"
"1083","ATP2A2","ATP2A2"
"1084","ATP2A3","ATP2A3"
"1085","ATP2B1","ATP2B1"
"1086","ATP2B2","ATP2B2"
"1087","ATP2B3","ATP2B3"
"1088","ATP2B4","ATP2B4"
"1089","ATP2C1","ATP2C1"
"1090","ATP2C2","ATP2C2"
"1091","ATP4A","ATP4A"
"1092","ATP4B","ATP4B"
"1093","ATP5F1A","ATP5F1A"
"1094","ATP5F1C","ATP5F1C"
"1095","ATP5F1D","ATP5F1D"
"1096","ATP5IF1","ATP5IF1"
"1097","ATP5MC1","ATP5MC1"
"1098","ATP5MC2","ATP5MC2"
"1099","ATP5MC3","ATP5MC3"
"1100","ATP5ME","ATP5ME"
"1101","ATP5MG","ATP5MG"
"1102","ATP5MK","ATP5MK"
"1103","ATP5PB","ATP5PB"
"1104","ATP5PF","ATP5PF"
"1105","ATP5PO","ATP5PO"
"1106","MT-ATP6","ATP6"
"1107","ATP6AP1","ATP6AP1"
"1108","ATP6AP2","ATP6AP2"
"1109","ATP6V0A1","ATP6V0A1"
"1110","ATP6V0A2","ATP6V0A2"
"1111","ATP6V0A4","ATP6V0A4"
"1112","ATP6V0B","ATP6V0B"
"1113","ATP6V0D1","ATP6V0D1"
"1114","ATP6V0D2","ATP6V0D2"
"1115","ATP6V0E2","ATP6V0E2"
"1116","ATP6V1A","ATP6V1A"
"1117","ATP6V1B1","ATP6V1B1"
"1118","ATP6V1B2","ATP6V1B2"
"1119","ATP6V1C1","ATP6V1C1"
"1120","ATP6V1C2","ATP6V1C2"
"1121","ATP6V1D","ATP6V1D"
"1122","ATP6V1E2","ATP6V1E2"
"1123","ATP6V1F","ATP6V1F"
"1124","ATP6V1G1","ATP6V1G1"
"1125","ATP6V1G2","ATP6V1G2"
"1126","ATP6V1G3","ATP6V1G3"
"1127","ATP6V1H","ATP6V1H"
"1128","ATP7A","ATP7A"
"1129","ATP7B","ATP7B"
"1130","MT-ATP8","ATP8"
"1131","ATP8A1","ATP8A1"
"1132","ATP8A2","ATP8A2"
"1133","ATP8B1","ATP8B1"
"1134","ATP8B2","ATP8B2"
"1135","ATP8B3","ATP8B3"
"1136","ATP8B4","ATP8B4"
"1137","ATP9A","ATP9A"
"1138","ATP9B","ATP9B"
"1139","ATPAF1","ATPAF1"
"1140","ATPAF2","ATPAF2"
"1141","ATPSCKMT","ATPSCKMT"
"1142","ATR","ATR"
"1143","ATRAID","ATRAID"
"1144","ATRIP","ATRIP"
"1145","ATRN","ATRN"
"1146","ATRNL1","ATRNL1"
"1147","ATRX","ATRX"
"1148","ATXN1","ATXN1"
"1149","ATXN10","ATXN10"
"1150","ATXN1L","ATXN1L"
"1151","ATXN2","ATXN2"
"1152","ATXN2L","ATXN2L"
"1153","ATXN7","ATXN7"
"1154","ATXN7L1","ATXN7L1"
"1155","ATXN7L2","ATXN7L2"
"1156","ATXN7L3","ATXN7L3"
"1157","ATXN7L3B","ATXN7L3B"
"1158","AUH","AUH"
"1159","AUNIP","AUNIP"
"1160","AUP1","AUP1"
"1161","AURKAIP1","AURKAIP1"
"1162","AURKB","AURKB"
"1163","AUTS2","AUTS2"
"1164","AVEN","AVEN"
"1165","AVIL","AVIL"
"1166","AVL9","AVL9"
"1167","AVP","AVP"
"1168","AVPI1","AVPI1"
"1169","AVPR1A","AVPR1A"
"1170","AVPR1B","AVPR1B"
"1171","AVPR2","AVPR2"
"1172","AWAT2","AWAT2"
"1173","SPADH","AWN"
"1174","AXDND1","AXDND1"
"1175","AXIN1","AXIN1"
"1176","AXIN2","AXIN2"
"1177","AXL","AXL"
"1178","AZI2","AZI2"
"1179","AZIN1","AZIN1"
"1180","AZIN2","AZIN2"
"1181","AZU1","AZU1"
"1182","B2M","B2M"
"1183","B3GALNT1","B3GALNT1"
"1184","B3GALNT2","B3GALNT2"
"1185","B3GALT1","B3GALT1"
"1186","B3GALT2","B3GALT2"
"1187","B3GALT4","B3GALT4"
"1188","B3GALT6","B3GALT6"
"1189","B3GAT1","B3GAT1"
"1190","B3GAT2","B3GAT2"
"1191","B3GAT3","B3GAT3"
"1192","B3GLCT","B3GLCT"
"1193","B3GNT2","B3GNT2"
"1194","B3GNT3","B3GNT3"
"1195","B3GNT4","B3GNT4"
"1196","B3GNT5","B3GNT5"
"1197","B3GNT6","B3GNT6"
"1198","B3GNT7","B3GNT7"
"1199","B3GNT8","B3GNT8"
"1200","B3GNT9","B3GNT9"
"1201","B3GNTL1","B3GNTL1"
"1202","B4GALNT1","B4GALNT1"
"1203","B4GALNT3","B4GALNT3"
"1204","B4GALNT4","B4GALNT4"
"1205","B4GALT1","B4GALT1"
"1206","B4GALT2","B4GALT2"
"1207","B4GALT3","B4GALT3"
"1208","B4GALT4","B4GALT4"
"1209","B4GALT5","B4GALT5"
"1210","B4GALT6","B4GALT6"
"1211","B4GALT7","B4GALT7"
"1212","B4GAT1","B4GAT1"
"1213","B9D1","B9D1"
"1214","B9D2","B9D2"
"1215","BAALC","BAALC"
"1216","BAAT","BAAT"
"1217","BABAM1","BABAM1"
"1218","BABAM2","BABAM2"
"1219","BACE1","BACE1"
"1220","BACH1","BACH1"
"1221","BACH2","BACH2"
"1222","BAD","BAD"
"1223","BAG1","BAG1"
"1224","BAG2","BAG2"
"1225","BAG3","BAG3"
"1226","BAG4","BAG4"
"1227","BAG5","BAG5"
"1228","BAG6","BAG6"
"1229","BAHCC1","BAHCC1"
"1230","BAHD1","BAHD1"
"1231","BAIAP2","BAIAP2"
"1232","BAIAP2L1","BAIAP2L1"
"1233","BAIAP2L2","BAIAP2L2"
"1234","BAIAP3","BAIAP3"
"1235","BAMBI","BAMBI"
"1236","BANF1","BANF1"
"1237","BANF2","BANF2"
"1238","BANK1","BANK1"
"1239","BANP","BANP"
"1240","BAP1","BAP1"
"1241","BARD1","BARD1"
"1242","BARHL1","BARHL1"
"1243","BARHL2","BARHL2"
"1244","BARX1","BARX1"
"1245","BARX2","BARX2"
"1246","BATF","BATF"
"1247","BATF2","BATF2"
"1248","BATF3","BATF3"
"1249","BAX","BAX"
"1250","BAZ1A","BAZ1A"
"1251","BAZ1B","BAZ1B"
"1252","BAZ2A","BAZ2A"
"1253","BAZ2B","BAZ2B"
"1254","BBC3","BBC3"
"1255","BBIP1","BBIP1"
"1256","BBOF1","BBOF1"
"1257","BBOX1","BBOX1"
"1258","BBS1","BBS1"
"1259","BBS10","BBS10"
"1260","BBS12","BBS12"
"1261","BBS2","BBS2"
"1262","BBS4","BBS4"
"1263","BBS5","BBS5"
"1264","BBS7","BBS7"
"1265","BBS9","BBS9"
"1266","BBX","BBX"
"1267","BCAM","BCAM"
"1268","BCAN","BCAN"
"1269","BCAP29","BCAP29"
"1270","BCAP31","BCAP31"
"1271","BCAR1","BCAR1"
"1272","BCAR3","BCAR3"
"1273","BCAS1","BCAS1"
"1274","BCAS2","BCAS2"
"1275","BCAS3","BCAS3"
"1276","BCAS4","BCAS4"
"1277","BCAT1","BCAT1"
"1278","BCAT2","BCAT2"
"1279","BCCIP","BCCIP"
"1280","BCDIN3D","BCDIN3D"
"1281","BCKDHA","BCKDHA"
"1282","BCKDHB","BCKDHB"
"1283","BCKDK","BCKDK"
"1284","BCL10","BCL10"
"1285","BCL11A","BCL11A"
"1286","BCL11B","BCL11B"
"1287","BCL2","BCL2"
"1288","BCL2A1","BCL2A1"
"1289","BCL2L1","BCL2L1"
"1290","BCL2L11","BCL2L11"
"1291","BCL2L13","BCL2L13"
"1292","BCL2L14","BCL2L14"
"1293","BCL2L15","BCL2L15"
"1294","BCL2L2","BCL2L2"
"1295","BCL3","BCL3"
"1296","BCL6","BCL6"
"1297","BCL6B","BCL6B"
"1298","BCL7A","BCL7A"
"1299","BCL7B","BCL7B"
"1300","BCL7C","BCL7C"
"1301","BCL9","BCL9"
"1302","BCL9L","BCL9L"
"1303","BCLAF1","BCLAF1"
"1304","BCLAF3","BCLAF3"
"1305","BCO1","BCO1"
"1306","BCO2","BCO2"
"1307","BCORL1","BCORL1"
"1308","BCR","BCR"
"1309","BCS1L","BCS1L"
"1310","BDH1","BDH1"
"1311","BDH2","BDH2"
"1312","BDKRB2","BDKRB2"
"1313","BDNF","BDNF"
"1314","BDP1","BDP1"
"1315","BEAN1","BEAN1"
"1316","BECN1","BECN1"
"1317","BECN2","BECN2"
"1318","BEGAIN","BEGAIN"
"1319","BEND3","BEND3"
"1320","BEND4","BEND4"
"1321","BEND5","BEND5"
"1322","BEND6","BEND6"
"1323","BEND7","BEND7"
"1324","BEST1","BEST1"
"1325","BEST2","BEST2"
"1326","BEST3","BEST3"
"1327","BEST4","BEST4"
"1328","BET1","BET1"
"1329","BET1L","BET1L"
"1330","BEX1","BEX1"
"1331","BEX3","BEX3"
"1332","BEX4","BEX4"
"1333","BEX5","BEX5"
"1334","BFAR","BFAR"
"1335","BFSP1","BFSP1"
"1336","BFSP2","BFSP2"
"1337","BGLAP","BGLAP"
"1338","BGN","BGN"
"1339","BHLHA15","BHLHA15"
"1340","BHLHA9","BHLHA9"
"1341","BHLHE22","BHLHE22"
"1342","BHLHE23","BHLHE23"
"1343","BHLHE40","BHLHE40"
"1344","BHLHE41","BHLHE41"
"1345","BHMT","BHMT"
"1346","BHMT2","BHMT2"
"1347","BICC1","BICC1"
"1348","BICD1","BICD1"
"1349","BICD2","BICD2"
"1350","BICDL1","BICDL1"
"1351","BICDL2","BICDL2"
"1352","BICRA","BICRA"
"1353","BICRAL","BICRAL"
"1354","BID","BID"
"1355","BIN1","BIN1"
"1356","BIN2","BIN2"
"1357","BIN3","BIN3"
"1358","BIRC2","BIRC2"
"1359","BIRC3","BIRC3"
"1360","BIRC5","BIRC5"
"1361","BIRC6","BIRC6"
"1362","BIVM","BIVM"
"1363","BLCAP","BLCAP"
"1364","BLK","BLK"
"1365","BLM","BLM"
"1366","BLMH","BLMH"
"1367","BLNK","BLNK"
"1368","BLOC1S1","BLOC1S1"
"1369","BLOC1S2","BLOC1S2"
"1370","BLOC1S4","BLOC1S4"
"1371","BLOC1S5","BLOC1S5"
"1372","BLOC1S6","BLOC1S6"
"1373","BLTP1","BLTP1"
"1374","BLTP2","BLTP2"
"1375","BLTP3A","BLTP3A"
"1376","BLTP3B","BLTP3B"
"1377","BLVRA","BLVRA"
"1378","BLVRB","BLVRB"
"1379","BLZF1","BLZF1"
"1380","BMAL1","BMAL1"
"1381","BMAL2","BMAL2"
"1382","BMERB1","BMERB1"
"1383","BMF","BMF"
"1384","BMI1","BMI1"
"1385","BMP1","BMP1"
"1386","BMP10","BMP10"
"1387","BMP15","BMP15"
"1388","BMP2","BMP2"
"1389","BMP2K","BMP2K"
"1390","BMP3","BMP3"
"1391","BMP4","BMP4"
"1392","BMP5","BMP5"
"1393","BMP6","BMP6"
"1394","BMP7","BMP7"
"1395","BMPER","BMPER"
"1396","BMPR1A","BMPR1A"
"1397","BMPR1B","BMPR1B"
"1398","BMPR2","BMPR2"
"1399","BMS1","BMS1"
"1400","BMT2","BMT2"
"1401","BMX","BMX"
"1402","BNC1","BNC1"
"1403","BNC2","BNC2"
"1404","BNIP1","BNIP1"
"1405","BNIP2","BNIP2"
"1406","BNIP3","BNIP3"
"1407","BNIP3L","BNIP3L"
"1408","BNIP5","BNIP5"
"1409","BNIPL","BNIPL"
"1410","BOC","BOC"
"1411","BOD1L1","BOD1L1"
"1412","BOK","BOK"
"1413","BOLA1","BOLA1"
"1414","BOLL","BOLL"
"1415","BOP1","BOP1"
"1416","BORA","BORA"
"1417","BORCS5","BORCS5"
"1418","BORCS6","BORCS6"
"1419","BORCS7","BORCS7"
"1420","BORCS8","BORCS8"
"1421","BPGM","BPGM"
"1422","BPHL","BPHL"
"1423","BPI","BPI"
"1424","BPIFA1","BPIFA1"
"1425","BPIFA2","BPIFA2"
"1426","BPIFA3","BPIFA3"
"1427","BPIFB1","BPIFB1"
"1428","BPIFB2","BPIFB2"
"1429","BPIFB3","BPIFB3"
"1430","BPIFB4","BPIFB4"
"1431","BPIFB6","BPIFB6"
"1432","BPIFC","BPIFC"
"1433","BPNT1","BPNT1"
"1434","BPNT2","BPNT2"
"1435","BPTF","BPTF"
"1436","BRAF","BRAF"
"1437","BRAP","BRAP"
"1438","BRAT1","BRAT1"
"1439","BRCA1","BRCA1"
"1440","BRCA2","BRCA2"
"1441","BRCC3","BRCC3"
"1442","BRD1","BRD1"
"1443","BRD2","BRD2"
"1444","BRD3","BRD3"
"1445","BRD4","BRD4"
"1446","BRD7","BRD7"
"1447","BRD8","BRD8"
"1448","BRD9","BRD9"
"1449","BRDT","BRDT"
"1450","BRF1","BRF1"
"1451","BRF2","BRF2"
"1452","BRI3","BRI3"
"1453","BRI3BP","BRI3BP"
"1454","BRICD5","BRICD5"
"1455","BRINP1","BRINP1"
"1456","BRINP2","BRINP2"
"1457","BRINP3","BRINP3"
"1458","BRIP1","BRIP1"
"1459","BRIX1","BRIX1"
"1460","BRK1","BRK1"
"1461","BRMS1","BRMS1"
"1462","BRMS1L","BRMS1L"
"1463","BROX","BROX"
"1464","BRPF1","BRPF1"
"1465","BRPF3","BRPF3"
"1466","BRS3","BRS3"
"1467","BRSK1","BRSK1"
"1468","BRSK2","BRSK2"
"1469","BRWD1","BRWD1"
"1470","BRWD3","BRWD3"
"1471","BSCL2","BSCL2"
"1472","BSDC1","BSDC1"
"1473","BSN","BSN"
"1474","BSND","BSND"
"1475","BSPH1","BSPH1"
"1476","BSPRY","BSPRY"
"1477","BST1","BST1"
"1478","BST2","BST2"
"1479","BSX","BSX"
"1480","BTAF1","BTAF1"
"1481","BTBD1","BTBD1"
"1482","BTBD10","BTBD10"
"1483","BTBD16","BTBD16"
"1484","BTBD17","BTBD17"
"1485","BTBD18","BTBD18"
"1486","BTBD19","BTBD19"
"1487","BTBD2","BTBD2"
"1488","BTBD3","BTBD3"
"1489","BTBD6","BTBD6"
"1490","BTBD7","BTBD7"
"1491","BTBD8","BTBD8"
"1492","BTBD9","BTBD9"
"1493","BTC","BTC"
"1494","BTD","BTD"
"1495","BTF3","BTF3"
"1496","BTF3L4","BTF3L4"
"1497","BTG1","BTG1"
"1498","BTG2","BTG2"
"1499","BTG3","BTG3"
"1500","BTG4","BTG4"
"1501","BTK","BTK"
"1502","BTN1A1","BTN1A1"
"1503","BTNL2","BTNL2"
"1504","BTNL9","BTNL9"
"1505","BTRC","BTRC"
"1506","BUB1","BUB1"
"1507","BUB1B","BUB1B"
"1508","BUB3","BUB3"
"1509","BUD13","BUD13"
"1510","BUD23","BUD23"
"1511","BUD31","BUD31"
"1512","BVES","BVES"
"1513","BYSL","BYSL"
"1514","BZW1","BZW1"
"1515","BZW2","BZW2"
"1516","C10orf105","C10orf105"
"1517","C10orf53","C10orf53"
"1518","C10orf71","C10orf71"
"1519","C10orf90","C10orf90"
"1520","C11orf42","C11orf42"
"1521","C11orf52","C11orf52"
"1522","C11orf54","C11orf54"
"1523","C11orf58","C11orf58"
"1524","C11orf65","C11orf65"
"1525","C11orf68","C11orf68"
"1526","C11orf71","C11orf71"
"1527","C11orf80","C11orf80"
"1528","C11orf86","C11orf86"
"1529","C11orf87","C11orf87"
"1530","C11orf91","C11orf91"
"1531","C11orf97","C11orf97"
"1532","C11orf98","C11orf98"
"1533","C12orf4","C12orf4"
"1534","C12orf40","C12orf40"
"1535","C12orf43","C12orf43"
"1536","C12orf50","C12orf50"
"1537","C12orf54","C12orf54"
"1538","C12orf56","C12orf56"
"1539","C12orf57","C12orf57"
"1540","C12orf60","C12orf60"
"1541","C12orf75","C12orf75"
"1542","C12orf76","C12orf76"
"1543","C13orf42","C13orf42"
"1544","C13orf46","C13orf46"
"1545","C10orf120","C14H10orf120"
"1546","C14orf119","C14orf119"
"1547","C14orf132","C14orf132"
"1548","C14orf180","C14orf180"
"1549","C14orf28","C14orf28"
"1550","C14orf39","C14orf39"
"1551","C14orf93","C14orf93"
"1552","C15orf39","C15orf39"
"1553","C15orf40","C15orf40"
"1554","C15orf48","C15orf48"
"1555","C15orf61","C15orf61"
"1556","C15orf62","C15orf62"
"1557","C16orf46","C16orf46"
"1558","C16orf74","C16orf74"
"1559","C16orf82","C16orf82"
"1560","C16orf86","C16orf86"
"1561","C16orf87","C16orf87"
"1562","C16orf89","C16orf89"
"1563","C16orf90","C16orf90"
"1564","C16orf92","C16orf92"
"1565","C17orf107","C17orf107"
"1566","C17orf113","C17orf113"
"1567","C17orf114","C17orf114"
"1568","C17orf49","C17orf49"
"1569","C17orf58","C17orf58"
"1570","C17orf67","C17orf67"
"1571","C17orf75","C17orf75"
"1572","C17orf78","C17orf78"
"1573","C17orf80","C17orf80"
"1574","C18orf21","C18orf21"
"1575","C18orf32","C18orf32"
"1576","C18orf54","C18orf54"
"1577","C18orf63","C18orf63"
"1578","C19orf12","C19orf12"
"1579","C19orf25","C19orf25"
"1580","C19orf38","C19orf38"
"1581","C19orf44","C19orf44"
"1582","C19orf47","C19orf47"
"1583","C19orf53","C19orf53"
"1584","C19orf67","C19orf67"
"1585","C19orf81","C19orf81"
"1586","C19orf84","C19orf84"
"1587","C19orf85","C19orf85"
"1588","C1QA","C1QA"
"1589","C1QB","C1QB"
"1590","C1QBP","C1QBP"
"1591","C1QC","C1QC"
"1592","C1QL1","C1QL1"
"1593","C1QL2","C1QL2"
"1594","C1QL3","C1QL3"
"1595","C1QL4","C1QL4"
"1596","C1QTNF1","C1QTNF1"
"1597","C1QTNF12","C1QTNF12"
"1598","C1QTNF2","C1QTNF2"
"1599","C1QTNF3","C1QTNF3"
"1600","C1QTNF4","C1QTNF4"
"1601","C1QTNF5","C1QTNF5"
"1602","C1QTNF6","C1QTNF6"
"1603","C1QTNF7","C1QTNF7"
"1604","C1QTNF8","C1QTNF8"
"1605","C1R","C1R"
"1606","C1RL","C1RL"
"1607","C1S","C1S"
"1608","C1orf105","C1orf105"
"1609","C1orf115","C1orf115"
"1610","C1orf116","C1orf116"
"1611","C1orf122","C1orf122"
"1612","C1orf131","C1orf131"
"1613","C1orf141","C1orf141"
"1614","C1orf146","C1orf146"
"1615","C1orf174","C1orf174"
"1616","C1orf185","C1orf185"
"1617","C1orf198","C1orf198"
"1618","C1orf210","C1orf210"
"1619","C1orf216","C1orf216"
"1620","C1orf232","C1orf232"
"1621","C1orf35","C1orf35"
"1622","C1orf43","C1orf43"
"1623","C1orf52","C1orf52"
"1624","C1orf53","C1orf53"
"1625","C1orf54","C1orf54"
"1626","C1orf56","C1orf56"
"1627","C1orf74","C1orf74"
"1628","C1orf87","C1orf87"
"1629","C1orf94","C1orf94"
"1630","C2","C2"
"1631","C20orf141","C20orf141"
"1632","C20orf202","C20orf202"
"1633","C20orf204","C20orf204"
"1634","C20orf96","C20orf96"
"1635","C21orf140","C21orf140"
"1636","C21orf62","C21orf62"
"1637","C21orf91","C21orf91"
"1638","C22orf15","C22orf15"
"1639","C22orf23","C22orf23"
"1640","C22orf31","C22orf31"
"1641","C22orf39","C22orf39"
"1642","C2CD2","C2CD2"
"1643","C2CD2L","C2CD2L"
"1644","C2CD3","C2CD3"
"1645","C2CD4C","C2CD4C"
"1646","C2CD4D","C2CD4D"
"1647","C2CD5","C2CD5"
"1648","C2orf15","C2orf15"
"1649","C2orf42","C2orf42"
"1650","C2orf49","C2orf49"
"1651","C2orf66","C2orf66"
"1652","C2orf68","C2orf68"
"1653","C2orf69","C2orf69"
"1654","C2orf72","C2orf72"
"1655","C2orf73","C2orf73"
"1656","C2orf74","C2orf74"
"1657","C2orf76","C2orf76"
"1658","C2orf80","C2orf80"
"1659","C2orf81","C2orf81"
"1660","C2orf88","C2orf88"
"1661","C3","C3"
"1662","C3orf18","C3orf18"
"1663","C3orf38","C3orf38"
"1664","C3orf49","C3orf49"
"1665","C3orf52","C3orf52"
"1666","C3orf62","C3orf62"
"1667","C3orf70","C3orf70"
"1668","C3orf80","C3orf80"
"1669","C3orf84","C3orf84"
"1670","C3orf85","C3orf85"
"1671","C4A","C4A"
"1672","C4BPA","C4BPA"
"1673","C4BPB","C4BPB"
"1674","C4orf17","C4orf17"
"1675","C4orf19","C4orf19"
"1676","C4orf3","C4orf3"
"1677","C4orf33","C4orf33"
"1678","C4orf36","C4orf36"
"1679","C4orf46","C4orf46"
"1680","C4orf48","C4orf48"
"1681","C4orf51","C4orf51"
"1682","C4orf54","C4orf54"
"1683","C5","C5"
