"","human_gene","dog_gene"
"852","ARMH3","ARMH3"
"853","ARMH4","ARMH4"
"854","ARMT1","ARMT1"
"855","ARNT","ARNT"
"856","ARNT2","ARNT2"
"857","ARPC1A","ARPC1A"
"858","ARPC1B","ARPC1B"
"859","ARPC2","ARPC2"
"860","ARPC4","ARPC4"
"861","ARPC5","ARPC5"
"862","ARPC5L","ARPC5L"
"863","ARPIN","ARPIN"
"864","ARPP19","ARPP19"
"865","ARPP21","ARPP21"
"866","ARR3","ARR3"
"867","ARRB1","ARRB1"
"868","ARRB2","ARRB2"
"869","ARRDC1","ARRDC1"
"870","ARRDC2","ARRDC2"
"871","ARRDC3","ARRDC3"
"872","ARRDC5","ARRDC5"
"873","ARSA","ARSA"
"874","ARSB","ARSB"
"875","ARSF","ARSF"
"876","ARSG","ARSG"
"877","ARSH","ARSH"
"878","ARSI","ARSI"
"879","ARSJ","ARSJ"
"880","ARSK","ARSK"
"881","ARSD","ARSL"
"882","ART3","ART3"
"883","ART4","ART4"
"884","ARV1","ARV1"
"885","ARVCF","ARVCF"
"886","ARX","ARX"
"887","ASAH2B","ASAH2"
"888","ASAP1","ASAP1"
"889","ASAP2","ASAP2"
"890","ASAP3","ASAP3"
"891","ASB1","ASB1"
"892","ASB10","ASB10"
"893","ASB11","ASB11"
"894","ASB12","ASB12"
"895","ASB14","ASB14"
"896","ASB16","ASB16"
"897","ASB17","ASB17"
"898","ASB18","ASB18"
"899","ASB2","ASB2"
"900","ASB3","ASB3"
"901","ASB4","ASB4"
"902","ASB5","ASB5"
"903","ASB6","ASB6"
"904","ASB7","ASB7"
"905","ASB8","ASB8"
"906","ASB9","ASB9"
"907","ASCC1","ASCC1"
"908","ASCC2","ASCC2"
"909","ASCC3","ASCC3"
"910","ASCL1","ASCL1"
"911","ASCL2","ASCL2"
"912","ASCL5","ASCL5"
"913","ASDURF","ASDURF"
"914","ASF1A","ASF1A"
"915","ASF1B","ASF1B"
"916","ASGR1","ASGR1"
"917","ASGR2","ASGR2"
"918","ASH1L","ASH1L"
"919","ASH2L","ASH2L"
"920","ASIC1","ASIC1"
"921","ASIC2","ASIC2"
"922","ASIC3","ASIC3"
"923","ASIC4","ASIC4"
"924","ASIC5","ASIC5"
"925","ASIP","ASIP"
"926","ASL","ASL"
"927","ASMT","ASMT"
"928","ASMTL","ASMTL"
"929","ASNS","ASNS"
"930","ASNSD1","ASNSD1"
"931","ASPA","ASPA"
"932","ASPDH","ASPDH"
"933","ASPH","ASPH"
"934","ASPHD1","ASPHD1"
"935","ASPHD2","ASPHD2"
"936","ASPM","ASPM"
"937","ASPN","ASPN"
"938","ASPSCR1","ASPSCR1"
"939","ASS1","ASS1"
"940","ASTE1","ASTE1"
"941","ASTL","ASTL"
"942","ASTN1","ASTN1"
"943","ASTN2","ASTN2"
"944","ASXL1","ASXL1"
"945","ASXL2","ASXL2"
"946","ASXL3","ASXL3"
"947","ASZ1","ASZ1"
"948","ATAD1","ATAD1"
"949","ATAD2","ATAD2"
"950","ATAD2B","ATAD2B"
"951","ATAD3A","ATAD3A"
"952","ATAD5","ATAD5"
"953","ATAT1","ATAT1"
"954","ATCAY","ATCAY"
"955","ATE1","ATE1"
"956","ATF1","ATF1"
"957","ATF2","ATF2"
"958","ATF3","ATF3"
"959","ATF4","ATF4"
"960","ATF5","ATF5"
"961","ATF6","ATF6"
"962","ATF6B","ATF6B"
"963","ATF7","ATF7"
"964","ATF7IP","ATF7IP"
"965","ATF7IP2","ATF7IP2"
"966","ATG101","ATG101"
"967","ATG12","ATG12"
"968","ATG13","ATG13"
"969","ATG14","ATG14"
"970","ATG16L1","ATG16L1"
"971","ATG16L2","ATG16L2"
"972","ATG2A","ATG2A"
"973","ATG2B","ATG2B"
"974","ATG3","ATG3"
"975","ATG4A","ATG4A"
"976","ATG4B","ATG4B"
"977","ATG4C","ATG4C"
"978","ATG4D","ATG4D"
"979","ATG5","ATG5"
"980","ATG7","ATG7"
"981","ATG9A","ATG9A"
"982","ATG9B","ATG9B"
"983","ATIC","ATIC"
"984","ATL1","ATL1"
"985","ATL2","ATL2"
"986","ATL3","ATL3"
"987","ATM","ATM"
"988","ATMIN","ATMIN"
"989","ATN1","ATN1"
"990","ATOH1","ATOH1"
"991","ATOH7","ATOH7"
"992","ATOH8","ATOH8"
"993","ATOX1","ATOX1"
"994","ATP10A","ATP10A"
"995","ATP10B","ATP10B"
"996","ATP10D","ATP10D"
"997","ATP11A","ATP11A"
"998","ATP11B","ATP11B"
"999","ATP11C","ATP11C"
"1000","ATP12A","ATP12A"
"1001","ATP13A1","ATP13A1"
"1002","ATP13A2","ATP13A2"
"1003","ATP13A3","ATP13A3"
"1004","ATP13A5","ATP13A5"
"1005","ATP1A1","ATP1A1"
"1006","ATP1A3","ATP1A3"
"1007","ATP1A2","ATP1A4"
"1008","ATP1B1","ATP1B1"
"1009","ATP1B2","ATP1B2"
"1010","ATP1B3","ATP1B3"
"1011","ATP1B4","ATP1B4"
"1012","ATP23","ATP23"
"1013","ATP2A1","ATP2A1"
"1014","ATP2A2","ATP2A2"
"1015","ATP2A3","ATP2A3"
"1016","ATP2B1","ATP2B1"
"1017","ATP2B2","ATP2B2"
"1018","ATP2B3","ATP2B3"
"1019","ATP2B4","ATP2B4"
"1020","ATP2C1","ATP2C1"
"1021","ATP2C2","ATP2C2"
"1022","ATP4A","ATP4A"
"1023","ATP4B","ATP4B"
"1024","ATP5F1A","ATP5F1A"
"1025","ATP5F1B","ATP5F1B"
"1026","ATP5F1C","ATP5F1C"
"1027","ATP5F1D","ATP5F1D"
"1028","ATP5F1E","ATP5F1E"
"1029","ATP5IF1","ATP5IF1"
"1030","ATP5MF","ATP5J2"
"1031","ATP5MC3","ATP5MC3"
"1032","ATP5MK","ATP5MD"
"1033","UBE4A","ATP5MG"
"1034","ATP5MJ","ATP5MJ"
"1035","ATP5PO","ATP5O"
"1036","ATP6AP1","ATP6AP1"
"1037","ATP6AP2","ATP6AP2"
"1038","ATP6V0A1","ATP6V0A1"
"1039","ATP6V0A2","ATP6V0A2"
"1040","ATP6V0A4","ATP6V0A4"
"1041","ATP6V0B","ATP6V0B"
"1042","ATP6V0C","ATP6V0C"
"1043","ATP6V0D1","ATP6V0D1"
"1044","ATP6V0D2","ATP6V0D2"
"1045","ATP6V0E1","ATP6V0E1"
"1046","ATP6V1A","ATP6V1A"
"1047","ATP6V1B1","ATP6V1B1"
"1048","ATP6V1B2","ATP6V1B2"
"1049","ATP6V1C1","ATP6V1C1"
"1050","ATP6V1C2","ATP6V1C2"
"1051","ATP6V1D","ATP6V1D"
"1052","ATP6V1E2","ATP6V1E2"
"1053","ATP6V1F","ATP6V1F"
"1054","SPMIP1","ATP6V1FNB"
"1055","ATP6V1G3","ATP6V1G3"
"1056","ATP6V1H","ATP6V1H"
"1057","ATP7A","ATP7A"
"1058","ATP7B","ATP7B"
"1059","ATP8A1","ATP8A1"
"1060","ATP8A2","ATP8A2"
"1061","ATP8B1","ATP8B1"
"1062","ATP8B2","ATP8B2"
"1063","ATP8B4","ATP8B4"
"1064","ATP9A","ATP9A"
"1065","ATP9B","ATP9B"
"1066","ATPAF1","ATPAF1"
"1067","ATPAF2","ATPAF2"
"1068","ATPSCKMT","ATPSCKMT"
"1069","ATR","ATR"
"1070","ATRAID","ATRAID"
"1071","ATRIP","ATRIP"
"1072","ATRN","ATRN"
"1073","ATRNL1","ATRNL1"
"1074","ATRX","ATRX"
"1075","ATXN1","ATXN1"
"1076","ATXN10","ATXN10"
"1077","ATXN1L","ATXN1L"
"1078","ATXN2","ATXN2"
"1079","ATXN2L","ATXN2L"
"1080","ATXN3","ATXN3"
"1081","ATXN7","ATXN7"
"1082","ATXN7L1","ATXN7L1"
"1083","ATXN7L2","ATXN7L2"
"1084","ATXN7L3","ATXN7L3"
"1085","ATXN7L3B","ATXN7L3B"
"1086","AUH","AUH"
"1087","AUNIP","AUNIP"
"1088","AUP1","AUP1"
"1089","AURKA","AURKA"
"1090","AURKAIP1","AURKAIP1"
"1091","AURKB","AURKB"
"1092","AURKC","AURKC"
"1093","AUTS2","AUTS2"
"1094","AVIL","AVIL"
"1095","AVL9","AVL9"
"1096","AVP","AVP"
"1097","AVPI1","AVPI1"
"1098","AVPR1A","AVPR1A"
"1099","AVPR1B","AVPR1B"
"1100","AVPR2","AVPR2"
"1101","AWAT1","AWAT1"
"1102","AWAT2","AWAT2"
"1103","AXDND1","AXDND1"
"1104","AXIN1","AXIN1"
"1105","AXIN2","AXIN2"
"1106","AXL","AXL"
"1107","AZGP1","AZGP1"
"1108","AZI2","AZI2"
"1109","AZIN1","AZIN1"
"1110","AZIN2","AZIN2"
"1111","B2M","B2M"
"1112","B3GALNT1","B3GALNT1"
"1113","B3GALNT2","B3GALNT2"
"1114","B3GALT2","B3GALT2"
"1115","B3GALT4","B3GALT4"
"1116","B3GALT5","B3GALT5"
"1117","B3GALT6","B3GALT6"
"1118","B3GAT1","B3GAT1"
"1119","B3GAT2","B3GAT2"
"1120","B3GAT3","B3GAT3"
"1121","B3GLCT","B3GLCT"
"1122","B3GNT2","B3GNT2"
"1123","B3GNT3","B3GNT3"
"1124","B3GNT4","B3GNT4"
"1125","B3GNT6","B3GNT6"
"1126","B3GNT7","B3GNT7"
"1127","B3GNT8","B3GNT8"
"1128","B3GNT9","B3GNT9"
"1129","B4GALNT1","B4GALNT1"
"1130","B4GALNT2","B4GALNT2"
"1131","B4GALNT3","B4GALNT3"
"1132","B4GALNT4","B4GALNT4"
"1133","B4GALT1","B4GALT1"
"1134","B4GALT2","B4GALT2"
"1135","B4GALT3","B4GALT3"
"1136","B4GALT4","B4GALT4"
"1137","B4GALT5","B4GALT5"
"1138","B4GALT6","B4GALT6"
"1139","B4GAT1","B4GAT1"
"1140","BAALC","BAALC"
"1141","BAAT","BAAT"
"1142","BABAM1","BABAM1"
"1143","BABAM2","BABAM2"
"1144","BACE1","BACE1"
"1145","BACE2","BACE2"
"1146","BACH1","BACH1"
"1147","BACH2","BACH2"
"1148","BAD","BAD"
"1149","BAG1","BAG1"
"1150","BAG2","BAG2"
"1151","BAG3","BAG3"
"1152","BAG5","BAG5"
"1153","BAG6","BAG6"
"1154","BAHCC1","BAHCC1"
"1155","BAHD1","BAHD1"
"1156","BAIAP2","BAIAP2"
"1157","BAIAP2L1","BAIAP2L1"
"1158","BAIAP2L2","BAIAP2L2"
"1159","BAK1","BAK1"
"1160","BAMBI","BAMBI"
"1161","BANF1","BANF1"
"1162","BANF2","BANF2"
"1163","BANK1","BANK1"
"1164","BANP","BANP"
"1165","BARHL1","BARHL1"
"1166","BARHL2","BARHL2"
"1167","BARX1","BARX1"
"1168","BARX2","BARX2"
"1169","BASP1","BASP1"
"1170","BATF","BATF"
"1171","BATF2","BATF2"
"1172","BATF3","BATF3"
"1173","BAX","BAX"
"1174","BAZ1A","BAZ1A"
"1175","BAZ1B","BAZ1B"
"1176","BAZ2B","BAZ2B"
"1177","BBC3","BBC3"
"1178","BBIP1","BBIP1"
"1179","BBOF1","BBOF1"
"1180","BBS1","BBS1"
"1181","BBS12","BBS12"
"1182","BBS2","BBS2"
"1183","BBS5","BBS5"
"1184","BBS7","BBS7"
"1185","BBS9","BBS9"
"1186","BBX","BBX"
"1187","BCAM","BCAM"
"1188","BCAN","BCAN"
"1189","BCAP29","BCAP29"
"1190","BCAP31","BCAP31"
"1191","BCAR1","BCAR1"
"1192","BCAR3","BCAR3"
"1193","BCAS1","BCAS1"
"1194","BCAS2","BCAS2"
"1195","BCAS3","BCAS3"
"1196","BCAT1","BCAT1"
"1197","BCAT2","BCAT2"
"1198","BCCIP","BCCIP"
"1199","BCDIN3D","BCDIN3D"
"1200","BCHE","BCHE"
"1201","BCKDK","BCKDK"
"1202","BCL10","BCL10"
"1203","BCL11A","BCL11A"
"1204","BCL11B","BCL11B"
"1205","BCL2","BCL2"
"1206","BCL2L1","BCL2L1"
"1207","BCL2L12","BCL2L12"
"1208","BCL2L13","BCL2L13"
"1209","BCL2L14","BCL2L14"
"1210","BCL2L15","BCL2L15"
"1211","BCL3","BCL3"
"1212","BCL6","BCL6"
"1213","BCL6B","BCL6B"
"1214","BCL7A","BCL7A"
"1215","BCL7B","BCL7B"
"1216","BCL7C","BCL7C"
"1217","BCL9","BCL9"
"1218","BCL9L","BCL9L"
"1219","BCLAF1","BCLAF1"
"1220","BCLAF3","BCLAF3"
"1221","BCO1","BCO1"
"1222","BCO2","BCO2"
"1223","BCS1L","BCS1L"
"1224","BDH2","BDH2"
"1225","BDKRB1","BDKRB1"
"1226","BDKRB2","BDKRB2"
"1227","BDNF","BDNF"
"1228","BEAN1","BEAN1"
"1229","BECN1","BECN1"
"1230","BECN2","BECN2"
"1231","BEGAIN","BEGAIN"
"1232","BEND3","BEND3"
"1233","BEND4","BEND4"
"1234","BEND6","BEND6"
"1235","BEST1","BEST1"
"1236","BEST2","BEST2"
"1237","BEST3","BEST3"
"1238","BEST4","BEST4"
"1239","BET1","BET1"
"1240","BET1L","BET1L"
"1241","BEX4","BEX4"
"1242","BEX5","BEX5"
"1243","BFAR","BFAR"
"1244","BFSP1","BFSP1"
"1245","BFSP2","BFSP2"
"1246","BGLAP","BGLAP"
"1247","BGN","BGN"
"1248","ARMCX5-GPRASP2","BHLHB9"
"1249","BHLHE22","BHLHE22"
"1250","BHLHE23","BHLHE23"
"1251","BHLHE40","BHLHE40"
"1252","BHLHE41","BHLHE41"
"1253","BHMT","BHMT"
"1254","BHMT2","BHMT2"
"1255","BICC1","BICC1"
"1256","BICD2","BICD2"
"1257","BICDL1","BICDL1"
"1258","BICDL2","BICDL2"
"1259","BICRA","BICRA"
"1260","BICRAL","BICRAL"
"1261","BID","BID"
"1262","BIN1","BIN1"
"1263","BIN2","BIN2"
"1264","BIN3","BIN3"
"1265","BIRC2","BIRC2"
"1266","BIRC3","BIRC3"
"1267","AFMID","BIRC5"
"1268","BIRC7","BIRC7"
"1269","BIVM","BIVM"
"1270","BLCAP","BLCAP"
"1271","BLK","BLK"
"1272","BLM","BLM"
"1273","BLMH","BLMH"
"1274","BLNK","BLNK"
"1275","BLOC1S1","BLOC1S1"
"1276","BLOC1S2","BLOC1S2"
"1277","BLOC1S3","BLOC1S3"
"1278","BLOC1S4","BLOC1S4"
"1279","BLOC1S5","BLOC1S5"
"1280","BLTP1","BLTP1"
"1281","BLTP2","BLTP2"
"1282","BLTP3A","BLTP3A"
"1283","BLTP3B","BLTP3B"
"1284","BLVRA","BLVRA"
"1285","BLVRB","BLVRB"
"1286","BLZF1","BLZF1"
"1287","BMAL1","BMAL1"
"1288","BMERB1","BMERB1"
"1289","BMF","BMF"
"1290","BMP1","BMP1"
"1291","BMP10","BMP10"
"1292","BMP15","BMP15"
"1293","BMP2","BMP2"
"1294","BMP2K","BMP2K"
"1295","BMP3","BMP3"
"1296","BMP4","BMP4"
"1297","BMP5","BMP5"
"1298","BMP6","BMP6"
"1299","BMP7","BMP7"
"1300","BMPER","BMPER"
"1301","BMPR1A","BMPR1A"
"1302","BMPR1B","BMPR1B"
"1303","BMPR2","BMPR2"
"1304","BMT2","BMT2"
"1305","BMX","BMX"
"1306","BNC1","BNC1"
"1307","BNC2","BNC2"
"1308","BNIP1","BNIP1"
"1309","BNIP2","BNIP2"
"1310","BNIP3","BNIP3"
"1311","BNIP5","BNIP5"
"1312","BNIPL","BNIPL"
"1313","BOC","BOC"
"1314","BOD1L1","BOD1L1"
"1315","BOLA3","BOLA3"
"1316","BOLL","BOLL"
"1317","BOP1","BOP1"
"1318","BORA","BORA"
"1319","BORCS5","BORCS5"
"1320","BORCS6","BORCS6"
"1321","BORCS8","BORCS8"
"1322","BPGM","BPGM"
"1323","BPHL","BPHL"
"1324","BPI","BPI"
"1325","BPIFA1","BPIFA1"
"1326","BPIFA2","BPIFA2"
"1327","BPIFA3","BPIFA3"
"1328","BPIFB1","BPIFB1"
"1329","BPIFB2","BPIFB2"
"1330","BPIFB3","BPIFB3"
"1331","BPIFB4","BPIFB4"
"1332","BPIFB6","BPIFB6"
"1333","BPIFC","BPIFC"
"1334","BPNT1","BPNT1"
"1335","BPTF","BPTF"
"1336","BRAF","BRAF"
"1337","BRAP","BRAP"
"1338","BRCA1","BRCA1"
"1339","BRD1","BRD1"
"1340","BRD2","BRD2"
"1341","BRD3","BRD3"
"1342","BRD7","BRD7"
"1343","BRD8","BRD8"
"1344","BRD9","BRD9"
"1345","BRDT","BRDT"
"1346","BRF1","BRF1"
"1347","BRF2","BRF2"
"1348","BRI3","BRI3"
"1349","BRI3BP","BRI3BP"
"1350","BRICD5","BRICD5"
"1351","BRINP1","BRINP1"
"1352","BRINP2","BRINP2"
"1353","BRINP3","BRINP3"
"1354","BRIP1","BRIP1"
"1355","BRIX1","BRIX1"
"1356","BRMS1L","BRMS1L"
"1357","BROX","BROX"
"1358","BRPF1","BRPF1"
"1359","BRPF3","BRPF3"
"1360","BRS3","BRS3"
"1361","BRSK1","BRSK1"
"1362","BRSK2","BRSK2"
"1363","BRWD1","BRWD1"
"1364","BRWD3","BRWD3"
"1365","BSCL2","BSCL2"
"1366","BSDC1","BSDC1"
"1367","BSN","BSN"
"1368","BSND","BSND"
"1369","BSPRY","BSPRY"
"1370","BST1","BST1"
"1371","BSX","BSX"
"1372","BTAF1","BTAF1"
"1373","BTBD1","BTBD1"
"1374","BTBD10","BTBD10"
"1375","ABTB3","BTBD11"
"1376","BTBD16","BTBD16"
"1377","BTBD17","BTBD17"
"1378","BTBD18","BTBD18"
"1379","BTBD19","BTBD19"
"1380","BTBD2","BTBD2"
"1381","BTBD3","BTBD3"
"1382","BTBD6","BTBD6"
"1383","BTBD7","BTBD7"
"1384","BTBD8","BTBD8"
"1385","BTBD9","BTBD9"
"1386","BTC","BTC"
"1387","BTD","BTD"
"1388","BTF3","BTF3"
"1389","BTF3L4","BTF3L4"
"1390","BTG1","BTG1"
"1391","BTG2","BTG2"
"1392","BTG3","BTG3"
"1393","BTG4","BTG4"
"1394","BTK","BTK"
"1395","BTLA","BTLA"
"1396","BTNL2","BTNL2"
"1397","BTNL9","BTNL9"
"1398","BTRC","BTRC"
"1399","BUB1","BUB1"
"1400","BUB1B","BUB1B"
"1401","BUD13","BUD13"
"1402","BUD23","BUD23"
"1403","BUD31","BUD31"
"1404","BVES","BVES"
"1405","BYSL","BYSL"
"1406","BZW2","BZW2"
"1407","C12orf56","C10H12orf56"
"1408","KICS2","C10H12orf66"
"1409","C2orf42","C10H2orf42"
"1410","C2orf49","C10H2orf49"
"1411","C2orf92","C10H2orf92"
"1412","C10orf105","C10orf105"
"1413","C10orf120","C10orf120"
"1414","C10orf62","C10orf62"
"1415","C10orf71","C10orf71"
"1416","C10orf90","C10orf90"
"1417","C5orf63","C11H5orf63"
"1418","SPMIP6","C11H9orf24"
"1419","C11orf16","C11orf16"
"1420","C11orf52","C11orf52"
"1421","C11orf54","C11orf54"
"1422","C11orf68","C11orf68"
"1423","C11orf71","C11orf71"
"1424","C11orf86","C11orf86"
"1425","C11orf87","C11orf87"
"1426","C6orf163","C12H6orf163"
"1427","C6orf89","C12H6orf89"
"1428","C12orf4","C12orf4"
"1429","C12orf43","C12orf43"
"1430","C12orf57","C12orf57"
"1431","C12orf60","C12orf60"
"1432","C8orf76","C13H8orf76"
"1433","SPMIP4","C14H7orf31"
"1434","C14orf39","C14orf39"
"1435","RLIG1","C15H12orf29"
"1436","C12orf50","C15H12orf50"
"1437","C16orf87","C15H16orf87"
"1438","AIRIM","C15H1orf109"
"1439","C1orf122","C15H1orf122"
"1440","C1orf210","C15H1orf210"
"1441","C1orf216","C15H1orf216"
"1442","C1orf50","C15H1orf50"
"1443","C4orf46","C15H4orf46"
"1444","C15orf39","C15orf39"
"1445","C15orf61","C15orf61"
"1446","CFAP96","C16H4orf47"
"1447","C16orf46","C16orf46"
"1448","C16orf54","C16orf54"
"1449","C16orf86","C16orf86"
"1450","C16orf89","C16orf89"
"1451","C16orf90","C16orf90"
"1452","C16orf92","C16orf92"
"1453","C2orf68","C17H2orf68"
"1454","C2orf81","C17H2orf81"
"1455","C17orf113","C17orf113"
"1456","C17orf114","C17orf114"
"1457","C17orf50","C17orf50"
"1458","C17orf58","C17orf58"
"1459","C17orf67","C17orf67"
"1460","C17orf75","C17orf75"
"1461","C17orf80","C17orf80"
"1462","C17orf99","C17orf99"
"1463","IFTAP","C18H11orf74"
"1464","C11orf91","C18H11orf91"
"1465","FREY1","C18H11orf94"
"1466","LBHD1","C18H11orf98"
"1467","C7orf25","C18H7orf25"
"1468","C18orf63","C18orf63"
"1469","C19orf12","C19orf12"
"1470","C19orf44","C19orf44"
"1471","C19orf47","C19orf47"
"1472","C19orf67","C19orf67"
"1473","C19orf81","C19orf81"
"1474","C19orf85","C19orf85"
"1475","C1GALT1C1","C1GALT1C1"
"1476","C19orf18","C1H19orf18"
"1477","C19orf84","C1H19orf84"
"1478","C6orf58","C1H6orf58"
"1479","C9orf40","C1H9orf40"
"1480","QNG1","C1H9orf64"
"1481","C1QA","C1QA"
"1482","C1QB","C1QB"
"1483","C1QC","C1QC"
"1484","C1QL1","C1QL1"
"1485","C1QL2","C1QL2"
"1486","C1QL3","C1QL3"
"1487","C1QL4","C1QL4"
"1488","C1QTNF1","C1QTNF1"
"1489","C1QTNF2","C1QTNF2"
"1490","C1QTNF3","C1QTNF3"
"1491","C1QTNF5","C1QTNF5"
"1492","C1QTNF6","C1QTNF6"
"1493","C1QTNF7","C1QTNF7"
"1494","C1R","C1R"
"1495","C1RL","C1RL"
"1496","C1S","C1S"
"1497","C1orf141","C1orf141"
"1498","C1orf185","C1orf185"
"1499","C1orf35","C1orf35"
"1500","C1orf53","C1orf53"
"1501","C1orf54","C1orf54"
"1502","C1orf56","C1orf56"
"1503","C1orf94","C1orf94"
"1504","C2","C2"
"1505","C19orf25","C20H19orf25"
"1506","C19orf38","C20H19orf38"
"1507","C19orf53","C20H19orf53"
"1508","TEKTIP1","C20H19orf71"
"1509","C3orf18","C20H3orf18"
"1510","C3orf49","C20H3orf49"
"1511","C3orf84","C20H3orf84"
"1512","C20orf141","C20orf141"
"1513","C20orf202","C20orf202"
"1514","C11orf42","C21H11orf42"
"1515","DNAAF9","C24H20orf194"
"1516","C20orf204","C24H20orf204"
"1517","ADISSP","C24H20orf27"
"1518","CIMIP1","C24H20orf85"
"1519","C20orf96","C24H20orf96"
"1520","SPRING1","C26H12orf49"
"1521","C22orf15","C26H22orf15"
"1522","C22orf31","C26H22orf31"
"1523","C22orf39","C26H22orf39"
"1524","MYG1","C27H12orf10"
"1525","C12orf54","C27H12orf54"
"1526","C10orf53","C28H10orf53"
"1527","SPMIP5","C28H10orf82"
"1528","C10orf95","C28H10orf95"
"1529","C8orf34","C29H8orf34"
"1530","C8orf89","C29H8orf89"
"1531","C2CD2","C2CD2"
"1532","C2CD2L","C2CD2L"
"1533","C2CD3","C2CD3"
"1534","C2CD4C","C2CD4C"
"1535","C2CD5","C2CD5"
"1536","C2CD6","C2CD6"
"1537","C10orf67","C2H10orf67"
"1538","C16orf78","C2H16orf78"
"1539","C1orf232","C2H1orf232"
"1540","C5orf46","C2H5orf46"
"1541","C2orf50","C2orf50"
"1542","C2orf69","C2orf69"
"1543","C2orf72","C2orf72"
"1544","C2orf74","C2orf74"
"1545","C2orf76","C2orf76"
"1546","C2orf78","C2orf78"
"1547","C3","C3"
"1548","C21orf62","C31H21orf62"
"1549","C21orf91","C31H21orf91"
"1550","C4orf17","C32H4orf17"
"1551","C3orf38","C33H3orf38"
"1552","C3orf85","C33H3orf85"
"1553","C3orf70","C34H3orf70"
"1554","C6orf62","C35H6orf62"
"1555","C2orf66","C37H2orf66"
"1556","C2orf80","C37H2orf80"
"1557","C3AR1","C3AR1"
"1558","HOMER2","C3H15orf40"
"1559","C4orf48","C3H4orf48"
"1560","C3orf20","C3orf20"
"1561","C3orf22","C3orf22"
"1562","C3orf33","C3orf33"
"1563","C3orf52","C3orf52"
"1564","C3orf62","C3orf62"
"1565","C3orf80","C3orf80"
"1566","C4BPA","C4BPA"
"1567","C4BPB","C4BPB"
"1568","C1orf131","C4H1orf131"
"1569","C4orf33","C4orf33"
"1570","C4orf36","C4orf36"
"1571","C4orf50","C4orf50"
"1572","C4orf54","C4orf54"
"1573","C5","C5"
"1574","C5AR1","C5AR1"
"1575","C5AR2","C5AR2"
"1576","C11orf65","C5H11orf65"
"1577","HOATZ","C5H11orf88"
"1578","C16orf74","C5H16orf74"
"1579","C17orf49","C5H17orf49"
"1580","C1orf174","C5H1orf174"
"1581","C1orf87","C5H1orf87"
"1582","C5orf15","C5orf15"
"1583","C5orf22","C5orf22"
"1584","C5orf24","C5orf24"
"1585","C5orf34","C5orf34"
"1586","C5orf47","C5orf47"
"1587","C5orf58","C5orf58"
"1588","C6","C6"
"1589","C16orf82","C6H16orf82"
"1590","UQCC4","C6H16orf91"
"1591","C16orf96","C6H16orf96"
"1592","C1orf146","C6H1orf146"
"1593","CFAP276","C6H1orf194"
"1594","C1orf52","C6H1orf52"
"1595","INTS15","C6H7orf26"
"1596","C6orf118","C6orf118"
"1597","C6orf132","C6orf132"
"1598","C6orf136","C6orf136"
"1599","C6orf15","C6orf15"
"1600","C6orf47","C6orf47"
"1601","C7","C7"
"1602","C18orf21","C7H18orf21"
"1603","ARK2N","C7H18orf25"
"1604","C18orf32","C7H18orf32"
"1605","SPMIP3","C7H1orf100"
"1606","C1orf105","C7H1orf105"
"1607","FIRRM","C7H1orf112"
"1608","C1orf21","C7H1orf21"
"1609","C1orf43","C7H1orf43"
"1610","C1orf74","C7H1orf74"
"1611","C7orf50","C7orf50"
"1612","C7orf57","C7orf57"
"1613","C8A","C8A"
"1614","C8B","C8B"
"1615","C8G","C8G"
"1616","C14orf119","C8H14orf119"
"1617","C14orf180","C8H14orf180"
"1618","C14orf28","C8H14orf28"
"1619","C14orf93","C8H14orf93"
"1620","C8orf33","C8orf33"
"1621","C8orf58","C8orf58"
"1622","C8orf74","C8orf74"
"1623","C8orf82","C8orf82"
"1624","C8orf88","C8orf88"
"1625","C9","C9"
"1626","SPMAP1","C9H17orf98"
"1627","BBLN","C9H9orf16"
"1628","C9orf50","C9H9orf50"
"1629","C9orf78","C9H9orf78"
"1630","C9orf152","C9orf152"
"1631","C9orf153","C9orf153"
"1632","C9orf72","C9orf72"
"1633","C9orf85","C9orf85"
"1634","CA1","CA1"
"1635","CA10","CA10"
"1636","CA11","CA11"
"1637","CA12","CA12"
"1638","CA13","CA13"
"1639","CA14","CA14"
"1640","CA2","CA2"
"1641","CA3","CA3"
"1642","CA4","CA4"
"1643","CA5A","CA5A"
"1644","CA6","CA6"
"1645","CA8","CA8"
"1646","CA9","CA9"
"1647","CAAP1","CAAP1"
"1648","CAB39","CAB39"
"1649","CAB39L","CAB39L"
"1650","CABCOCO1","CABCOCO1"
"1651","CABIN1","CABIN1"
"1652","CABLES1","CABLES1"
"1653","CABLES2","CABLES2"
"1654","CABP1","CABP1"
"1655","CABP2","CABP2"
"1656","CABP4","CABP4"
"1657","CABP5","CABP5"
"1658","CABP7","CABP7"
"1659","CABS1","CABS1"
"1660","CABYR","CABYR"
"1661","CACFD1","CACFD1"
"1662","CACHD1","CACHD1"
"1663","CACNA1A","CACNA1A"
"1664","CACNA1D","CACNA1D"
"1665","CACNA1E","CACNA1E"
"1666","CACNA1F","CACNA1F"
"1667","CACNA1G","CACNA1G"
"1668","CACNA1H","CACNA1H"
"1669","CACNA1I","CACNA1I"
"1670","TMEM9","CACNA1S"
"1671","CACNA2D1","CACNA2D1"
"1672","CACNA2D2","CACNA2D2"
"1673","CACNA2D3","CACNA2D3"
"1674","CACNA2D4","CACNA2D4"
"1675","CACNB1","CACNB1"
