"","human_gene","fruit_fly_gene"
"3528","IFT20","IFT20"
"3529","IFT46","IFT46"
"3530","IFT52","IFT52"
"3531","TRAF3IP1","IFT54"
"3532","IFT57","IFT57"
"3533","IKBKB","IKKbeta"
"3534","IKBKE","IKKepsilon"
"3535","INPP5E","INPP5E"
"3536","ITPKA","IP3K1"
"3537","BAIAP2","IRSp53"
"3538","IDE","Ide"
"3539","CHI3L1","Idgf1"
"3540","CHI3L1","Idgf2"
"3541","CHI3L1","Idgf3"
"3542","CHI3L1","Idgf4"
"3543","CHI3L1","Idgf5"
"3544","CHI3L1","Idgf6"
"3545","IDH1","Idh"
"3546","IDH3A","Idh3a"
"3547","IDH3B","Idh3b"
"3548","IDI1","Idi"
"3549","IDS","Ids"
"3550","IDUA","Idua"
"3551","IFRD2","Ifrd1"
"3552","HCN3","Ih"
"3553","IARS1","IleRS"
"3554","IARS2","IleRS-m"
"3555","ILK","Ilk"
"3556","DEPDC5","Iml1"
"3557","IGF2BP1","Imp"
"3558","IPO11","Impbeta11"
"3559","SLC13A5","Indy"
"3560","SLC13A5","Indy-2"
"3561","ING3","Ing3"
"3562","ING5","Ing5"
"3563","INO80","Ino80"
"3564","ISYNA1","Inos"
"3565","INTS1","IntS1"
"3566","INTS10","IntS10"
"3567","INTS11","IntS11"
"3568","INTS12","IntS12"
"3569","INTS14","IntS14"
"3570","INTS2","IntS2"
"3571","INTS3","IntS3"
"3572","INTS4","IntS4"
"3573","INTS6","IntS6"
"3574","INTS8","IntS8"
"3575","INTS9","IntS9"
"3576","LMLN","Invadolysin"
"3577","NSA2","Ip259"
"3578","ITPKA","Ip6k"
"3579","IPPK","Ipk1"
"3580","IPMK","Ipk2"
"3581","IPO9","Ipo9"
"3582","INPP1","Ipp"
"3583","GRIK2","Ir25a"
"3584","GRIA2","Ir40a"
"3585","GRIA4","Ir41a"
"3586","GRIK3","Ir60a"
"3587","GRIA4","Ir64a"
"3588","GRIA2","Ir68a"
"3589","GRIK5","Ir68b"
"3590","GRIA3","Ir75a"
"3591","GRIA4","Ir75b"
"3592","GRIK2","Ir75c"
"3593","GRIA3","Ir75d"
"3594","GRIA2","Ir76a"
"3595","GRIA4","Ir76b"
"3596","GRIK5","Ir7b"
"3597","GRIK3","Ir7c"
"3598","GRIK2","Ir7e"
"3599","GRIN1","Ir7f"
"3600","GRIA2","Ir7g"
"3601","GRIK2","Ir84a"
"3602","GRIA4","Ir85a"
"3603","GRIA2","Ir92a"
"3604","GRIA4","Ir93a"
"3605","GRIA4","Ir94d"
"3606","XRCC6","Irbp"
"3607","ERN2","Ire1"
"3608","KCNJ12","Irk1"
"3609","KCNJ12","Irk2"
"3610","KCNJ11","Irk3"
"3611","ISCU","IscU"
"3612","IST1","Ist1"
"3613","SMARCA1","Iswi"
"3614","ITGA8","ItgaPS4"
"3615","ITGA5","ItgaPS5"
"3616","ITGBL1","Itgbn"
"3617","IYD","Iyd"
"3618","RPS6KA5","JIL-1"
"3619","JMJD4","JMJD4"
"3620","KDM8","JMJD5"
"3621","JMJD6","JMJD6"
"3622","JMJD7","JMJD7"
"3623","JTB","JTBR"
"3624","ATP1A1","JYalpha"
"3625","PRDX4","Jafrac2"
"3626","JARID2","Jarid2"
"3627","CES2","Jhe"
"3628","ACHE","Jhedup"
"3629","EPHX1","Jheh1"
"3630","EPHX1","Jheh2"
"3631","EPHX1","Jheh3"
"3632","JUN","Jra"
"3633","PRAF2","Jwa"
"3634","AFMID","KFase"
"3635","KLHL18","KLHL18"
"3636","ANOS1","Kal1"
"3637","KANK2","Kank"
"3638","KPNA6","Kap-alpha1"
"3639","KPNA3","Kap-alpha3"
"3640","KIFAP3","Kap3"
"3641","IPO5","Karybeta3"
"3642","KATNAL1","Kat60"
"3643","MAEA","Kaz"
"3644","KCMF1","Kcmf1"
"3645","KDELR1","KdelR"
"3646","PHF2","Kdm2"
"3647","KDM3A","Kdm3"
"3648","KDM4C","Kdm4A"
"3649","KDM4C","Kdm4B"
"3650","KDM5B","Kdm5"
"3651","KIF5B","Khc"
"3652","KIF17","Kif3C"
"3653","KLC1","Klc"
"3654","KLF17","Klf15"
"3655","KIF2C","Klp10A"
"3656","KIF12","Klp54D"
"3657","KIF2C","Klp59C"
"3658","KIF2C","Klp59D"
"3659","KIF11","Klp61F"
"3660","KIF3A","Klp64D"
"3661","KIF3B","Klp68D"
"3662","RNF123","Kpc1"
"3663","TMEM33","Kr-h2"
"3664","PACS2","KrT95D"
"3665","KCTD12","Ktl"
"3666","XRCC5","Ku80"
"3667","KYAT3","Kyat"
"3668","L2HGDH","L2HGDH"
"3669","DHCR7","LBR"
"3670","AASS","LKRSDH"
"3671","MAN2B1","LManI"
"3672","MAN2B1","LManII"
"3673","MAN2B1","LManIII"
"3674","MAN2B1","LManIV"
"3675","MAN2B1","LManV"
"3676","MAN2B1","LManVI"
"3677","LPCAT2","LPCAT"
"3678","CARMIL1","LRR"
"3679","U2AF2","LS2"
"3680","COMMD5","LSm-4"
"3681","LSM1","LSm1"
"3682","LSM3","LSm3"
"3683","LSM7","LSm7"
"3684","LTV1","LTV1"
"3685","RNF31","LUBEL"
"3686","SSB","La"
"3687","LSAMP","Lac"
"3688","CD68","Lamp1"
"3689","LAMTOR1","Lamtor1"
"3690","LAMTOR2","Lamtor2"
"3691","LAMTOR3","Lamtor3"
"3692","LAMTOR4","Lamtor4"
"3693","LAMTOR5","Lamtor5"
"3694","LARP4","Larp4B"
"3695","LARP7","Larp7"
"3696","LIAS","Las"
"3697","LASP1","Lasp"
"3698","ARRDC5","Leash"
"3699","IGF2R","Lerp"
"3700","LETM1","Letm1"
"3701","LARS1","LeuRS"
"3702","LARS2","LeuRS-m"
"3703","LHCGR","Lgr1"
"3704","LIPF","Lip1"
"3705","LIPF","Lip2"
"3706","LIPF","Lip3"
"3707","LIPA","Lip4"
"3708","PPFIA1","Liprin-alpha"
"3709","PPFIBP2","Liprin-beta"
"3710","KAZN","Liprin-gamma"
"3711","PAFAH1B1","Lis-1"
"3712","MKNK2","Lk6"
"3713","STK11","Lkb1"
"3714","SH2B3","Lnk"
"3715","LNPK","Lnpk"
"3716","LONP1","Lon"
"3717","LOXL2","Loxl1"
"3718","CD5L","Loxl2"
"3719","LPIN3","Lpin"
"3720","LRCH3","Lrch"
"3721","EGF","Lrp4"
"3722","LRR1","Lrr47"
"3723","PLIN2","Lsd-2"
"3724","LSM10","Lsm10"
"3725","LSM11","Lsm11"
"3726","LSM12","Lsm12a"
"3727","MLST8","Lst8"
"3728","LTN1","Ltn1"
"3729","LYZ","LysB"
"3730","LYZ","LysD"
"3731","LYZ","LysE"
"3732","LYZ","LysP"
"3733","KARS1","LysRS"
"3734","LYZ","LysS"
"3735","LYZ","LysX"
"3736","LZTR1","Lztr1"
"3737","ZNF341","M1BP"
"3738","GPM6A","M6"
"3739","MAGEB16","MAGE"
"3740","LEMD3","MAN1"
"3741","MAPKAPK3","MAPk-Ak2"
"3742","PHF20","MBD-R2"
"3743","MBD3","MBD-like"
"3744","MCPH1","MCPH1"
"3745","MCTS1","MCTS1"
"3746","MCU","MCU"
"3747","MED1","MED1"
"3748","MED11","MED11"
"3749","MED14","MED14"
"3750","MED15","MED15"
"3751","MED16","MED16"
"3752","MED17","MED17"
"3753","MED18","MED18"
"3754","MED19","MED19"
"3755","MED20","MED20"
"3756","MED21","MED21"
"3757","MED22","MED22"
"3758","MED23","MED23"
"3759","MED24","MED24"
"3760","MED25","MED25"
"3761","MED26","MED26"
"3762","MED27","MED27"
"3763","MED28","MED28"
"3764","MED30","MED30"
"3765","MED31","MED31"
"3766","MED4","MED4"
"3767","MED6","MED6"
"3768","MED8","MED8"
"3769","MED9","MED9"
"3770","NDRG3","MESK2"
"3771","C5orf22","MESR6"
"3772","SLC17A5","MFS1"
"3773","SLC17A5","MFS12"
"3774","SLC17A5","MFS14"
"3775","SLC17A5","MFS15"
"3776","SLC37A2","MFS16"
"3777","SLC17A9","MFS18"
"3778","MICALL1","MICAL-like"
"3779","MICU1","MICU1"
"3780","MICU3","MICU3"
"3781","MORF4L1","MRG15"
"3782","ABCC1","MRP"
"3783","PGRMC1","MSBP"
"3784","MTA1","MTA1-like"
"3785","MTF1","MTF-1"
"3786","MTPAP","MTPAP"
"3787","PPP1R16A","MYPT-75D"
"3788","SMAD9","Mad"
"3789","NRBP1","Madm"
"3790","MAF1","Maf1"
"3791","ISCA1","MagR"
"3792","MAGIX","Magi"
"3793","SLC3A1","Mal-A2"
"3794","SLC3A1","Mal-A3"
"3795","SLC3A1","Mal-A4"
"3796","SLC3A1","Mal-A6"
"3797","SLC3A1","Mal-A7"
"3798","SLC3A1","Mal-A8"
"3799","SLC3A1","Mal-B1"
"3800","SLC3A1","Mal-B2"
"3801","MANF","Manf"
"3802","ANP32D","Mapmodulin"
"3803","MTARC1","Marc"
"3804","MFN1","Marf"
"3805","MARF1","Marf1"
"3806","MNAT1","Mat1"
"3807","NOL6","Mat89Ba"
"3808","MAU2","Mau2"
"3809","MAX","Max"
"3810","PPP1R12B","Mbs"
"3811","MCCC1","Mccc1"
"3812","MCCC2","Mccc2"
"3813","MCM10","Mcm10"
"3814","MCM2","Mcm2"
"3815","MCM3","Mcm3"
"3816","MCM5","Mcm5"
"3817","MCM6","Mcm6"
"3818","MCM7","Mcm7"
"3819","SLC16A13","Mct1"
"3820","MCTP2","Mctp"
"3821","MDH1","Mdh1"
"3822","MDH2","Mdh2"
"3823","STOM","Mec2"
"3824","ZNF775","Meics"
"3825","ME1","Men"
"3826","ME1","Men-b"
"3827","ME1","Menl-1"
"3828","ME1","Menl-2"
"3829","NF2","Mer"
"3830","HDDC3","Mesh1"
"3831","BMAL1","Met"
"3832","MARS1","MetRS"
"3833","MARS2","MetRS-m"
"3834","METTL14","Mettl14"
"3835","METTL3","Mettl3"
"3836","METTL4","Mettl4"
"3837","METTL5","Mettl5"
"3838","MFAP1","Mfap1"
"3839","HSD17B4","Mfe2"
"3840","MGAT1","Mgat1"
"3841","MGAT2","Mgat2"
"3842","MGAT3","Mgat3"
"3843","MGAT4B","Mgat4a"
"3844","MGAT4A","Mgat4b"
"3845","MGST1","Mgstl"
"3846","MYO18A","Mhcl"
"3847","APOO","Mic26-27"
"3848","GHITM","Mics1"
"3849","NALF1","Mid1"
"3850","MIGA2","Miga"
"3851","MINPP1","Mipp1"
"3852","MINPP1","Mipp2"
"3853","TFEB","Mitf"
"3854","IMMT","Mitofilin"
"3855","MAP2K4","Mkk4"
"3856","MKS1","Mks1"
"3857","MYL6","Mlc-c"
"3858","MYL6","Mlc1"
"3859","MLF2","Mlf"
"3860","MLH1","Mlh1"
"3861","CSRP1","Mlp60A"
"3862","CSRP1","Mlp84B"
"3863","MMP8","Mmp1"
"3864","MMS19","Mms19"
"3865","NAT9","Mnat9"
"3866","MEN1","Mnn1"
"3867","CAB39","Mo25"
"3868","MOB4","Mob4"
"3869","PPIA","Moca-cyp"
"3870","MOCS1","Mocs1"
"3871","MOCS2","Mocs2B"
"3872","RDX","Moe"
"3873","MON1A","Mon1"
"3874","MLXIP","Mondo"
"3875","MOS","Mos"
"3876","MOV10L1","Mov10"
"3877","TAGLN3","Mp20"
"3878","MPC1","Mpc1"
"3879","SLC25A3","Mpcp1"
"3880","SLC25A3","Mpcp2"
"3881","MPI","Mpi"
"3882","TTK","Mps1"
"3883","MRGBP","MrgBP"
"3884","RNF157","Mrgn1"
"3885","MRM2","Mrm2"
"3886","ABCC4","Mrp4"
"3887","MRTFA","Mrtf"
"3888","MSH6","Msh6"
"3889","MSRA","MsrA"
"3890","TRDMT1","Mt2"
"3891","MTAP","Mtap"
"3892","MTCH2","Mtch"
"3893","MTHFS","Mthfs"
"3894","MTMR6","Mtmr6"
"3895","TPR","Mtor"
"3896","MTTP","Mtp"
"3897","HADHA","Mtpalpha"
"3898","HADHB","Mtpbeta"
"3899","EXOSC6","Mtr3"
"3900","MTREX","Mtr4"
"3901","MUL1","Mul1"
"3902","AGK","Mulk"
"3903","BLOC1S5","Muted"
"3904","MVB12A","Mvb12"
"3905","MVD","Mvd"
"3906","MVK","Mvk"
"3907","SLC11A1","Mvl"
"3908","MYBL1","Myb"
"3909","MYD88","Myd88"
"3910","MYO15A","Myo10A"
"3911","MYO7B","Myo28B1"
"3912","MYO1G","Myo31DF"
"3913","SDAD1","Mys45A"
"3914","PKMYT1","Myt1"
"3915","NOTCH2NLA","N"
"3916","NADK","NADK"
"3917","NANS","NANS"
"3918","EIF4G2","NAT1"
"3919","DRAP1","NC2alpha"
"3920","DR1","NC2beta"
"3921","NDUFS6","ND-13A"
"3922","NDUFA5","ND-13B"
"3923","NDUFS4","ND-18"
"3924","NDUFA8","ND-19"
"3925","NDUFS7","ND-20"
"3926","NDUFS7","ND-20L"
"3927","NDUFS8","ND-23"
"3928","NDUFV2","ND-24"
"3929","NDUFV2","ND-24L"
"3930","NDUFS3","ND-30"
"3931","NDUFA9","ND-39"
"3932","NDUFA10","ND-42"
"3933","NDUFS2","ND-49"
"3934","NDUFS2","ND-49L"
"3935","NDUFV1","ND-51"
"3936","NDUFV1","ND-51L1"
"3937","NDUFV1","ND-51L2"
"3938","NDUFS1","ND-75"
"3939","NDUFAB1","ND-ACP"
"3940","NDUFB8","ND-ASHI"
"3941","NDUFB3","ND-B12"
"3942","NDUFA6","ND-B14"
"3943","NDUFA7","ND-B14.5A"
"3944","NDUFA7","ND-B14.5AL"
"3945","NDUFC2","ND-B14.5B"
"3946","NDUFA11","ND-B14.7"
"3947","NDUFB4","ND-B15"
"3948","NDUFA13","ND-B16.6"
"3949","NDUFA12","ND-B17.2"
"3950","NDUFB7","ND-B18"
"3951","NDUFB9","ND-B22"
"3952","NDUFA2","ND-B8"
"3953","NDUFA1","ND-MWFE"
"3954","NDUFB10","ND-PDSW"
"3955","NDUFB5","ND-SGDH"
"3956","NELFB","NELF-B"
"3957","NFAT5","NFAT"
"3958","NHP2","NHP2"
"3959","NKX6-2","NK7.1"
"3960","NKAIN1","NKAIN"
"3961","RIOX1","NO66"
"3962","NDUFB11","NP15.6"
"3963","NT5E","NT5E-2"
"3964","ENTPD5","NTPase"
"3965","NUCB2","NUCB1"
"3966","SLC20A2","NaPi-III"
"3967","NAA15","Naa15-16"
"3968","NAA20","Naa20A"
"3969","NAA30","Naa30A"
"3970","NAA30","Naa30B"
"3971","NAA35","Naa35"
"3972","NAA40","Naa40"
"3973","NAA60","Naa60"
"3974","NAA80","Naa80"
"3975","ZC3H14","Nab2"
"3976","NACAD","Nacalpha"
"3977","ASIC1","Nach"
"3978","NADSYN1","Nadsyn"
"3979","NAGK","Nagk"
"3980","NAP1L2","Nap1"
"3981","NAPRT","Naprt"
"3982","CTTNBP2NL","Naus"
"3983","NAXD","Naxd"
"3984","NAXE","Naxe"
"3985","EXD3","Nbr"
"3986","NCALD","Nca"
"3987","SLC12A1","Ncc69"
"3988","SLC24A2","Nckx30C"
"3989","NCSTN","Nct"
"3990","SLC4A8","Ndae1"
"3991","NDC1","Ndc1"
"3992","GLYR1","Ndf"
"3993","NDFIP1","Ndfip"
"3994","LDLR","Ndg"
"3995","NEDD8","Nedd8"
"3996","NELFA","Nelf-A"
"3997","NEMP1","Nemp"
"3998","NCOA5","Neos"
"3999","KEL","Nep1"
"4000","ECE1","Nep3"
"4001","ECE1","Nep4"
"4002","KEL","Nep6"
"4003","MMEL1","Nep7"
"4004","MME","Nepl12"
"4005","KEL","Nepl13"
"4006","KEL","Nepl14"
"4007","MME","Nepl15"
"4008","KEL","Nepl17"
"4009","ECE1","Nepl18"
"4010","ECE2","Nepl19"
"4011","MME","Nepl20"
"4012","ECE1","Nepl21"
"4013","MMEL1","Nepl3"
"4014","KEL","Nepl5"
"4015","KEL","Nepl6"
"4016","KEL","Nepl7"
"4017","KEL","Nepl8"
"4018","PHEX","Nepl9"
"4019","NTN1","NetA"
"4020","NTN1","NetB"
"4021","NEURL4","Neurl4"
"4022","NCDN","Neurochondrin"
"4023","NFYA","Nf-YA"
"4024","NFYB","Nf-YB"
"4025","NFYC","Nf-YC"
"4026","NF1","Nf1"
"4027","NFIA","NfI"
"4028","NFS1","Nfs1"
"4029","SLC9B2","Nha1"
"4030","SLC9B2","Nha2"
"4031","SLC9A8","Nhe1"
"4032","SLC9A3","Nhe2"
"4033","SLC9A9","Nhe3"
"4034","PPP1R8","NiPp1"
"4035","NINJ2","NijC"
"4036","PPM1N","Nil"
"4037","DLK1","NimA"
"4038","NINL","Nin"
"4039","TRRAP","Nipped-A"
"4040","NIPBL","Nipped-B"
"4041","NIPSNAP1","Nipsnap"
"4042","NIT1","NitFhit"
"4043","NLE1","Nle"
"4044","CES2","Nlg3"
"4045","NPM3","Nlp"
"4046","NMD3","Nmd3"
"4047","GRIN1","Nmdar1"
"4048","GRIA2","Nmdar2"
"4049","MTHFD2L","Nmdmc"
"4050","NMNAT2","Nmnat"
"4051","NMT2","Nmt"
"4052","RRP1","Nnp-1"
"4053","ZNF330","Noa36"
"4054","GTPBP4","Non1"
"4055","SMARCD3","Non2"
"4056","RPF2","Non3"
"4057","DNAAF2","Nop17l"
"4058","DKC1","Nop60B"
"4059","CNOT1","Not1"
"4060","CNOT10","Not10"
"4061","CNOT11","Not11"
"4062","CNOT3","Not3"
"4063","NOX5","Nox"
"4064","NPC1","Npc1a"
"4065","NPC2","Npc2a"
"4066","NPM3","Nph"
"4067","NPLOC4","Npl4"
"4068","NPRL2","Nprl2"
"4069","NPRL3","Nprl3"
"4070","NRDC","Nrd1"
"4071","MUSK","Nrk"
"4072","NRXN2","Nrx-1"
"4073","GNL2","Ns2"
"4074","LSG1","Ns3"
"4075","GNL1","Ns4"
"4076","NSMCE1","Nse1"
"4077","EID3","Nse4"
"4078","NSF","Nsf2"
"4079","NSUN2","Nsun2"
"4080","NSUN5","Nsun5"
"4081","NT5DC1","Nt5a"
"4082","NT5C2","Nt5b"
"4083","NT5DC3","Nt5c"
"4084","NTAN1","Ntan1"
"4085","NUTF2","Ntf-2"
"4086","NUTF2","Ntf-2r"
"4087","NTMT1","Ntmt"
"4088","TSSK3","Nuak"
"4089","NUFIP1","Nufip"
"4090","TCF25","Nulp1"
"4091","NUP107","Nup107"
"4092","NUP133","Nup133"
"4093","NUP153","Nup153"
"4094","NUP155","Nup154"
"4095","NUP160","Nup160"
"4096","NUP188","Nup188"
"4097","NUP205","Nup205"
"4098","NUP35","Nup35"
"4099","RANBP1","Nup358"
"4100","NUP37","Nup37"
"4101","NUP43","Nup43"
"4102","SEH1L","Nup44A"
"4103","NUP50","Nup50"
"4104","NUP54","Nup54"
"4105","NUP58","Nup58"
"4106","NUP85","Nup75"
"4107","NUP93","Nup93-1"
"4108","NUP93","Nup93-2"
"4109","NUP98","Nup98-96"
"4110","PPA1","Nurf-38"
"4111","NXT2","Nxt1"
"4112","POFUT1","O-fut1"
"4113","POFUT2","O-fut2"
"4114","ORMDL3","ORMDL"
"4115","CFAP58","ORY"
"4116","OSCP1","OSCP1"
"4117","OXA1L","OXA1L"
"4118","OAT","Oat"
"4119","SLCO4A1","Oatp26F"
"4120","SLCO3A1","Oatp33Ea"
"4121","SLCO3A1","Oatp33Eb"
"4122","SLCO3A1","Oatp58Da"
"4123","SLCO3A1","Oatp58Db"
"4124","SLCO3A1","Oatp58Dc"
"4125","SLCO3A1","Oatp74D"
"4126","INPP5B","Ocrl"
"4127","ODC1","Odc1"
"4128","ODC1","Odc2"
"4129","OGA","Oga"
"4130","OGDH","Ogdh"
"4131","OGG1","Ogg1"
"4132","NEUROG1","Oli"
"4133","OPA1","Opa1"
"4134","ZBTB44","Opbp"
"4135","SIX6","Optix"
"4136","ORAI2","Orai"
"4137","ORC1","Orc1"
"4138","ORC2","Orc2"
"4139","ORC3","Orc3"
"4140","ORC4","Orc4"
"4141","ORC5","Orc5"
"4142","ORC6","Orc6"
"4143","SLC22A4","Orct"
"4144","SLC22A4","Orct2"
"4145","KCNK16","Ork1"
"4146","OSBPL5","Orp8"
"4147","GNPDA2","Oscillin"
"4148","IFT122","Oseg1"
"4149","IFT172","Oseg2"
"4150","WDR35","Oseg4"
"4151","IFT80","Oseg5"
"4152","WDR19","Oseg6"
"4153","DDOST","Ost48"
"4154","RPN2","OstDelta"
"4155","TUSC3","Ostgamma"
"4156","C1QBP","P32"
"4157","DNAJC3","P58IPK"
"4158","ALDH4A1","P5CDh1"
"4159","ALDH4A1","P5CDh2"
"4160","ALDH18A1","P5CS"
"4161","NOXRED1","P5cr"
"4162","PYCR1","P5cr-2"
"4163","PAN2","PAN2"
"4164","PAN3","PAN3"
"4165","DDHD2","PAPLA1"
"4166","PC","PCB"
"4167","PCID2","PCID2"
"4168","PCNA","PCNA"
"4169","PCNA","PCNA2"
"4170","PDCD5","PDCD-5"
"4171","PGAP1","PGAP1"
"4172","PGAP2","PGAP2"
"4173","PGAP3","PGAP3"
"4174","MPPE1","PGAP5"
"4175","PGLYRP1","PGRP-LD"
"4176","PGLYRP1","PGRP-LE"
"4177","PGLYRP1","PGRP-LF"
"4178","PGLYRP1","PGRP-SA"
"4179","PGLYRP1","PGRP-SB1"
"4180","PGLYRP1","PGRP-SB2"
"4181","PGLYRP1","PGRP-SC1a"
"4182","PGLYRP1","PGRP-SC1b"
"4183","PGLYRP1","PGRP-SC2"
"4184","PGLYRP1","PGRP-SD"
"4185","PGS1","PGS1"
"4186","P4HA3","PH4alphaEFB"
"4187","P4HA3","PH4alphaMP"
"4188","P4HA3","PH4alphaNE1"
"4189","P4HA3","PH4alphaNE2"
"4190","P4HA3","PH4alphaNE3"
"4191","P4HA3","PH4alphaPV"
"4192","P4HA3","PH4alphaSG1"
"4193","P4HA3","PH4alphaSG2"
"4194","PSMF1","PI31"
"4195","PICK1","PICK1"
"4196","PIGA","PIG-A"
"4197","PIGB","PIG-B"
"4198","PIGC","PIG-C"
"4199","PIGF","PIG-F"
"4200","PIGG","PIG-G"
"4201","PIGK","PIG-K"
"4202","PIGL","PIG-L"
"4203","PIGM","PIG-M"
"4204","PIGN","PIG-N"
"4205","PIGO","PIG-O"
"4206","PIGQ","PIG-Q"
"4207","PIGS","PIG-S"
"4208","PIGT","PIG-T"
"4209","PIGU","PIG-U"
"4210","PIGV","PIG-V"
"4211","PIGW","PIG-Wa"
"4212","PIGW","PIG-Wb"
"4213","PIGX","PIG-X"
"4214","PIP4K2A","PIP4K"
"4215","PIP5K1A","PIP5K59B"
"4216","NKD2","PIP82"
"4217","NTSR1","PK1-R"
"4218","NTSR1","PK2-R1"
"4219","NTSR1","PK2-R2"
"4220","PRKD2","PKD"
"4221","ATP2B4","PMCA"
"4222","PNKP","PNKP"
"4223","PNPT1","PNPase"
"4224","PPP1R10","PNUTS"
"4225","POLDIP2","POLDIP2"
"4226","PPP1R15A","PPP1R15"
"4227","SERBP1","PPYR1"
"4228","AKT1S1","PRAS40"
"4229","PTP4A2","PRL-1"
"4230","PTPMT1","PTPMT1"
"4231","TNS4","PVRAP"
"4232","PAGR1","Pa1"
"4233","PABPN1","Pabp2"
"4234","PAFAH1B2","Paf-AHalpha"
"4235","PAICS","Paics"
"4236","PAIP2","Paip2"
"4237","PAK2","Pak"
"4238","PAM","Pal1"
"4239","PAM","Pal2"
"4240","PAPSS2","Papss"
"4241","SLC35B3","Papst2"
"4242","PARG","Parg"
"4243","PARP1","Parp"
"4244","PASK","Pask"
"4245","EHD1","Past1"
"4246","PATL1","Patr-1"
"4247","CAMSAP3","Patronin"
"4248","LPXN","Pax"
"4249","ALAD","Pbgs"
"4250","SNAPC1","Pbp45"
"4251","SNAPC3","Pbp49"
"4252","PCBD1","Pcd"
"4253","PCF11","Pcf11"
"4254","PCIF1","Pcif1"
"4255","MTF2","Pcl"
"4256","PCMT1","Pcmt"
"4257","PCYT1A","Pcyt1"
"4258","PCYT1A","Pcyt2"
"4259","PDCD4","Pdcd4"
"4260","PDE5A","Pde11"
"4261","PDE8B","Pde8"
"4262","PDE4C","Pde9"
"4263","HPGD","Pdh"
"4264","PDHA1","Pdha"
"4265","PDHB","Pdhb"
"4266","P4HB","Pdi"
"4267","PDK3","Pdk"
"4268","PDPK1","Pdk1"
"4269","PDP1","Pdp"
"4270","HLF","Pdp1"
"4271","PDRG1","Pdrg1"
"4272","PDSS2","Pdss2"
"4273","PDXK","Pdxk"
"4274","PEBP1","Pebp1"
"4275","PCYT2","Pect"
"4276","CIZ1","Pep"
"4277","PCK1","Pepck1"
"4278","PCK1","Pepck2"
"4279","PEX1","Pex1"
"4280","PEX10","Pex10"
"4281","PEX11B","Pex11ab"
"4282","PEX11G","Pex11c"
"4283","PEX12","Pex12"
"4284","PEX13","Pex13"
"4285","PEX14","Pex14"
"4286","PEX16","Pex16"
"4287","PEX19","Pex19"
"4288","PEX2","Pex2"
"4289","TECPR1","Pex23"
"4290","PEX5","Pex5"
"4291","PEX6","Pex6"
"4292","PEX7","Pex7"
"4293","PFAS","Pfas"
"4294","PFDN1","Pfdn1"
"4295","PFDN2","Pfdn2"
"4296","PFDN4","Pfdn4"
"4297","PFDN5","Pfdn5"
"4298","PFDN6","Pfdn6"
"4299","PFKM","Pfk"
"4300","PFKFB1","Pfrx"
"4301","PGAM5","Pgam5"
"4302","PGAM5","Pgam5-2"
"4303","GALNT2","Pgant2"
"4304","GALNTL5","Pgant35A"
"4305","GALNTL6","Pgant4"
"4306","GALNT13","Pgant5"
"4307","GALNTL6","Pgant6"
"4308","GALNTL6","Pgant7"
"4309","GALNTL5","Pgant8"
"4310","GALNT13","Pgant9"
"4311","CTSE","Pgcl"
"4312","PGD","Pgd"
"4313","GPI","Pgi"
"4314","PGK1","Pgk"
"4315","PGLS","Pgls"
"4316","PGAM1","Pglym78"
"4317","PGAM2","Pglym87"
"4318","PGM1","Pgm1"
"4319","TMPRSS4","Phae2"
"4320","PHAX","Phax"
"4321","PHB1","Phb1"
"4322","PHB2","Phb2"
"4323","FARS2","PheRS-m"
"4324","PHF5A","Phf5a"
"4325","PHF7","Phf7"
"4326","ZNF124","Phs"
"4327","PHYHD1","Phyhd1"
"4328","PIK3R3","Pi3K21B"
"4329","PIK3C3","Pi3K59F"
"4330","PIK3C2B","Pi3K68D"
"4331","PIK3CD","Pi3K92E"
"4332","PI4KA","Pi4KIIIalpha"
"4333","PI4K2B","Pi4KIIalpha"
"4334","SLC17A5","Picot"
"4335","PIEZO1","Piezo"
"4336","PIF1","Pif1"
"4337","PINK1","Pink1"
"4338","CDIPT","Pis"
"4339","PISD","Pisd"
"4340","IRF2BP2","Pits"
"4341","CDK11B","Pitslre"
"4342","PRKACA","Pka-C2"
"4343","PRKX","Pka-C3"
"4344","PRKAR1B","Pka-R1"
"4345","PRKAR2A","Pka-R2"
"4346","PRKCA","Pkc53E"
"4347","PRKCB","Pkcdelta"
"4348","PKD2L2","Pkd2"
"4349","PRKACA","Pkg21D"
"4350","PKN2","Pkn"
"4351","PLAA","Plap"
"4352","PLCB1","Plc21C"
"4353","PLD2","Pld"
"4354","PLD3","Pld3"
"4355","BLOC1S6","Pldn"
"4356","PLEKHM3","Plekhm1"
"4357","PLXNB3","PlexA"
"4358","PLXNB3","PlexB"
"4359","PELI2","Pli"
"4360","PLOD3","Plod"
"4361","TMEM11","Pmi"
"4362","PMM2","Pmm2"
"4363","PMS2","Pms2"
"4364","PMVK","Pmvk"
"4365","NGLY1","Pngl"
"4366","PNN","Pnn"
"4367","POC1A","Poc1"
"4368","CELF3","Pof"
"4369","POLA1","PolA1"
"4370","POLA2","PolA2"
"4371","POLD1","PolD1"
"4372","POLD2","PolD2"
"4373","POLE","PolE1"
"4374","POLE2","PolE2"
"4375","POLE4","PolE4"
"4376","POLG","PolG1"
"4377","POLG2","PolG2"
"4378","POLH","PolH"
