"","human_gene","chicken_gene"
"861","ATG16L1","ATG16L1"
"862","ATG2B","ATG2A"
"863","ATG3","ATG3"
"864","ATG4A","ATG4A"
"865","ATG4B","ATG4B"
"866","ATG4C","ATG4C"
"867","ATG5","ATG5"
"868","ATG7","ATG7"
"869","ATG9A","ATG9A"
"870","ATG9B","ATG9B"
"871","ATIC","ATIC"
"872","ATL1","ATL1"
"873","ATL2","ATL2"
"874","ATM","ATM"
"875","ATMIN","ATMIN"
"876","ATN1","ATN1"
"877","ATOH7","ATOH7"
"878","ATOH8","ATOH8"
"879","ATOSB","ATOSB"
"880","ATP10A","ATP10A"
"881","ATP10B","ATP10B"
"882","ATP10D","ATP10D"
"883","ATP11A","ATP11A"
"884","ATP11B","ATP11B"
"885","ATP11C","ATP11C"
"886","ATP12A","ATP12A"
"887","ATP13A1","ATP13A1"
"888","ATP13A2","ATP13A2"
"889","ATP13A3","ATP13A3"
"890","ATP13A4","ATP13A4"
"891","ATP13A5","ATP13A5"
"892","ATP1A1","ATP1A1"
"893","ATP1B1","ATP1B1"
"894","ATP1B3","ATP1B3"
"895","ATP1B4","ATP1B4"
"896","ATP23","ATP23"
"897","ATP2A2","ATP2A2"
"898","ATP2A3","ATP2A3"
"899","ATP2B1","ATP2B1"
"900","ATP2B2","ATP2B2"
"901","ATP2B4","ATP2B4"
"902","ATP2C1","ATP2C1"
"903","ATP2C2","ATP2C2"
"904","ATP4B","ATP4B"
"905","ATP5F1A","ATP5A1W"
"906","ATP5F1B","ATP5B"
"907","ATP5F1C","ATP5C1"
"908","ATP5F1D","ATP5D"
"909","ATP5F1A","ATP5F1AZ"
"910","ATP5MC3","ATP5G3"
"911","ATP5PD","ATP5H"
"912","ATP5ME","ATP5I"
"913","ATP5MF","ATP5J2"
"914","ATP5MG","ATP5L"
"915","ATP5MC1","ATP5MC1"
"916","ATP5PB","ATP5PB"
"917","ATP5PF","ATP5PF"
"918","ATP5PO","ATP5PO"
"919","DMAC2L","ATP5S"
"920","MT-ATP6","ATP6"
"921","ATP6AP2","ATP6AP2"
"922","ATP6V0A1","ATP6V0A1"
"923","ATP6V0A2","ATP6V0A2"
"924","ATP6V0A4","ATP6V0A4"
"925","ATP6V0B","ATP6V0B"
"926","ATP6V0C","ATP6V0C"
"927","ATP6V0D1","ATP6V0D1"
"928","ATP6V0D2","ATP6V0D2"
"929","ATP6V0E1","ATP6V0E1"
"930","ATP6V1A","ATP6V1A"
"931","ATP6V1B2","ATP6V1B2"
"932","ATP6V1C1","ATP6V1C1"
"933","ATP6V1C2","ATP6V1C2"
"934","ATP6V1D","ATP6V1D"
"935","ATP6V1E1","ATP6V1E1"
"936","ATP6V1G1","ATP6V1G1"
"937","ATP6V1G3","ATP6V1G3"
"938","ATP6V1H","ATP6V1H"
"939","ATP7A","ATP7A"
"940","ATP7B","ATP7B"
"941","ATP8A1","ATP8A1"
"942","ATP8A2","ATP8A2"
"943","ATP8B1","ATP8B1"
"944","ATP8B2","ATP8B2"
"945","ATP8B3","ATP8B3"
"946","ATP9A","ATP9A"
"947","ATP9B","ATP9B"
"948","ATPAF1","ATPAF1"
"949","ATPAF2","ATPAF2"
"950","ATPSCKMT","ATPSCKMT"
"951","ATR","ATR"
"952","ATRIP","ATRIP"
"953","ATRN","ATRN"
"954","ATRNL1","ATRNL1"
"955","ATRX","ATRX"
"956","ACVR1","ATVR1"
"957","ATXN1","ATXN1"
"958","ATXN10","ATXN10"
"959","ATXN1L","ATXN1L"
"960","ATXN2","ATXN2"
"961","ATXN3","ATXN3"
"962","ATXN7","ATXN7"
"963","ATXN7L1","ATXN7L1"
"964","ATXN7L2","ATXN7L2"
"965","AUH","AUH"
"966","AUP1","AUP1"
"967","AURKA","AURKA"
"968","AUTS2","AUTS2"
"969","AVEN","AVEN"
"970","AVL9","AVL9"
"971","AVPI1","AVPI1"
"972","AVPR1A","AVPR1A"
"973","AVPR1B","AVPR1B"
"974","AXDND1","AXDND1"
"975","AXIN1","AXIN1"
"976","AXIN2","AXIN2"
"977","TYRO3","AXL"
"978","AZI2","AZI2"
"979","AZIN1","AZIN1"
"980","AZIN2","AZIN2"
"981","AGRP","Agrp"
"982","ATOH1","Atoh1"
"983","B2M","B2M"
"984","B3GALNT1","B3GALNT1"
"985","B3GALNT2","B3GALNT2"
"986","B3GALT1","B3GALT1"
"987","B3GALT2","B3GALT2"
"988","B3GALT5","B3GALT5"
"989","B3GALT6","B3GALT6"
"990","B3GAT1","B3GAT1"
"991","B3GAT2","B3GAT2"
"992","B3GAT3","B3GAT3"
"993","B3GLCT","B3GLCT"
"994","B3GALT9","B3GNT10"
"995","B3GNT2","B3GNT2"
"996","B3GNT3","B3GNT3"
"997","B3GNT4","B3GNT4"
"998","B3GNT5","B3GNT5"
"999","B3GNT7","B3GNT7"
"1000","B3GNT9","B3GNT9"
"1001","B3GNTL1","B3GNTL1"
"1002","B4GALNT3","B4GALNT3"
"1003","B4GALNT4","B4GALNT4"
"1004","B4GALT1","B4GALT1"
"1005","B4GALT2","B4GALT2"
"1006","B4GALT3","B4GALT3"
"1007","B4GALT4","B4GALT4"
"1008","B4GALT5","B4GALT5"
"1009","B4GALT6","B4GALT6"
"1010","B4GALT7","B4GALT7"
"1011","B9D1","B9D1"
"1012","BAALC","BAALC"
"1013","BAAT","BAAT"
"1014","BABAM1","BABAM1"
"1015","BACE1","BACE1"
"1016","BACE2","BACE2"
"1017","BACH1","BACH1"
"1018","BACH2","BACH2"
"1019","BAG1","BAG1"
"1020","BAG2","BAG2"
"1021","BAG3","BAG3"
"1022","BAG4","BAG4"
"1023","BAG5","BAG5"
"1024","BAHD1","BAHD1"
"1025","BAIAP2","BAIAP2"
"1026","BAIAP2L1","BAIAP2L1"
"1027","BAIAP2L2","BAIAP2L2"
"1028","BAK1","BAK1"
"1029","BAMBI","BAMBI"
"1030","BANK1","BANK1"
"1031","BANP","BANP"
"1032","BAP1","BAP1"
"1033","BARD1","BARD1"
"1034","BARHL1","BARHL1"
"1035","BARHL2","BARHL2"
"1036","BARX1","BARX1"
"1037","BARX2","BARX2"
"1038","BASP1","BASP1"
"1039","BATF","BATF"
"1040","BATF3","BATF3"
"1041","BAZ1A","BAZ1A"
"1042","BAZ1B","BAZ1B"
"1043","BAZ2A","BAZ2A"
"1044","BAZ2B","BAZ2B"
"1045","BBIP1","BBIP1"
"1046","BBOX1","BBOX1"
"1047","BBS10","BBS10"
"1048","BBS12","BBS12"
"1049","BBS2","BBS2"
"1050","BBS4","BBS4"
"1051","KLHL41","BBS5"
"1052","BBS7","BBS7"
"1053","BBS9","BBS9"
"1054","BBX","BBX"
"1055","BCAN","BCAN"
"1056","BCAP29","BCAP29"
"1057","BCAR1","BCAR1"
"1058","BCAR3","BCAR3"
"1059","BCAS1","BCAS1"
"1060","BCAS2","BCAS2"
"1061","BCAS3","BCAS3"
"1062","BCAT1","BCAT1"
"1063","BCCIP","BCCIP"
"1064","BCDIN3D","BCDIN3D"
"1065","BCHE","BCHE"
"1066","BCKDHA","BCKDHA"
"1067","BCKDHB","BCKDHB"
"1068","BCKDK","BCKDK"
"1069","BCL11A","BCL11A"
"1070","BCL11B","BCL11B"
"1071","BCL2","BCL2"
"1072","BCL2A1","BCL2A1"
"1073","BCL2L1","BCL2L1"
"1074","BCL2L10","BCL2L10"
"1075","BCL2L13","BCL2L13"
"1076","BCL2L15","BCL2L15"
"1077","BCL6","BCL6"
"1078","BCL7A","BCL7A"
"1079","BCL7B","BCL7B"
"1080","BCL9","BCL9"
"1081","BCL9L","BCL9L"
"1082","BCLAF1","BCLAF1"
"1083","BCO1","BCO1"
"1084","BCO2","BCO2"
"1085","BCOR","BCOR"
"1086","BCORL1","BCORL1"
"1087","BCR","BCR"
"1088","BCS1L","BCS1L"
"1089","BDH1","BDH1A"
"1090","BDH2","BDH2"
"1091","BDKRB1","BDKRB1"
"1092","BDNF","BDNF"
"1093","BECN1","BECN1"
"1094","BEGAIN","BEGAIN"
"1095","BEND3","BEND3"
"1096","BEND4","BEND4"
"1097","BEND5","BEND5"
"1098","BEND6","BEND6"
"1099","BEND7","BEND7"
"1100","BEST1","BEST1"
"1101","BEST3","BEST3"
"1102","BEST4","BEST4"
"1103","BET1L","BET1L"
"1104","BFAR","BFAR"
"1105","BFSP1","BFSP1"
"1106","BFSP2","BFSP2"
"1107","BGLAP","BGLAP"
"1108","ASPN","BGN"
"1109","BHLHA15","BHLHA15"
"1110","BHLHA9","BHLHA9"
"1111","BHLHE23","BHLHE23"
"1112","BHLHE40","BHLHE40"
"1113","BHLHE41","BHLHE41"
"1114","BICC1","BICC1"
"1115","BICD1","BICD1"
"1116","BICD2","BICD2"
"1117","BICDL1","BICDL1"
"1118","BICRA","BICRA"
"1119","BICRAL","BICRAL"
"1120","BIN1","BIN1"
"1121","BIN2","BIN2"
"1122","BIN3","BIN3"
"1123","BIRC2","BIRC2"
"1124","BIRC5","BIRC5"
"1125","BIRC6","BIRC6"
"1126","BIRC7","BIRC7"
"1127","XIAP","BIRC8"
"1128","BIVM","BIVM"
"1129","BLCAP","BLCAP"
"1130","CLEC2D","BLEC3"
"1131","BLK","BLK"
"1132","BLM","BLM"
"1133","BLMH","BLMH"
"1134","BLOC1S1","BLOC1S1"
"1135","BLOC1S2","BLOC1S2"
"1136","BLOC1S4","BLOC1S4"
"1137","BLOC1S5","BLOC1S5"
"1138","BLOC1S6","BLOC1S6"
"1139","BLTP1","BLTP1"
"1140","BLTP2","BLTP2"
"1141","BLTP3A","BLTP3A"
"1142","BLTP3B","BLTP3B"
"1143","BLVRA","BLVRA"
"1144","BLZF1","BLZF1"
"1145","BMERB1","BMERB1"
"1146","BMF","BMF"
"1147","BMI1","BMI1"
"1148","BMP10","BMP10"
"1149","BMP15","BMP15"
"1150","BMP2","BMP2"
"1151","BMP2K","BMP2K"
"1152","BMP3","BMP3"
"1153","BMP4","BMP4"
"1154","BMP5","BMP5"
"1155","BMP6","BMP6"
"1156","BMP7","BMP7"
"1157","BMPER","BMPER"
"1158","BMPR1A","BMPR1A"
"1159","BMPR1B","BMPR1B"
"1160","BMPR2","BMPR2"
"1161","BMS1","BMS1"
"1162","BMT2","BMT2"
"1163","BMX","BMX"
"1164","BNC1","BNC1"
"1165","BNC2","BNC2"
"1166","BNIP1","BNIP1"
"1167","BNIP2","BNIP2"
"1168","BNIP3","BNIP3"
"1169","BNIP3L","BNIP3L"
"1170","BOC","BOC"
"1171","BOD1L1","BOD1L1"
"1172","BOK","BOK"
"1173","BOLA1","BOLA1"
"1174","BOLA3","BOLA3"
"1175","BOLL","BOLL"
"1176","BOP1","BOP1"
"1177","BORA","BORA"
"1178","BORCS5","BORCS5"
"1179","BORCS6","BORCS6"
"1180","BORCS7","BORCS7"
"1181","BORCS8","BORCS8"
"1182","BPGM","BPGM"
"1183","BPHL","BPHL"
"1184","BPIFB3","BPIFB3"
"1185","BPIFB4","BPIFB4"
"1186","BPIFB6","BPIFB6"
"1187","BPIFC","BPIFCB"
"1188","BPNT1","BPNT1"
"1189","BPNT2","BPNT2"
"1190","BPTF","BPTF"
"1191","BRAF","BRAF"
"1192","BRAP","BRAP"
"1193","BRAT1","BRAT1"
"1194","BRCA1","BRCA1"
"1195","BRCA2","BRCA2"
"1196","BRCC3","BRCC3"
"1197","BRD1","BRD1"
"1198","BRD2","BRD2"
"1199","BRD3","BRD3"
"1200","BRD7","BRD7"
"1201","BRD8","BRD8"
"1202","BRD9","BRD9"
"1203","BRDT","BRDT"
"1204","BABAM2","BRE"
"1205","BRF1","BRF1"
"1206","BRF2","BRF2"
"1207","BRI3BP","BRI3BP"
"1208","BRICD5","BRICD5"
"1209","BRINP1","BRINP1"
"1210","BRINP2","BRINP2"
"1211","BRINP3","BRINP3"
"1212","BRIP1","BRIP1"
"1213","BRIX1","BRIX1"
"1214","BRMS1L","BRMS1L"
"1215","BROX","BROX"
"1216","BRPF1","BRPF1"
"1217","BRPF3","BRPF3"
"1218","BRS3","BRS3"
"1219","BRSK2","BRSK1"
"1220","BRWD1","BRWD1"
"1221","BRWD3","BRWD3"
"1222","BSDC1","BSDC1"
"1223","BSG","BSG"
"1224","BSN","BSN"
"1225","BSND","BSND"
"1226","BSPRY","BSPRY"
"1227","BST1","BST1"
"1228","BSX","BSX"
"1229","BTAF1","BTAF1"
"1230","BTBD1","BTBD1"
"1231","BTBD10","BTBD10"
"1232","BTBD17","BTBD17"
"1233","BTBD19","BTBD19"
"1234","BTBD2","BTBD2"
"1235","BTBD3","BTBD3"
"1236","BTBD6","BTBD6"
"1237","BTBD7","BTBD7"
"1238","BTBD8","BTBD8"
"1239","BTBD9","BTBD9"
"1240","BTC","BTC"
"1241","BTD","BTD"
"1242","BTF3L4","BTF3L4"
"1243","BTG2","BTG2"
"1244","BTG4","BTG4"
"1245","BTK","BTK"
"1246","MOG","BTN1A1"
"1247","BTRC","BTRC"
"1248","BUB1","BUB1"
"1249","BUB1B","BUB1B"
"1250","BUB3","BUB3"
"1251","BUD13","BUD13"
"1252","BUD31","BUD31"
"1253","BVES","BVES"
"1254","BYSL","BYSL"
"1255","BZW1","BZW1"
"1256","BZW2","BZW2"
"1257","C15orf48","C10H15ORF48"
"1258","TWNK","C10orf2"
"1259","C10orf88","C10orf88"
"1260","C11orf52","C11ORF52"
"1261","C11orf16","C11orf16"
"1262","C11orf24","C11orf24"
"1263","C11orf54","C11orf54"
"1264","C11orf58","C11orf58"
"1265","CFAP300","C11orf70"
"1266","IFTAP","C11orf74"
"1267","C11orf87","C11orf87"
"1268","C11orf91","C11orf91"
"1269","C11orf97","C11orf97"
"1270","CEP15","C12H3orf14"
"1271","C12orf4","C12orf4"
"1272","C12orf43","C12orf43"
"1273","SPRING1","C12orf49"
"1274","C12orf50","C12orf50"
"1275","C12orf57","C12orf57"
"1276","MTRFR","C12orf65"
"1277","UQCC6","C12orf73"
"1278","MOSMO","C14H16ORF52"
"1279","C14orf132","C14orf132"
"1280","C14orf39","C14orf39"
"1281","C15orf39","C15orf39"
"1282","C15orf61","C15orf61"
"1283","HAPSTR1","C16orf72"
"1284","C16orf87","C16orf87"
"1285","C16orf89","C16orf89"
"1286","AJM1","C17H9ORF172"
"1287","C9orf78","C17H9orf78"
"1288","C17orf58","C17orf58"
"1289","C17orf67","C17orf67"
"1290","C17orf75","C17orf75"
"1291","C18orf21","C18orf21"
"1292","C18orf63","C18orf63"
"1293","C19orf12","C19orf12"
"1294","C19orf44","C19orf44"
"1295","MICOS13","C19orf70"
"1296","C1D","C1D"
"1297","C1GALT1","C1GALT1"
"1298","C1GALT1C1","C1GALT1C1"
"1299","KICS2","C1H12ORF66"
"1300","RLIG1","C1H12orf29"
"1301","C3orf38","C1H3ORF38"
"1302","C3orf52","C1H3ORF52"
"1303","DIPK2B","C1HXORF36"
"1304","C1QA","C1QA"
"1305","C1QB","C1QB"
"1306","C1QBP","C1QBP"
"1307","C1QC","C1QC"
"1308","C1QL1","C1QL1"
"1309","C1QL2","C1QL2"
"1310","C1QL3","C1QL3"
"1311","C1QL4","C1QL4"
"1312","C1QTNF1","C1QTNF1"
"1313","C1QTNF12","C1QTNF12"
"1314","C1QTNF2","C1QTNF2"
"1315","C1QTNF3","C1QTNF3"
"1316","C1QTNF4","C1QTNF4"
"1317","C1QTNF5","C1QTNF5"
"1318","C1QTNF6","C1QTNF6"
"1319","C1QTNF7","C1QTNF7"
"1320","C1QTNF8","C1QTNF8"
"1321","C1R","C1R"
"1322","C1S","C1S"
"1323","C1orf115","C1orf115"
"1324","C1orf116","C1orf116"
"1325","C1orf131","C1orf131"
"1326","C1orf146","C1orf146"
"1327","CFAP107","C1orf158"
"1328","C1orf198","C1orf198"
"1329","C1orf210","C1orf210"
"1330","C1orf216","C1orf216"
"1331","C1orf232","C1orf232"
"1332","C1orf43","C1orf43"
"1333","C1orf50","C1orf50"
"1334","C1orf52","C1orf52"
"1335","C1orf53","C1orf53"
"1336","C1orf74","C1orf74"
"1337","C1orf94","C1orf94"
"1338","NOL4L","C20H20ORF112"
"1339","RAB5IF","C20H20ORF24"
"1340","C1orf159","C21H1orf159"
"1341","C1orf174","C21H1orf174"
"1342","C21orf140","C21orf140"
"1343","CFAP298","C21orf59"
"1344","C21orf62","C21orf62"
"1345","C21orf91","C21orf91"
"1346","TCIM","C22H8ORF4"
"1347","C22orf23","C22orf23"
"1348","C22orf39","C22orf39"
"1349","INAVA","C26H1orf106"
"1350","UQCC2","C26H6ORF125"
"1351","CFAP97D1","C27H17ORF105"
"1352","C2CD2","C2CD2"
"1353","C2CD2L","C2CD2L"
"1354","C2CD3","C2CD3"
"1355","C2CD4C","C2CD4C"
"1356","C2CD5","C2CD5"
"1357","C1orf35","C2H1orf35"
"1358","C5orf22","C2H5ORF22"
"1359","C6orf62","C2H6ORF62"
"1360","C7orf25","C2H7orf25"
"1361","MSANTD3","C2H9ORF30"
"1362","C2orf42","C2orf42"
"1363","C2orf49","C2orf49"
"1364","C2orf50","C2orf50"
"1365","C2orf69","C2orf69"
"1366","C2orf76","C2orf76"
"1367","C3","C3"
"1368","C3AR1","C3AR1L"
"1369","C6orf163","C3H6ORF163"
"1370","C3orf18","C3orf18"
"1371","C3orf33","C3orf33"
"1372","C3orf70","C3orf70"
"1373","C4B","C4"
"1374","CFHR5","C4BPM"
"1375","STEEP1","C4HXorf56"
"1376","C4orf19","C4orf19"
"1377","C4orf46","C4orf46"
"1378","C4orf48","C4orf48"
"1379","C4orf54","C4orf54"
"1380","C5","C5"
"1381","ERG28","C5H14orf1"
"1382","IRF2BPL","C5H14orf4"
"1383","C15orf62","C5H15ORF62"
"1384","C5orf15","C5orf15"
"1385","C5orf24","C5orf24"
"1386","C5orf34","C5orf34"
"1387","CFAP90","C5orf49"
"1388","C6","C6"
"1389","C10orf71","C6H10ORF71"
"1390","ARMH3","C6H10orf76"
"1391","ILRUN","C6orf106"
"1392","C6orf120","C6orf120"
"1393","C6orf132","C6orf132"
"1394","MTRES1","C6orf203"
"1395","C6orf58","C6orf58"
"1396","C6orf89","C6orf89"
"1397","C7","C7"
"1398","C21orf58","C7H21orf58"
"1399","C2orf66","C7H2ORF66"
"1400","C7orf50","C7orf50"
"1401","C7orf57","C7orf57"
"1402","STMP1","C7orf73"
"1403","C8A","C8A"
"1404","C8B","C8B"
"1405","C8G","C8G"
"1406","C1orf21","C8H1ORF21"
"1407","CZIB","C8H1orf123"
"1408","PPDPFL","C8orf22"
"1409","C8orf34","C8orf34"
"1410","RBIS","C8orf59"
"1411","C8orf76","C8orf76"
"1412","C8orf82","C8orf82"
"1413","C8orf88","C8orf88"
"1414","DIPK2A","C9H3orf58"
"1415","C9orf152","C9ORF152"
"1416","PIERCE1","C9orf116"
"1417","TMEM250","C9orf69"
"1418","C9orf72","C9orf72"
"1419","C9orf85","C9orf85"
"1420","CA10","CA10"
"1421","CA12","CA12"
"1422","CA13","CA13"
"1423","CA2","CA2"
"1424","CA3","CA3A"
"1425","CA3","CA3B"
"1426","CA4","CA4"
"1427","CA5B","CA5B"
"1428","CA6","CA6"
"1429","CA7","CA7"
"1430","CA8","CA8"
"1431","CA9","CA9"
"1432","CAAP1","CAAP1"
"1433","CAB39","CAB39"
"1434","CAB39L","CAB39L"
"1435","CABIN1","CABIN1"
"1436","CABLES1","CABLES1"
"1437","CABLES2","CABLES2"
"1438","CABP2","CABP2"
"1439","CABP4","CABP4"
"1440","CABP1","CABP5"
"1441","CABP7","CABP7"
"1442","CACFD1","CACFD1"
"1443","CACHD1","CACHD1"
"1444","CACNA1B","CACNA1B"
"1445","CACNA1C","CACNA1C"
"1446","CACNA1D","CACNA1D"
"1447","CACNA1E","CACNA1E"
"1448","CACNA1F","CACNA1F"
"1449","CACNA1G","CACNA1G"
"1450","CACNA1H","CACNA1H"
"1451","CACNA1I","CACNA1I"
"1452","CACNA1S","CACNA1S"
"1453","CACNA2D1","CACNA2D1"
"1454","CACNA2D2","CACNA2D2"
"1455","CACNA2D3","CACNA2D3"
"1456","CACNA2D4","CACNA2D4"
"1457","CACNB1","CACNB1"
"1458","CACNB2","CACNB2"
"1459","CACNB3","CACNB3"
"1460","CACNB4","CACNB4"
"1461","CACNG1","CACNG1"
"1462","CACNG2","CACNG2"
"1463","CACNG3","CACNG3"
"1464","CACNG4","CACNG4"
"1465","CACNG5","CACNG5"
"1466","CACTIN","CACTIN"
"1467","CACUL1","CACUL1"
"1468","CACYBP","CACYBP"
"1469","CAD","CAD"
"1470","CADM1","CADM1"
"1471","CADM2","CADM2"
"1472","CADM3","CADM3"
"1473","CADPS2","CADPS2"
"1474","CALB1","CALB1"
"1475","CALB2","CALB2"
"1476","CALCB","CALCA"
"1477","CALCR","CALCR"
"1478","CALCRL","CALCRL"
"1479","CALD1","CALD1"
"1480","CALHM1","CALHM1"
"1481","CALHM2","CALHM2"
"1482","CALHM3","CALHM3"
"1483","CALM1","CALM1"
"1484","CALM2","CALM2"
"1485","CALML3","CALML3"
"1486","CALML4","CALML4"
"1487","CALN1","CALN1"
"1488","CALR","CALR"
"1489","CALR3","CALR3"
"1490","CALU","CALU"
"1491","CAMK1","CAMK1"
"1492","CAMK1D","CAMK1D"
"1493","CAMK1G","CAMK1G"
"1494","CAMK2G","CAMK2G"
"1495","CAMK2N1","CAMK2N1"
"1496","CAMK4","CAMK4"
"1497","CAMKK1","CAMKK1"
"1498","CAMKMT","CAMKMT"
"1499","CAMLG","CAMLG"
"1500","CAMSAP1","CAMSAP1"
"1501","CAMSAP2","CAMSAP2"
"1502","CAMTA1","CAMTA1"
"1503","CAND1","CAND1"
"1504","CAND2","CAND2"
"1505","CANT1","CANT1"
"1506","CANX","CANX"
"1507","CAP1","CAP1"
"1508","CAP2","CAP2"
"1509","CAPG","CAPG"
"1510","CAPN1","CAPN1"
"1511","CAPN10","CAPN10"
"1512","CAPN11","CAPN11"
"1513","CAPN13","CAPN13"
"1514","CAPN14","CAPN14"
"1515","CAPN15","CAPN15"
"1516","CAPN2","CAPN2"
"1517","CAPN3","CAPN3"
"1518","CAPN5","CAPN5"
"1519","CAPN6","CAPN6"
"1520","CAPN7","CAPN7"
"1521","CAPN8","CAPN8"
"1522","CAPN9","CAPN9"
"1523","CAPRIN1","CAPRIN1"
"1524","CAPRIN2","CAPRIN2"
"1525","CAPS2","CAPS2"
"1526","CAPSL","CAPSL"
"1527","CAPZA1","CAPZA1"
"1528","CAPZA2","CAPZA2"
"1529","CAPZA3","CAPZA3"
"1530","CAPZB","CAPZB"
"1531","CARD10","CARD10"
"1532","CARD11","CARD11"
"1533","CARD9","CARD9"
"1534","CARF","CARF"
"1535","CARHSP1","CARHSP1"
"1536","CARMIL1","CARMIL1"
"1537","CARMIL2","CARMIL2"
"1538","CARNMT1","CARNMT1"
"1539","CARS1","CARS"
"1540","CARS2","CARS2"
"1541","CARTPT","CARTPT"
"1542","CASC3","CASC3"
"1543","GOLM2","CASC4"
"1544","CASD1","CASD1"
"1545","CASK","CASK"
"1546","CASKIN1","CASKIN1"
"1547","CASKIN2","CASKIN2"
"1548","CASP10","CASP10"
"1549","CASP5","CASP14"
"1550","CASP1","CASP18"
"1551","CASP2","CASP2"
"1552","CASP3","CASP3"
"1553","CASP6","CASP6"
"1554","CASP7","CASP7"
"1555","CASP8","CASP8"
"1556","CASP8AP2","CASP8AP2"
"1557","CASP9","CASP9"
"1558","CASQ1","CASQ1"
"1559","CASQ2","CASQ2"
"1560","CASR","CASR"
"1561","CASS4","CASS4"
"1562","CAST","CAST"
"1563","CASTOR1","CASTOR1"
"1564","CAT","CAT"
"1565","CAMP","CATH1"
"1566","CAMP","CATH2"
"1567","CATIP","CATIP"
"1568","TPCN1","CATSPER4"
"1569","CAV1","CAV1"
"1570","CAV2","CAV2"
"1571","CAV3","CAV3"
"1572","CAVIN4","CAVIN4"
"1573","CBARP","CBARP"
"1574","CBFA2T2","CBFA2T2"
"1575","CBFA2T3","CBFA2T3"
"1576","CBFB","CBFB"
"1577","CBL","CBL"
"1578","CBLB","CBLB"
"1579","CBLL1","CBLL1"
"1580","CBLN1","CBLN1"
"1581","CBLN2","CBLN2"
"1582","CBLN4","CBLN3"
"1583","CBR1","CBR3"
"1584","CBR4","CBR4"
"1585","CBS","CBS"
"1586","ZNG1C","CBWD1"
"1587","CBX1","CBX1"
"1588","CBX2","CBX2"
"1589","CBX3","CBX3"
"1590","CBX4","CBX4"
"1591","CBX5","CBX5"
"1592","CBX7","CBX7"
"1593","CBX8","CBX8"
"1594","CBY1","CBY1"
"1595","CC2D1A","CC2D1A"
"1596","CC2D2A","CC2D2A"
"1597","CCAR1","CCAR1"
"1598","CCBE1","CCBE1"
"1599","CCDC102A","CCDC102A"
"1600","CCDC102B","CCDC102B"
"1601","CCDC103","CCDC103"
"1602","CCDC112","CCDC112"
"1603","CCDC113","CCDC113"
"1604","CCDC117","CCDC117"
"1605","CCDC12","CCDC12"
"1606","CCDC122","CCDC122"
"1607","CCDC124","CCDC124"
"1608","CCDC125","CCDC125"
"1609","CCDC126","CCDC126"
"1610","CCDC127","CCDC127"
"1611","CCDC134","CCDC134"
"1612","CCDC14","CCDC14"
"1613","CCDC141","CCDC141"
"1614","CCDC142","CCDC142"
"1615","CCDC146","CCDC146"
"1616","CCDC148","CCDC148"
"1617","CCDC149","CCDC149"
"1618","CCDC152","CCDC152"
"1619","CCDC157","CCDC157"
"1620","POU2F3","CCDC160"
"1621","CCDC166","CCDC166"
"1622","CCDC167","CCDC167"
"1623","CCDC170","CCDC170"
"1624","CCDC171","CCDC171"
"1625","CCDC172","CCDC172"
"1626","CCDC174","CCDC174"
"1627","CCDC18","CCDC18"
"1628","CCDC181","CCDC181"
"1629","CCDC186","CCDC186"
"1630","CCDC191","CCDC191"
"1631","CCDC198","CCDC198"
"1632","CCDC25","CCDC25"
"1633","CCDC27","CCDC27"
"1634","CCDC28A","CCDC28A"
"1635","CCDC28B","CCDC28B"
"1636","CCDC3","CCDC3"
"1637","CCDC32","CCDC32"
"1638","CCDC34","CCDC34"
"1639","IHO1","CCDC36"
"1640","CCDC39","CCDC39"
"1641","CCDC40","CCDC40"
"1642","CCDC43","CCDC43"
"1643","CCDC47","CCDC47"
"1644","CCDC50","CCDC50"
"1645","MIX23","CCDC58"
"1646","CCDC59","CCDC59"
"1647","CCDC6","CCDC6"
"1648","CCDC60","CCDC60"
"1649","CCDC61","CCDC61"
"1650","CCDC63","CCDC63"
"1651","CCDC65","CCDC65"
"1652","CCDC66","CCDC66"
"1653","CCDC69","CCDC69"
"1654","CCDC71","CCDC71"
"1655","CCDC71L","CCDC71L"
"1656","CCDC77","CCDC77"
"1657","CCDC78","CCDC78"
"1658","CCDC82","CCDC82"
"1659","CCDC83","CCDC83"
"1660","CCDC85A","CCDC85A"
"1661","CCDC85C","CCDC85C"
"1662","CCDC88A","CCDC88A"
"1663","CCDC88C","CCDC88C"
"1664","CCDC89","CCDC89"
"1665","CCDC9","CCDC9"
"1666","CCDC90B","CCDC90B"
"1667","CCDC91","CCDC91"
"1668","CCDC92","CCDC92"
"1669","CCDC92B","CCDC92B"
"1670","CCDC93","CCDC93"
"1671","YJU2","CCDC94"
"1672","CCDC97","CCDC97"
"1673","CCDC9B","CCDC9B"
"1674","CCK","CCK"
"1675","CCKAR","CCKAR"
"1676","CCKBR","CCKBR"
"1677","CCL20","CCL20"
"1678","CCL21","CCL21"
"1679","CCL14","CCL4"
"1680","CCL5","CCL5"
"1681","CCL26","CCLL4"
"1682","CCM2","CCM2"
"1683","CCM2L","CCM2L"
"1684","CCN2","CCN2"
"1685","CCN3","CCN3"
"1686","CCNA1","CCNA1"
"1687","CCNA2","CCNA2"
"1688","CCNB2","CCNB1"
"1689","CCNB3","CCNB3"
"1690","CCNC","CCNC"
