"","human_gene","macaque_gene"
"859","ARHGAP31","ARHGAP31"
"860","ARHGAP32","ARHGAP32"
"861","ARHGAP33","ARHGAP33"
"862","ARHGAP35","ARHGAP35"
"863","ARHGAP36","ARHGAP36"
"864","ARHGAP39","ARHGAP39"
"865","ARHGAP4","ARHGAP4"
"866","ARHGAP40","ARHGAP40"
"867","ARHGAP42","ARHGAP42"
"868","ARHGAP44","ARHGAP44"
"869","ARHGAP45","ARHGAP45"
"870","ARHGAP5","ARHGAP5"
"871","ARHGAP6","ARHGAP6"
"872","ARHGAP8","ARHGAP8"
"873","ARHGAP9","ARHGAP9"
"874","ARHGDIA","ARHGDIA"
"875","ARHGDIB","ARHGDIB"
"876","ARHGDIG","ARHGDIG"
"877","ARHGEF1","ARHGEF1"
"878","ARHGEF10","ARHGEF10"
"879","ARHGEF10L","ARHGEF10L"
"880","ARHGEF11","ARHGEF11"
"881","ARHGEF12","ARHGEF12"
"882","ARHGEF15","ARHGEF15"
"883","ARHGEF16","ARHGEF16"
"884","ARHGEF17","ARHGEF17"
"885","ARHGEF18","ARHGEF18"
"886","ARHGEF19","ARHGEF19"
"887","ARHGEF2","ARHGEF2"
"888","ARHGEF25","ARHGEF25"
"889","ARHGEF26","ARHGEF26"
"890","ARHGEF28","ARHGEF28"
"891","ARHGEF3","ARHGEF3"
"892","ARHGEF33","ARHGEF33"
"893","ARHGEF37","ARHGEF37"
"894","ARHGEF38","ARHGEF38"
"895","ARHGEF39","ARHGEF39"
"896","ARHGEF4","ARHGEF4"
"897","ARHGEF40","ARHGEF40"
"898","ARHGEF5","ARHGEF5"
"899","ARHGEF6","ARHGEF6"
"900","ARHGEF7","ARHGEF7"
"901","ARHGEF9","ARHGEF9"
"902","ARID1A","ARID1A"
"903","ARID1B","ARID1B"
"904","ARID2","ARID2"
"905","ARID3A","ARID3A"
"906","ARID3B","ARID3B"
"907","ARID3C","ARID3C"
"908","ARID4A","ARID4A"
"909","ARID4B","ARID4B"
"910","ARID5A","ARID5A"
"911","ARID5B","ARID5B"
"912","ARIH1","ARIH1"
"913","ARIH2","ARIH2"
"914","ARK2C","ARK2C"
"915","ARK2N","ARK2N"
"916","ARL1","ARL1"
"917","ARL10","ARL10"
"918","ARL11","ARL11"
"919","ARL13A","ARL13A"
"920","ARL13B","ARL13B"
"921","ARL14","ARL14"
"922","ARL14EP","ARL14EP"
"923","ARL14EPL","ARL14EPL"
"924","ARL15","ARL15"
"925","ARL16","ARL16"
"926","ARL2","ARL2"
"927","ARL2BP","ARL2BP"
"928","ARL3","ARL3"
"929","ARL4A","ARL4A"
"930","ARL4C","ARL4C"
"931","ARL4D","ARL4D"
"932","ARL5A","ARL5A"
"933","ARL5B","ARL5B"
"934","CRYBG3","ARL6"
"935","ARL6IP4","ARL6IP4"
"936","ARL6IP5","ARL6IP5"
"937","ARL6IP6","ARL6IP6"
"938","ARL8A","ARL8A"
"939","ARL9","ARL9"
"940","ARMC1","ARMC1"
"941","ARMC10","ARMC10"
"942","ARMC12","ARMC12"
"943","ARMC2","ARMC2"
"944","ARMC3","ARMC3"
"945","ARMC5","ARMC5"
"946","ARMC6","ARMC6"
"947","ARMC7","ARMC7"
"948","ARMC8","ARMC8"
"949","ARMC9","ARMC9"
"950","ARMCX1","ARMCX1"
"951","ARMCX2","ARMCX2"
"952","ARMCX3","ARMCX3"
"953","ARMCX4","ARMCX4"
"954","ARMCX5","ARMCX5"
"955","ARMCX6","ARMCX6"
"956","ARMH1","ARMH1"
"957","ARMH3","ARMH3"
"958","ARMH4","ARMH4"
"959","ARMT1","ARMT1"
"960","ARNT","ARNT"
"961","ARNT2","ARNT2"
"962","BMAL1","ARNTL"
"963","BMAL2","ARNTL2"
"964","ARPC1A","ARPC1A"
"965","ARPC2","ARPC2"
"966","ARPC3","ARPC3"
"967","ARPC5L","ARPC5L"
"968","ARPP19","ARPP19"
"969","ARPP21","ARPP21"
"970","ARR3","ARR3"
"971","ARRB1","ARRB1"
"972","ARRB2","ARRB2"
"973","ARRDC1","ARRDC1"
"974","ARRDC2","ARRDC2"
"975","ARRDC3","ARRDC3"
"976","ARRDC4","ARRDC4"
"977","ARRDC5","ARRDC5"
"978","ARSA","ARSA"
"979","ARSB","ARSB"
"980","ARSD","ARSD"
"981","ARSF","ARSF"
"982","ARSG","ARSG"
"983","ARSH","ARSH"
"984","ARSI","ARSI"
"985","ARSJ","ARSJ"
"986","ARSK","ARSK"
"987","ARSL","ARSL"
"988","ART1","ART1"
"989","ART3","ART3"
"990","ART4","ART4"
"991","ART5","ART5"
"992","ARTN","ARTN"
"993","ARV1","ARV1"
"994","ARVCF","ARVCF"
"995","ARX","ARX"
"996","AS3MT","AS3MT"
"997","ASAH1","ASAH1"
"998","ASAH2","ASAH2"
"999","ASAP1","ASAP1"
"1000","ASAP2","ASAP2"
"1001","ASAP3","ASAP3"
"1002","ASB1","ASB1"
"1003","ASB10","ASB10"
"1004","ASB11","ASB11"
"1005","ASB12","ASB12"
"1006","ASB13","ASB13"
"1007","ASB14","ASB14"
"1008","ASB15","ASB15"
"1009","ASB16","ASB16"
"1010","ASB17","ASB17"
"1011","ASB2","ASB2"
"1012","ASB3","ASB3"
"1013","ASB4","ASB4"
"1014","ASB5","ASB5"
"1015","ASB6","ASB6"
"1016","ASB7","ASB7"
"1017","ASB8","ASB8"
"1018","ASCC1","ASCC1"
"1019","ASCC2","ASCC2"
"1020","ASCC3","ASCC3"
"1021","ASCL1","ASCL1"
"1022","ASCL2","ASCL2"
"1023","ASCL3","ASCL3"
"1024","ASCL4","ASCL4"
"1025","ASCL5","ASCL5"
"1026","ASDURF","ASDURF"
"1027","ASF1A","ASF1A"
"1028","ASF1B","ASF1B"
"1029","ASGR1","ASGR1"
"1030","ASGR2","ASGR2"
"1031","ASH1L","ASH1L"
"1032","ASH2L","ASH2L"
"1033","ASIC1","ASIC1"
"1034","ASIC2","ASIC2"
"1035","ASIC3","ASIC3"
"1036","ASIC4","ASIC4"
"1037","ASIC5","ASIC5"
"1038","ASIP","ASIP"
"1039","ASL","ASL"
"1040","ASMT","ASMT"
"1041","ASNS","ASNS"
"1042","ASNSD1","ASNSD1"
"1043","ASPA","ASPA"
"1044","ASPDH","ASPDH"
"1045","ASPG","ASPG"
"1046","ASPH","ASPH"
"1047","ASPHD1","ASPHD1"
"1048","ASPHD2","ASPHD2"
"1049","ASPM","ASPM"
"1050","ASPN","ASPN"
"1051","ASPRV1","ASPRV1"
"1052","ASPSCR1","ASPSCR1"
"1053","ASRGL1","ASRGL1"
"1054","ASTE1","ASTE1"
"1055","ASTL","ASTL"
"1056","ASTN1","ASTN1"
"1057","ASTN2","ASTN2"
"1058","ASXL1","ASXL1"
"1059","ASXL2","ASXL2"
"1060","ASXL3","ASXL3"
"1061","ASZ1","ASZ1"
"1062","ATAD1","ATAD1"
"1063","ATAD2","ATAD2"
"1064","ATAD2B","ATAD2B"
"1065","ATAD5","ATAD5"
"1066","C6orf136","ATAT1"
"1067","ATCAY","ATCAY"
"1068","ATE1","ATE1"
"1069","ATF1","ATF1"
"1070","ATF2","ATF2"
"1071","ATF3","ATF3"
"1072","ATF4","ATF4"
"1073","ATF5","ATF5"
"1074","ATF6","ATF6"
"1075","ATF6B","ATF6B"
"1076","ATF7","ATF7"
"1077","ATF7IP","ATF7IP"
"1078","ATF7IP2","ATF7IP2"
"1079","ATG10","ATG10"
"1080","ATG101","ATG101"
"1081","ATG12","ATG12"
"1082","ATG13","ATG13"
"1083","ATG14","ATG14"
"1084","ATG16L1","ATG16L1"
"1085","ATG16L2","ATG16L2"
"1086","ATG2A","ATG2A"
"1087","ATG2B","ATG2B"
"1088","ATG3","ATG3"
"1089","ATG4A","ATG4A"
"1090","ATG4B","ATG4B"
"1091","ATG4C","ATG4C"
"1092","ATG4D","ATG4D"
"1093","ATG5","ATG5"
"1094","ATG7","ATG7"
"1095","ABCB6","ATG9A"
"1096","ATG9B","ATG9B"
"1097","ATIC","ATIC"
"1098","ATL1","ATL1"
"1099","ATL2","ATL2"
"1100","ATL3","ATL3"
"1101","ATM","ATM"
"1102","ATMIN","ATMIN"
"1103","ATN1","ATN1"
"1104","ATOH1","ATOH1"
"1105","ATOH7","ATOH7"
"1106","ATOH8","ATOH8"
"1107","ATOSA","ATOSA"
"1108","ATOSB","ATOSB"
"1109","ATOX1","ATOX1"
"1110","ATP10A","ATP10A"
"1111","ATP10B","ATP10B"
"1112","ATP10D","ATP10D"
"1113","ATP11A","ATP11A"
"1114","ATP11B","ATP11B"
"1115","ATP11C","ATP11C"
"1116","ATP12A","ATP12A"
"1117","ATP13A1","ATP13A1"
"1118","ATP13A2","ATP13A2"
"1119","ATP13A3","ATP13A3"
"1120","ATP13A4","ATP13A4"
"1121","ATP13A5","ATP13A5"
"1122","ATP1A1","ATP1A1"
"1123","ATP1A4","ATP1A2"
"1124","ATP1A3","ATP1A3"
"1125","ATP1B1","ATP1B1"
"1126","ATP1B2","ATP1B2"
"1127","ATP1B4","ATP1B4"
"1128","ATP23","ATP23"
"1129","ATP2A1","ATP2A1"
"1130","ATP2A2","ATP2A2"
"1131","ATP2A3","ATP2A3"
"1132","ATP2B1","ATP2B1"
"1133","ATP2B2","ATP2B2"
"1134","ATP2B3","ATP2B3"
"1135","ATP2B4","ATP2B4"
"1136","ATP2C1","ATP2C1"
"1137","ATP2C2","ATP2C2"
"1138","ATP4A","ATP4A"
"1139","ATP4B","ATP4B"
"1140","ATP5F1A","ATP5F1A"
"1141","ATP5F1B","ATP5F1B"
"1142","ATP5F1C","ATP5F1C"
"1143","ATP5F1D","ATP5F1D"
"1144","ATP5F1E","ATP5F1E"
"1145","ATP5IF1","ATP5IF1"
"1146","ATP5MC1","ATP5MC1"
"1147","ATP5MC3","ATP5MC3"
"1148","ATP5ME","ATP5ME"
"1149","ATP5MJ","ATP5MJ"
"1150","ATP5PB","ATP5PB"
"1151","ATP5PD","ATP5PD"
"1152","ATP5PF","ATP5PF"
"1153","MT-ATP6","ATP6"
"1154","ATP6AP1","ATP6AP1"
"1155","ATP6AP2","ATP6AP2"
"1156","ATP6V0A1","ATP6V0A1"
"1157","ATP6V0A2","ATP6V0A2"
"1158","ATP6V0A4","ATP6V0A4"
"1159","ATP6V0D1","ATP6V0D1"
"1160","ATP6V0D2","ATP6V0D2"
"1161","ATP6V0E1","ATP6V0E1"
"1162","ATP6V0E2","ATP6V0E2"
"1163","ATP6V1A","ATP6V1A"
"1164","ATP6V1B1","ATP6V1B1"
"1165","ATP6V1B2","ATP6V1B2"
"1166","ATP6V1C1","ATP6V1C1"
"1167","ATP6V1C2","ATP6V1C2"
"1168","ATP6V1D","ATP6V1D"
"1169","ATP6V1E1","ATP6V1E1"
"1170","ATP6V1E2","ATP6V1E2"
"1171","ATP6V1F","ATP6V1F"
"1172","ATP6V1G1","ATP6V1G1"
"1173","ATP6V1G2","ATP6V1G2"
"1174","ATP6V1G3","ATP6V1G3"
"1175","ATP6V1H","ATP6V1H"
"1176","ATP7A","ATP7A"
"1177","ATP7B","ATP7B"
"1178","MT-ATP8","ATP8"
"1179","ATP8A1","ATP8A1"
"1180","ATP8A2","ATP8A2"
"1181","ATP8B1","ATP8B1"
"1182","ATP8B2","ATP8B2"
"1183","ATP8B3","ATP8B3"
"1184","ATP8B4","ATP8B4"
"1185","ATP9A","ATP9A"
"1186","ATP9B","ATP9B"
"1187","ATPAF1","ATPAF1"
"1188","ATPAF2","ATPAF2"
"1189","ATPSCKMT","ATPSCKMT"
"1190","ATR","ATR"
"1191","ATRAID","ATRAID"
"1192","ATRIP","ATRIP"
"1193","ATRN","ATRN"
"1194","ATRNL1","ATRNL1"
"1195","ATRX","ATRX"
"1196","ATXN1","ATXN1"
"1197","ATXN10","ATXN10"
"1198","ATXN1L","ATXN1L"
"1199","ATXN2","ATXN2"
"1200","ATXN2L","ATXN2L"
"1201","ATXN7","ATXN7"
"1202","ATXN7L1","ATXN7L1"
"1203","ATXN7L2","ATXN7L2"
"1204","ATXN7L3","ATXN7L3"
"1205","ATXN7L3B","ATXN7L3B"
"1206","AUH","AUH"
"1207","AUNIP","AUNIP"
"1208","AUP1","AUP1"
"1209","AURKA","AURKA"
"1210","AURKAIP1","AURKAIP1"
"1211","AURKB","AURKB"
"1212","AUTS2","AUTS2"
"1213","AVEN","AVEN"
"1214","AVIL","AVIL"
"1215","AVL9","AVL9"
"1216","AVP","AVP"
"1217","AVPI1","AVPI1"
"1218","AVPR1A","AVPR1A"
"1219","AVPR1B","AVPR1B"
"1220","AVPR2","AVPR2"
"1221","AWAT1","AWAT1"
"1222","AWAT2","AWAT2"
"1223","AXDND1","AXDND1"
"1224","AXIN1","AXIN1"
"1225","AXIN2","AXIN2"
"1226","AXL","AXL"
"1227","AZGP1","AZGP1"
"1228","AZI2","AZI2"
"1229","AZIN1","AZIN1"
"1230","AZIN2","AZIN2"
"1231","AZU1","AZU1"
"1232","B2M","B2M"
"1233","B3GALNT1","B3GALNT1"
"1234","B3GALNT2","B3GALNT2"
"1235","B3GALT1","B3GALT1"
"1236","B3GALT2","B3GALT2"
"1237","B3GALT4","B3GALT4"
"1238","B3GALT5","B3GALT5"
"1239","B3GALT6","B3GALT6"
"1240","B3GALT9","B3GALT9"
"1241","B3GAT1","B3GAT1"
"1242","B3GAT2","B3GAT2"
"1243","B3GAT3","B3GAT3"
"1244","B3GLCT","B3GLCT"
"1245","B3GNT2","B3GNT2"
"1246","B3GNT3","B3GNT3"
"1247","B3GNT4","B3GNT4"
"1248","B3GNT5","B3GNT5"
"1249","B3GNT6","B3GNT6"
"1250","B3GNT7","B3GNT7"
"1251","B3GNT8","B3GNT8"
"1252","B3GNT9","B3GNT9"
"1253","B4GALNT1","B4GALNT1"
"1254","B4GALNT2","B4GALNT2"
"1255","B4GALNT3","B4GALNT3"
"1256","B4GALNT4","B4GALNT4"
"1257","B4GALT1","B4GALT1"
"1258","B4GALT2","B4GALT2"
"1259","B4GALT3","B4GALT3"
"1260","B4GALT4","B4GALT4"
"1261","B4GALT5","B4GALT5"
"1262","B4GALT6","B4GALT6"
"1263","B4GALT7","B4GALT7"
"1264","B4GAT1","B4GAT1"
"1265","B9D2","B9D2"
"1266","BAALC","BAALC"
"1267","BAAT","BAAT"
"1268","BABAM1","BABAM1"
"1269","BABAM2","BABAM2"
"1270","BACE1","BACE1"
"1271","BACE2","BACE2"
"1272","BACH1","BACH1"
"1273","BACH2","BACH2"
"1274","BAD","BAD"
"1275","BAG1","BAG1"
"1276","BAG3","BAG3"
"1277","BAG4","BAG4"
"1278","BAG5","BAG5"
"1279","BAG6","BAG6"
"1280","BAHCC1","BAHCC1"
"1281","BAHD1","BAHD1"
"1282","BAIAP2","BAIAP2"
"1283","BAIAP2L1","BAIAP2L1"
"1284","BAIAP2L2","BAIAP2L2"
"1285","BAMBI","BAMBI"
"1286","BANF2","BANF2"
"1287","BANK1","BANK1"
"1288","BANP","BANP"
"1289","BAP1","BAP1"
"1290","BARD1","BARD1"
"1291","BARHL1","BARHL1"
"1292","BARHL2","BARHL2"
"1293","BARX1","BARX1"
"1294","BARX2","BARX2"
"1295","BASP1","BASP1"
"1296","BATF","BATF"
"1297","BATF2","BATF2"
"1298","BATF3","BATF3"
"1299","BAX","BAX"
"1300","BAZ1A","BAZ1A"
"1301","BAZ1B","BAZ1B"
"1302","BAZ2A","BAZ2A"
"1303","BAZ2B","BAZ2B"
"1304","BBIP1","BBIP1"
"1305","BBLN","BBLN"
"1306","BBOF1","BBOF1"
"1307","BBOX1","BBOX1"
"1308","BBS10","BBS10"
"1309","BBS2","BBS2"
"1310","BBS4","BBS4"
"1311","BBS7","BBS7"
"1312","BBS9","BBS9"
"1313","BBX","BBX"
"1314","BCAM","BCAM"
"1315","BCAN","BCAN"
"1316","DUS4L","BCAP29"
"1317","BCAP31","BCAP31"
"1318","BCAR1","BCAR1"
"1319","BCAR3","BCAR3"
"1320","BCAS1","BCAS1"
"1321","BCAS2","BCAS2"
"1322","BCAS3","BCAS3"
"1323","BCAT1","BCAT1"
"1324","BCAT2","BCAT2"
"1325","BCHE","BCHE"
"1326","BCKDHB","BCKDHB"
"1327","BCKDK","BCKDK"
"1328","BCL10","BCL10"
"1329","BCL11A","BCL11A"
"1330","BCL11B","BCL11B"
"1331","BCL2","BCL2"
"1332","BCL2A1","BCL2A1"
"1333","BCL2L1","BCL2L1"
"1334","BCL2L10","BCL2L10"
"1335","BCL2L11","BCL2L11"
"1336","BCL2L12","BCL2L12"
"1337","BCL2L13","BCL2L13"
"1338","BCL2L14","BCL2L14"
"1339","BCL2L15","BCL2L15"
"1340","BCL3","BCL3"
"1341","BCL6","BCL6"
"1342","BCL6B","BCL6B"
"1343","BCL7A","BCL7A"
"1344","BCL7B","BCL7B"
"1345","BCL7C","BCL7C"
"1346","BCL9","BCL9"
"1347","BCL9L","BCL9L"
"1348","BCLAF1","BCLAF1"
"1349","BCLAF3","BCLAF3"
"1350","BCO1","BCO1"
"1351","BCO2","BCO2"
"1352","BCOR","BCOR"
"1353","BCORL1","BCORL1"
"1354","BCR","BCR"
"1355","BCS1L","BCS1L"
"1356","BDH1","BDH1"
"1357","BDH2","BDH2"
"1358","BDKRB2","BDKRB2"
"1359","BDNF","BDNF"
"1360","BDP1","BDP1"
"1361","BEAN1","BEAN1"
"1362","BECN1","BECN1"
"1363","BECN2","BECN2"
"1364","BEGAIN","BEGAIN"
"1365","BEND2","BEND2"
"1366","BEND3","BEND3"
"1367","BEND4","BEND4"
"1368","AGBL4","BEND5"
"1369","BEND6","BEND6"
"1370","BEST1","BEST1"
"1371","BEST2","BEST2"
"1372","BEST3","BEST3"
"1373","BEST4","BEST4"
"1374","BET1","BET1"
"1375","BEX1","BEX1"
"1376","BEX2","BEX2"
"1377","BEX4","BEX4"
"1378","BEX5","BEX5"
"1379","BFAR","BFAR"
"1380","BFSP1","BFSP1"
"1381","BFSP2","BFSP2"
"1382","SLC25A44","BGLAP"
"1383","BGN","BGN"
"1384","BHLHE22","BHLHE22"
"1385","BHLHE23","BHLHE23"
"1386","BHLHE40","BHLHE40"
"1387","BHLHE41","BHLHE41"
"1388","BHMT","BHMT2"
"1389","BICC1","BICC1"
"1390","BICD1","BICD1"
"1391","BICD2","BICD2"
"1392","BICDL1","BICDL1"
"1393","BICDL2","BICDL2"
"1394","BICRA","BICRA"
"1395","BICRAL","BICRAL"
"1396","BID","BID"
"1397","BIK","BIK"
"1398","BIN1","BIN1"
"1399","BIN2","BIN2"
"1400","BIN3","BIN3"
"1401","BIRC2","BIRC2"
"1402","BIRC3","BIRC3"
"1403","BIRC5","BIRC5"
"1404","BIRC6","BIRC6"
"1405","BIRC7","BIRC7"
"1406","BLCAP","BLCAP"
"1407","BLK","BLK"
"1408","BLM","BLM"
"1409","BLMH","BLMH"
"1410","BLNK","BLNK"
"1411","BLOC1S2","BLOC1S2"
"1412","BLOC1S3","BLOC1S3"
"1413","BLOC1S4","BLOC1S4"
"1414","TXNDC5","BLOC1S5"
"1415","BLOC1S6","BLOC1S6"
"1416","BLTP3A","BLTP3A"
"1417","BLTP3B","BLTP3B"
"1418","BLVRA","BLVRA"
"1419","BLVRB","BLVRB"
"1420","BLZF1","BLZF1"
"1421","BMERB1","BMERB1"
"1422","BMF","BMF"
"1423","BMP1","BMP1"
"1424","BMP10","BMP10"
"1425","BMP15","BMP15"
"1426","BMP2","BMP2"
"1427","BMP2K","BMP2K"
"1428","BMP3","BMP3"
"1429","BMP4","BMP4"
"1430","BMP5","BMP5"
"1431","BMP6","BMP6"
"1432","BMP7","BMP7"
"1433","BMPER","BMPER"
"1434","BMPR1A","BMPR1A"
"1435","BMPR1B","BMPR1B"
"1436","BMPR2","BMPR2"
"1437","BMS1","BMS1"
"1438","BMT2","BMT2"
"1439","BMX","BMX"
"1440","BNC1","BNC1"
"1441","BNC2","BNC2"
"1442","BNIP1","BNIP1"
"1443","BNIP2","BNIP2"
"1444","BNIP3","BNIP3"
"1445","BNIP3L","BNIP3L"
"1446","BNIP5","BNIP5"
"1447","BNIPL","BNIPL"
"1448","BOC","BOC"
"1449","BOD1","BOD1"
"1450","BOD1L1","BOD1L1"
"1451","BOK","BOK"
"1452","BOLA1","BOLA1"
"1453","BOLA2B","BOLA2B"
"1454","BOLA3","BOLA3"
"1455","BOLL","BOLL"
"1456","BOP1","BOP1"
"1457","BORA","BORA"
"1458","BORCS5","BORCS5"
"1459","BORCS6","BORCS6"
"1460","BORCS7","BORCS7"
"1461","MEF2B","BORCS8"
"1462","BPGM","BPGM"
"1463","BPHL","BPHL"
"1464","BPI","BPI"
"1465","BPIFA1","BPIFA1"
"1466","BPIFA2","BPIFA2"
"1467","BPIFA3","BPIFA3"
"1468","BPIFB1","BPIFB1"
"1469","BPIFB2","BPIFB2"
"1470","BPIFB3","BPIFB3"
"1471","BPIFB4","BPIFB4"
"1472","BPIFB6","BPIFB6"
"1473","BPIFC","BPIFC"
"1474","BPNT1","BPNT1"
"1475","BPNT2","BPNT2"
"1476","BPTF","BPTF"
"1477","BRAF","BRAF"
"1478","BRAP","BRAP"
"1479","BRAT1","BRAT1"
"1480","BRCA1","BRCA1"
"1481","BRCA2","BRCA2"
"1482","BRCC3","BRCC3"
"1483","BRD1","BRD1"
"1484","BRD2","BRD2"
"1485","BRD3","BRD3"
"1486","BRD7","BRD7"
"1487","BRD8","BRD8"
"1488","BRD9","BRD9"
"1489","BRDT","BRDT"
"1490","BRF1","BRF1"
"1491","BRF2","BRF2"
"1492","BRI3BP","BRI3BP"
"1493","BRICD5","BRICD5"
"1494","BRINP1","BRINP1"
"1495","BRINP2","BRINP2"
"1496","BRINP3","BRINP3"
"1497","BRIP1","BRIP1"
"1498","BRIX1","BRIX1"
"1499","BRK1","BRK1"
"1500","BRME1","BRME1"
"1501","BRMS1","BRMS1"
"1502","BRMS1L","BRMS1L"
"1503","BROX","BROX"
"1504","BRPF1","BRPF1"
"1505","BRPF3","BRPF3"
"1506","BRS3","BRS3"
"1507","BRSK1","BRSK1"
"1508","BRSK2","BRSK2"
"1509","BRWD1","BRWD1"
"1510","BRWD3","BRWD3"
"1511","BSCL2","BSCL2"
"1512","BSDC1","BSDC1"
"1513","BSG","BSG"
"1514","BSN","BSN"
"1515","BSND","BSND"
"1516","BSPH1","BSPH1"
"1517","BSPRY","BSPRY"
"1518","BST1","BST1"
"1519","BST2","BST2"
"1520","BSX","BSX"
"1521","BTAF1","BTAF1"
"1522","BTBD1","BTBD1"
"1523","BTBD10","BTBD10"
"1524","ABTB3","BTBD11"
"1525","BTBD16","BTBD16"
"1526","BTBD17","BTBD17"
"1527","BTBD19","BTBD19"
"1528","BTBD3","BTBD3"
"1529","BTBD6","BTBD6"
"1530","BTBD7","BTBD7"
"1531","BTBD8","BTBD8"
"1532","BTBD9","BTBD9"
"1533","BTC","BTC"
"1534","BTD","BTD"
"1535","BTF3","BTF3"
"1536","BTF3L4","BTF3L4"
"1537","BTG1","BTG1"
"1538","BTG2","BTG2"
"1539","BTG3","BTG3"
"1540","BTG4","BTG4"
"1541","BTK","BTK"
"1542","BTLA","BTLA"
"1543","BTN1A1","BTN1A1"
"1544","BTN3A1","BTN2A2"
"1545","BTN3A3","BTN3A3"
"1546","BTNL8","BTNL8"
"1547","BTRC","BTRC"
"1548","BUB1","BUB1"
"1549","BUB1B","BUB1B"
"1550","BUB3","BUB3"
"1551","BUD13","BUD13"
"1552","BUD23","BUD23"
"1553","BUD31","BUD31"
"1554","BVES","BVES"
"1555","BYSL","BYSL"
"1556","BZW1","BZW1"
"1557","BZW2","BZW2"
"1558","C20orf141","C10H20orf141"
"1559","C20orf144","C10H20orf144"
"1560","C20orf202","C10H20orf202"
"1561","C20orf203","C10H20orf203"
"1562","C20orf204","C10H20orf204"
"1563","C20orf96","C10H20orf96"
"1564","C22orf15","C10H22orf15"
"1565","C22orf23","C10H22orf23"
"1566","C22orf31","C10H22orf31"
"1567","C10orf143","C10orf143"
"1568","C12orf4","C11H12orf4"
"1569","C12orf40","C11H12orf40"
"1570","C12orf42","C11H12orf42"
"1571","C12orf43","C11H12orf43"
"1572","C12orf50","C11H12orf50"
"1573","C12orf56","C11H12orf56"
"1574","C12orf57","C11H12orf57"
"1575","C12orf60","C11H12orf60"
"1576","C12orf71","C11H12orf71"
"1577","C11orf21","C11orf21"
"1578","C2orf69","C12H2orf69"
"1579","C2orf72","C12H2orf72"
"1580","C2orf76","C12H2orf76"
"1581","C2orf80","C12H2orf80"
"1582","C2orf88","C12H2orf88"
"1583","C2orf15","C13H2orf15"
"1584","C2orf16","C13H2orf16"
"1585","C2orf42","C13H2orf42"
"1586","C2orf49","C13H2orf49"
"1587","C2orf50","C13H2orf50"
"1588","C2orf68","C13H2orf68"
"1589","C2orf73","C13H2orf73"
"1590","C2orf74","C13H2orf74"
"1591","C2orf78","C13H2orf78"
"1592","C2orf81","C13H2orf81"
"1593","C2orf92","C13H2orf92"
"1594","C11orf16","C14H11orf16"
"1595","C11orf24","C14H11orf24"
"1596","C11orf42","C14H11orf42"
"1597","C11orf52","C14H11orf52"
"1598","C11orf58","C14H11orf58"
"1599","C11orf68","C14H11orf68"
"1600","C11orf71","C14H11orf71"
"1601","C11orf80","C14H11orf80"
"1602","C11orf86","C14H11orf86"
"1603","C11orf87","C14H11orf87"
"1604","C11orf96","C14H11orf96"
"1605","C11orf97","C14H11orf97"
"1606","C14orf132","C14orf132"
"1607","C9orf131","C15H9orf131"
"1608","C9orf152","C15H9orf152"
"1609","C9orf43","C15H9orf43"
"1610","C9orf50","C15H9orf50"
"1611","TOR1A","C15H9orf78"
"1612","C9orf85","C15H9orf85"
"1613","C15orf48","C15orf48"
"1614","C17orf107","C16H17orf107"
"1615","C17orf113","C16H17orf113"
"1616","C17orf49","C16H17orf49"
"1617","C17orf50","C16H17orf50"
"1618","C17orf58","C16H17orf58"
"1619","C17orf67","C16H17orf67"
"1620","C17orf75","C16H17orf75"
"1621","C17orf78","C16H17orf78"
"1622","C17orf80","C16H17orf80"
"1623","C17orf99","C16H17orf99"
"1624","C16orf95","C16orf95"
"1625","C13orf42","C17H13orf42"
"1626","C13orf46","C17H13orf46"
"1627","C17orf114","C17orf114"
"1628","C18orf21","C18H18orf21"
"1629","C18orf54","C18H18orf54"
"1630","C18orf63","C18H18orf63"
"1631","C19orf12","C19H19orf12"
"1632","C19orf38","C19H19orf38"
"1633","C19orf44","C19H19orf44"
"1634","C19orf47","C19H19orf47"
"1635","C19orf67","C19H19orf67"
"1636","C19orf81","C19H19orf81"
"1637","C19orf33","C19orf33"
"1638","C19orf84","C19orf84"
"1639","C19orf85","C19orf85"
"1640","C1D","C1D"
"1641","C1GALT1","C1GALT1"
"1642","C1GALT1C1","C1GALT1C1"
"1643","C1GALT1C1L","C1GALT1C1L"
"1644","C1orf105","C1H1orf105"
"1645","C1orf115","C1H1orf115"
"1646","C1orf116","C1H1orf116"
"1647","C1orf122","C1H1orf122"
"1648","C1orf127","C1H1orf127"
"1649","C1orf131","C1H1orf131"
"1650","C1orf141","C1H1orf141"
"1651","C1orf159","C1H1orf159"
"1652","C1orf162","C1H1orf162"
"1653","C1orf167","C1H1orf167"
"1654","C1orf174","C1H1orf174"
"1655","C1orf185","C1H1orf185"
"1656","C1orf198","C1H1orf198"
"1657","C1orf21","C1H1orf21"
"1658","C1orf210","C1H1orf210"
"1659","C1orf216","C1H1orf216"
"1660","C1orf232","C1H1orf232"
"1661","C1orf43","C1H1orf43"
"1662","C1orf50","C1H1orf50"
"1663","C1orf53","C1H1orf53"
"1664","C1orf54","C1H1orf54"
"1665","C1orf56","C1H1orf56"
"1666","C1orf74","C1H1orf74"
"1667","C1orf87","C1H1orf87"
"1668","C1orf94","C1H1orf94"
